CE2	CNR20001225.1700.0291-CE1
CE1	CNR20001225.1700.0291-CE2
CE3	CNR20001225.1700.0291-CE3
CE6	CNR20001225.1700.0291-CE4
CE4	CNR20001225.1700.0291-CE5
E1	CNR20001225.1700.0291-E1
E2	CNR20001225.1700.0291-E2
E3	CNR20001225.1700.0291-E3
E4	CNR20001225.1700.0291-E4
E5	CNR20001225.1700.0291-E5
E6	CNR20001225.1700.0291-E6
EM1	CNR20001225.1700.0291-E1-1
EM4	CNR20001225.1700.0291-E1-2
EM2	CNR20001225.1700.0291-E2-3
EM3	CNR20001225.1700.0291-E3-4
EM5	CNR20001225.1700.0291-E4-5
EM8	CNR20001225.1700.0291-E4-6
EM9	CNR20001225.1700.0291-E5-7
EM6	CNR20001225.1700.0291-E6-8
R1	CNR20001225.1700.0291-R1
R2	CNR20001225.1700.0291-R2
RM1	CNR20001225.1700.0291-R1-1
RM2	CNR20001225.1700.0291-R2-1
V1	CNR20001225.1700.0291-EV1
V2	CNR20001225.1700.0291-EV2
VM1	CNR20001225.1700.0291-EV1-1
VM2	CNR20001225.1700.0291-EV2-1
Q2	CNR20001225.1700.0291-T1
Q1	CNR20001225.1700.0291-T2
Q3	CNR20001225.1700.0291-T3
Q4	CNR20001225.1700.0291-T4
Q5	CNR20001225.1700.0291-V1
Q7	CNR20001225.1700.0291-V2
Q6	CNR20001225.1700.0291-T5
QM5	CNR20001225.1700.0291-V1-1
QM7	CNR20001225.1700.0291-V2-1
