CE10	CNR20001204.1700.0671-CE1
CE11	CNR20001204.1700.0671-CE2
CE12	CNR20001204.1700.0671-CE3
CE14	CNR20001204.1700.0671-CE4
CE15	CNR20001204.1700.0671-CE5
CE13	CNR20001204.1700.0671-CE6
CE2	CNR20001204.1700.0671-CE7
CE1	CNR20001204.1700.0671-CE8
CE3	CNR20001204.1700.0671-CE9
CE5	CNR20001204.1700.0671-CE10
CE6	CNR20001204.1700.0671-CE11
CE4	CNR20001204.1700.0671-CE12
CE7	CNR20001204.1700.0671-CE13
CE8	CNR20001204.1700.0671-CE14
CE9	CNR20001204.1700.0671-CE15
E15	CNR20001204.1700.0671-E1
E16	CNR20001204.1700.0671-E2
E17	CNR20001204.1700.0671-E3
E18	CNR20001204.1700.0671-E4
E21	CNR20001204.1700.0671-E5
E1	CNR20001204.1700.0671-E6
E2	CNR20001204.1700.0671-E7
E3	CNR20001204.1700.0671-E8
E19	CNR20001204.1700.0671-E9
E7	CNR20001204.1700.0671-E10
E9	CNR20001204.1700.0671-E11
E20	CNR20001204.1700.0671-E12
E11	CNR20001204.1700.0671-E13
E12	CNR20001204.1700.0671-E14
E13	CNR20001204.1700.0671-E15
E14	CNR20001204.1700.0671-E16
EM1	CNR20001204.1700.0671-E6-1
EM16	CNR20001204.1700.0671-E1-2
EM17	CNR20001204.1700.0671-E2-3
EM18	CNR20001204.1700.0671-E10-4
EM19	CNR20001204.1700.0671-E10-5
EM20	CNR20001204.1700.0671-E12-6
EM22	CNR20001204.1700.0671-E3-7
EM23	CNR20001204.1700.0671-E4-8
EM2	CNR20001204.1700.0671-E7-9
EM4	CNR20001204.1700.0671-E6-10
EM3	CNR20001204.1700.0671-E8-11
EM5	CNR20001204.1700.0671-E9-12
EM6	CNR20001204.1700.0671-E12-13
EM7	CNR20001204.1700.0671-E10-14
EM8	CNR20001204.1700.0671-E12-15
EM9	CNR20001204.1700.0671-E12-16
EM10	CNR20001204.1700.0671-E11-17
EM11	CNR20001204.1700.0671-E10-18
EM21	CNR20001204.1700.0671-E5-19
EM12	CNR20001204.1700.0671-E13-20
EM13	CNR20001204.1700.0671-E14-21
EM14	CNR20001204.1700.0671-E15-22
EM15	CNR20001204.1700.0671-E16-23
R1	CNR20001204.1700.0671-R1
R3	CNR20001204.1700.0671-R2
R4	CNR20001204.1700.0671-R3
R5	CNR20001204.1700.0671-R4
R6	CNR20001204.1700.0671-R5
R2	CNR20001204.1700.0671-R6
RM1	CNR20001204.1700.0671-R1-1
RM3	CNR20001204.1700.0671-R2-1
RM4	CNR20001204.1700.0671-R3-1
RM5	CNR20001204.1700.0671-R4-1
RM6	CNR20001204.1700.0671-R5-1
RM2	CNR20001204.1700.0671-R6-1
Q2	CNR20001204.1700.0671-T1
Q1	CNR20001204.1700.0671-T2
