CE11	CTV20001017.1330.0441-CE1
CE12	CTV20001017.1330.0441-CE2
CE4	CTV20001017.1330.0441-CE3
CE1	CTV20001017.1330.0441-CE4
CE3	CTV20001017.1330.0441-CE5
CE2	CTV20001017.1330.0441-CE6
CE5	CTV20001017.1330.0441-CE7
CE7	CTV20001017.1330.0441-CE8
CE6	CTV20001017.1330.0441-CE9
CE8	CTV20001017.1330.0441-CE10
CE9	CTV20001017.1330.0441-CE11
CE10	CTV20001017.1330.0441-CE12
E13	CTV20001017.1330.0441-E1
E14	CTV20001017.1330.0441-E2
E16	CTV20001017.1330.0441-E3
E18	CTV20001017.1330.0441-E4
E1	CTV20001017.1330.0441-E5
E3	CTV20001017.1330.0441-E6
E4	CTV20001017.1330.0441-E7
E5	CTV20001017.1330.0441-E8
E6	CTV20001017.1330.0441-E9
E7	CTV20001017.1330.0441-E10
E8	CTV20001017.1330.0441-E11
E9	CTV20001017.1330.0441-E12
E10	CTV20001017.1330.0441-E13
E11	CTV20001017.1330.0441-E14
E12	CTV20001017.1330.0441-E15
EM1	CTV20001017.1330.0441-E5-1
EM21	CTV20001017.1330.0441-E15-2
EM22	CTV20001017.1330.0441-E15-3
EM23	CTV20001017.1330.0441-E5-4
EM24	CTV20001017.1330.0441-E15-5
EM25	CTV20001017.1330.0441-E1-6
EM26	CTV20001017.1330.0441-E2-7
EM4	CTV20001017.1330.0441-E4-8
EM7	CTV20001017.1330.0441-E5-9
EM5	CTV20001017.1330.0441-E6-10
EM2	CTV20001017.1330.0441-E7-11
EM3	CTV20001017.1330.0441-E8-12
EM8	CTV20001017.1330.0441-E9-13
EM9	CTV20001017.1330.0441-E9-14
EM10	CTV20001017.1330.0441-E5-15
EM11	CTV20001017.1330.0441-E10-16
EM12	CTV20001017.1330.0441-E11-17
EM6	CTV20001017.1330.0441-E3-18
EM14	CTV20001017.1330.0441-E12-19
EM15	CTV20001017.1330.0441-E13-20
EM16	CTV20001017.1330.0441-E12-21
EM17	CTV20001017.1330.0441-E9-22
EM18	CTV20001017.1330.0441-E5-23
EM19	CTV20001017.1330.0441-E14-24
EM20	CTV20001017.1330.0441-E15-25
R1	CTV20001017.1330.0441-R1
R4	CTV20001017.1330.0441-R2
R6	CTV20001017.1330.0441-R3
R2	CTV20001017.1330.0441-R4
R3	CTV20001017.1330.0441-R5
RM1	CTV20001017.1330.0441-R1-1
RM4	CTV20001017.1330.0441-R2-1
RM6	CTV20001017.1330.0441-R3-1
RM2	CTV20001017.1330.0441-R4-1
RM3	CTV20001017.1330.0441-R5-1
V1	CTV20001017.1330.0441-EV1
VM1	CTV20001017.1330.0441-EV1-1
VM2	CTV20001017.1330.0441-EV1-2
Q1	CTV20001017.1330.0441-T1
Q2	CTV20001017.1330.0441-T2
Q3	CTV20001017.1330.0441-V1
Q4	CTV20001017.1330.0441-V2
Q5	CTV20001017.1330.0441-T3
Q7	CTV20001017.1330.0441-V3
Q6	CTV20001017.1330.0441-V4
QM3	CTV20001017.1330.0441-V1-1
QM4	CTV20001017.1330.0441-V2-1
QM7	CTV20001017.1330.0441-V3-1
QM6	CTV20001017.1330.0441-V4-1
