CE13	CTV20001106.1330.0676-CE1
CE14	CTV20001106.1330.0676-CE2
CE15	CTV20001106.1330.0676-CE3
CE16	CTV20001106.1330.0676-CE4
CE1	CTV20001106.1330.0676-CE5
CE2	CTV20001106.1330.0676-CE6
CE3	CTV20001106.1330.0676-CE7
CE5	CTV20001106.1330.0676-CE8
CE4	CTV20001106.1330.0676-CE9
CE6	CTV20001106.1330.0676-CE10
CE10	CTV20001106.1330.0676-CE11
CE7	CTV20001106.1330.0676-CE12
CE8	CTV20001106.1330.0676-CE13
CE9	CTV20001106.1330.0676-CE14
CE11	CTV20001106.1330.0676-CE15
CE12	CTV20001106.1330.0676-CE16
E12	CTV20001106.1330.0676-E1
E13	CTV20001106.1330.0676-E2
E14	CTV20001106.1330.0676-E3
E15	CTV20001106.1330.0676-E4
E20	CTV20001106.1330.0676-E5
E1	CTV20001106.1330.0676-E6
E2	CTV20001106.1330.0676-E7
E3	CTV20001106.1330.0676-E8
E4	CTV20001106.1330.0676-E9
E5	CTV20001106.1330.0676-E10
E16	CTV20001106.1330.0676-E11
E6	CTV20001106.1330.0676-E12
E7	CTV20001106.1330.0676-E13
E8	CTV20001106.1330.0676-E14
E9	CTV20001106.1330.0676-E15
E10	CTV20001106.1330.0676-E16
E11	CTV20001106.1330.0676-E17
EM1	CTV20001106.1330.0676-E6-1
EM18	CTV20001106.1330.0676-E6-2
EM19	CTV20001106.1330.0676-E1-3
EM20	CTV20001106.1330.0676-E16-4
EM21	CTV20001106.1330.0676-E6-5
EM22	CTV20001106.1330.0676-E2-6
EM23	CTV20001106.1330.0676-E16-7
EM24	CTV20001106.1330.0676-E6-8
EM25	CTV20001106.1330.0676-E3-9
EM26	CTV20001106.1330.0676-E4-10
EM8	CTV20001106.1330.0676-E5-11
EM2	CTV20001106.1330.0676-E7-12
EM7	CTV20001106.1330.0676-E11-13
EM3	CTV20001106.1330.0676-E6-14
EM4	CTV20001106.1330.0676-E8-15
EM5	CTV20001106.1330.0676-E9-16
EM6	CTV20001106.1330.0676-E10-17
EM9	CTV20001106.1330.0676-E13-18
EM10	CTV20001106.1330.0676-E14-19
EM11	CTV20001106.1330.0676-E6-20
EM12	CTV20001106.1330.0676-E15-21
EM13	CTV20001106.1330.0676-E12-22
EM14	CTV20001106.1330.0676-E6-23
EM15	CTV20001106.1330.0676-E16-24
EM16	CTV20001106.1330.0676-E6-25
EM17	CTV20001106.1330.0676-E17-26
R1	CTV20001106.1330.0676-R1
R2	CTV20001106.1330.0676-R2
RM1	CTV20001106.1330.0676-R1-1
RM2	CTV20001106.1330.0676-R2-1
V1	CTV20001106.1330.0676-EV1
V2	CTV20001106.1330.0676-EV2
VM1	CTV20001106.1330.0676-EV1-1
VM2	CTV20001106.1330.0676-EV2-1
Q1	CTV20001106.1330.0676-T1
Q2	CTV20001106.1330.0676-T2
Q4	CTV20001106.1330.0676-V1
QM4	CTV20001106.1330.0676-V1-1
