CE12	CBS20001219.1000.0782-CE1
CE1	CBS20001219.1000.0782-CE2
CE8	CBS20001219.1000.0782-CE3
CE13	CBS20001219.1000.0782-CE4
CE3	CBS20001219.1000.0782-CE5
CE14	CBS20001219.1000.0782-CE6
CE2	CBS20001219.1000.0782-CE7
CE4	CBS20001219.1000.0782-CE8
CE5	CBS20001219.1000.0782-CE9
CE6	CBS20001219.1000.0782-CE10
CE7	CBS20001219.1000.0782-CE11
CE10	CBS20001219.1000.0782-CE12
CE9	CBS20001219.1000.0782-CE13
CE11	CBS20001219.1000.0782-CE14
E12	CBS20001219.1000.0782-E1
E13	CBS20001219.1000.0782-E2
E14	CBS20001219.1000.0782-E3
E15	CBS20001219.1000.0782-E4
E17	CBS20001219.1000.0782-E5
E19	CBS20001219.1000.0782-E6
E21	CBS20001219.1000.0782-E7
E22	CBS20001219.1000.0782-E8
E2	CBS20001219.1000.0782-E9
E3	CBS20001219.1000.0782-E10
E4	CBS20001219.1000.0782-E11
E5	CBS20001219.1000.0782-E12
E6	CBS20001219.1000.0782-E13
E7	CBS20001219.1000.0782-E14
E8	CBS20001219.1000.0782-E15
E9	CBS20001219.1000.0782-E16
E10	CBS20001219.1000.0782-E17
E11	CBS20001219.1000.0782-E18
EM1	CBS20001219.1000.0782-E4-1
EM22	CBS20001219.1000.0782-E4-2
EM23	CBS20001219.1000.0782-E1-3
EM24	CBS20001219.1000.0782-E10-4
EM26	CBS20001219.1000.0782-E11-5
EM27	CBS20001219.1000.0782-E4-6
EM28	CBS20001219.1000.0782-E2-7
EM31	CBS20001219.1000.0782-E2-8
EM29	CBS20001219.1000.0782-E3-9
EM30	CBS20001219.1000.0782-E11-10
EM32	CBS20001219.1000.0782-E12-11
EM33	CBS20001219.1000.0782-E15-12
EM34	CBS20001219.1000.0782-E11-13
EM35	CBS20001219.1000.0782-E10-14
EM36	CBS20001219.1000.0782-E12-15
EM37	CBS20001219.1000.0782-E15-16
EM38	CBS20001219.1000.0782-E12-17
EM41	CBS20001219.1000.0782-E12-18
EM42	CBS20001219.1000.0782-E13-19
EM43	CBS20001219.1000.0782-E14-20
EM45	CBS20001219.1000.0782-E12-21
EM46	CBS20001219.1000.0782-E13-22
EM47	CBS20001219.1000.0782-E14-23
EM4	CBS20001219.1000.0782-E10-24
EM48	CBS20001219.1000.0782-E7-25
EM14	CBS20001219.1000.0782-E5-26
EM25	CBS20001219.1000.0782-E10-27
EM39	CBS20001219.1000.0782-E6-28
EM44	CBS20001219.1000.0782-E5-29
EM7	CBS20001219.1000.0782-E7-30
EM18	CBS20001219.1000.0782-E7-31
EM40	CBS20001219.1000.0782-E8-32
EM5	CBS20001219.1000.0782-E4-33
EM2	CBS20001219.1000.0782-E9-34
EM3	CBS20001219.1000.0782-E10-35
EM6	CBS20001219.1000.0782-E11-36
EM8	CBS20001219.1000.0782-E12-37
EM9	CBS20001219.1000.0782-E11-38
EM10	CBS20001219.1000.0782-E10-39
EM11	CBS20001219.1000.0782-E13-40
EM12	CBS20001219.1000.0782-E14-41
EM13	CBS20001219.1000.0782-E12-42
EM15	CBS20001219.1000.0782-E15-43
EM19	CBS20001219.1000.0782-E15-44
EM16	CBS20001219.1000.0782-E16-45
EM17	CBS20001219.1000.0782-E17-46
EM20	CBS20001219.1000.0782-E18-47
EM21	CBS20001219.1000.0782-E15-48
R1	CBS20001219.1000.0782-R1
R3	CBS20001219.1000.0782-R2
R4	CBS20001219.1000.0782-R3
R5	CBS20001219.1000.0782-R4
R7	CBS20001219.1000.0782-R5
R2	CBS20001219.1000.0782-R6
R6	CBS20001219.1000.0782-R7
R8	CBS20001219.1000.0782-R8
R9	CBS20001219.1000.0782-R9
R10	CBS20001219.1000.0782-R10
RM1	CBS20001219.1000.0782-R1-1
RM3	CBS20001219.1000.0782-R2-1
RM5	CBS20001219.1000.0782-R3-1
RM4	CBS20001219.1000.0782-R4-1
RM7	CBS20001219.1000.0782-R5-1
RM2	CBS20001219.1000.0782-R6-1
RM6	CBS20001219.1000.0782-R6-2
RM8	CBS20001219.1000.0782-R8-1
RM9	CBS20001219.1000.0782-R2-2
RM10	CBS20001219.1000.0782-R2-3
V4	CBS20001219.1000.0782-EV1
V1	CBS20001219.1000.0782-EV2
VM2	CBS20001219.1000.0782-EV2-1
VM3	CBS20001219.1000.0782-EV2-2
VM1	CBS20001219.1000.0782-EV2-3
VM4	CBS20001219.1000.0782-EV1-1
Q10	CBS20001219.1000.0782-T1
Q1	CBS20001219.1000.0782-T2
Q4	CBS20001219.1000.0782-T3
Q5	CBS20001219.1000.0782-T4
Q6	CBS20001219.1000.0782-T5
Q7	CBS20001219.1000.0782-T6
Q8	CBS20001219.1000.0782-T7
Q9	CBS20001219.1000.0782-T8
Q2	CBS20001219.1000.0782-T9
Q3	CBS20001219.1000.0782-T10
Q11	CBS20001219.1000.0782-V1
QM11	CBS20001219.1000.0782-V1-1
