CE12	CTV20001208.1330.0992-CE1
CE13	CTV20001208.1330.0992-CE2
CE14	CTV20001208.1330.0992-CE3
CE15	CTV20001208.1330.0992-CE4
CE11	CTV20001208.1330.0992-CE5
CE3	CTV20001208.1330.0992-CE6
CE2	CTV20001208.1330.0992-CE7
CE5	CTV20001208.1330.0992-CE8
CE1	CTV20001208.1330.0992-CE9
CE4	CTV20001208.1330.0992-CE10
CE6	CTV20001208.1330.0992-CE11
CE7	CTV20001208.1330.0992-CE12
CE8	CTV20001208.1330.0992-CE13
CE9	CTV20001208.1330.0992-CE14
CE10	CTV20001208.1330.0992-CE15
E18	CTV20001208.1330.0992-E1
E15	CTV20001208.1330.0992-E2
E16	CTV20001208.1330.0992-E3
E17	CTV20001208.1330.0992-E4
E1	CTV20001208.1330.0992-E5
E2	CTV20001208.1330.0992-E6
E3	CTV20001208.1330.0992-E7
E4	CTV20001208.1330.0992-E8
E5	CTV20001208.1330.0992-E9
E6	CTV20001208.1330.0992-E10
E7	CTV20001208.1330.0992-E11
E8	CTV20001208.1330.0992-E12
E9	CTV20001208.1330.0992-E13
E11	CTV20001208.1330.0992-E14
E13	CTV20001208.1330.0992-E15
EM2	CTV20001208.1330.0992-E5-1
EM18	CTV20001208.1330.0992-E14-2
EM19	CTV20001208.1330.0992-E11-3
EM12	CTV20001208.1330.0992-E1-4
EM20	CTV20001208.1330.0992-E2-5
EM21	CTV20001208.1330.0992-E11-6
EM22	CTV20001208.1330.0992-E11-7
EM23	CTV20001208.1330.0992-E3-8
EM24	CTV20001208.1330.0992-E4-9
EM10	CTV20001208.1330.0992-E8-10
EM3	CTV20001208.1330.0992-E6-11
EM5	CTV20001208.1330.0992-E7-12
EM1	CTV20001208.1330.0992-E8-13
EM4	CTV20001208.1330.0992-E9-14
EM6	CTV20001208.1330.0992-E10-15
EM7	CTV20001208.1330.0992-E11-16
EM8	CTV20001208.1330.0992-E12-17
EM9	CTV20001208.1330.0992-E13-18
EM11	CTV20001208.1330.0992-E14-19
EM13	CTV20001208.1330.0992-E14-20
EM14	CTV20001208.1330.0992-E5-21
EM15	CTV20001208.1330.0992-E6-22
EM17	CTV20001208.1330.0992-E7-23
EM16	CTV20001208.1330.0992-E15-24
R3	CTV20001208.1330.0992-R1
R2	CTV20001208.1330.0992-R2
R4	CTV20001208.1330.0992-R3
R1	CTV20001208.1330.0992-R4
R5	CTV20001208.1330.0992-R5
R6	CTV20001208.1330.0992-R6
R7	CTV20001208.1330.0992-R7
RM3	CTV20001208.1330.0992-R1-1
RM2	CTV20001208.1330.0992-R2-1
RM4	CTV20001208.1330.0992-R3-1
RM1	CTV20001208.1330.0992-R4-1
RM5	CTV20001208.1330.0992-R5-1
RM6	CTV20001208.1330.0992-R6-1
RM7	CTV20001208.1330.0992-R7-1
Q1	CTV20001208.1330.0992-T1
Q2	CTV20001208.1330.0992-T2
Q3	CTV20001208.1330.0992-T3
Q4	CTV20001208.1330.0992-T4
Q5	CTV20001208.1330.0992-T5
Q6	CTV20001208.1330.0992-T6
