CE9	CBS20001222.1000.0724-CE1
CE8	CBS20001222.1000.0724-CE2
CE10	CBS20001222.1000.0724-CE3
CE11	CBS20001222.1000.0724-CE4
CE12	CBS20001222.1000.0724-CE5
CE14	CBS20001222.1000.0724-CE6
CE13	CBS20001222.1000.0724-CE7
CE15	CBS20001222.1000.0724-CE8
CE16	CBS20001222.1000.0724-CE9
CE17	CBS20001222.1000.0724-CE10
CE18	CBS20001222.1000.0724-CE11
CE19	CBS20001222.1000.0724-CE12
CE21	CBS20001222.1000.0724-CE13
CE20	CBS20001222.1000.0724-CE14
CE22	CBS20001222.1000.0724-CE15
CE23	CBS20001222.1000.0724-CE16
CE24	CBS20001222.1000.0724-CE17
CE26	CBS20001222.1000.0724-CE18
CE25	CBS20001222.1000.0724-CE19
CE27	CBS20001222.1000.0724-CE20
CE28	CBS20001222.1000.0724-CE21
CE2	CBS20001222.1000.0724-CE22
CE29	CBS20001222.1000.0724-CE23
CE3	CBS20001222.1000.0724-CE24
CE4	CBS20001222.1000.0724-CE25
CE5	CBS20001222.1000.0724-CE26
CE6	CBS20001222.1000.0724-CE27
CE7	CBS20001222.1000.0724-CE28
E13	CBS20001222.1000.0724-E1
E14	CBS20001222.1000.0724-E2
E15	CBS20001222.1000.0724-E3
E16	CBS20001222.1000.0724-E4
E17	CBS20001222.1000.0724-E5
E20	CBS20001222.1000.0724-E6
E21	CBS20001222.1000.0724-E7
E22	CBS20001222.1000.0724-E8
E23	CBS20001222.1000.0724-E9
E25	CBS20001222.1000.0724-E10
E26	CBS20001222.1000.0724-E11
E27	CBS20001222.1000.0724-E12
E28	CBS20001222.1000.0724-E13
E29	CBS20001222.1000.0724-E14
E30	CBS20001222.1000.0724-E15
E33	CBS20001222.1000.0724-E16
E34	CBS20001222.1000.0724-E17
E35	CBS20001222.1000.0724-E18
E36	CBS20001222.1000.0724-E19
E37	CBS20001222.1000.0724-E20
E1	CBS20001222.1000.0724-E21
E38	CBS20001222.1000.0724-E22
E39	CBS20001222.1000.0724-E23
E4	CBS20001222.1000.0724-E24
