CE9	CTV20001224.1430.1496-CE1
CE12	CTV20001224.1430.1496-CE2
CE11	CTV20001224.1430.1496-CE3
CE13	CTV20001224.1430.1496-CE4
CE14	CTV20001224.1430.1496-CE5
CE15	CTV20001224.1430.1496-CE6
CE16	CTV20001224.1430.1496-CE7
CE18	CTV20001224.1430.1496-CE8
CE19	CTV20001224.1430.1496-CE9
CE20	CTV20001224.1430.1496-CE10
CE17	CTV20001224.1430.1496-CE11
CE21	CTV20001224.1430.1496-CE12
CE22	CTV20001224.1430.1496-CE13
CE3	CTV20001224.1430.1496-CE14
CE10	CTV20001224.1430.1496-CE15
CE2	CTV20001224.1430.1496-CE16
CE1	CTV20001224.1430.1496-CE17
CE4	CTV20001224.1430.1496-CE18
CE5	CTV20001224.1430.1496-CE19
CE6	CTV20001224.1430.1496-CE20
CE7	CTV20001224.1430.1496-CE21
CE8	CTV20001224.1430.1496-CE22
E10	CTV20001224.1430.1496-E1
E11	CTV20001224.1430.1496-E2
E12	CTV20001224.1430.1496-E3
E13	CTV20001224.1430.1496-E4
E14	CTV20001224.1430.1496-E5
E15	CTV20001224.1430.1496-E6
E16	CTV20001224.1430.1496-E7
E17	CTV20001224.1430.1496-E8
E18	CTV20001224.1430.1496-E9
E19	CTV20001224.1430.1496-E10
E20	CTV20001224.1430.1496-E11
E21	CTV20001224.1430.1496-E12
E22	CTV20001224.1430.1496-E13
E23	CTV20001224.1430.1496-E14
E1	CTV20001224.1430.1496-E15
E25	CTV20001224.1430.1496-E16
E2	CTV20001224.1430.1496-E17
E3	CTV20001224.1430.1496-E18
E4	CTV20001224.1430.1496-E19
E5	CTV20001224.1430.1496-E20
E6	CTV20001224.1430.1496-E21
E7	CTV20001224.1430.1496-E22
E9	CTV20001224.1430.1496-E23
EM1	CTV20001224.1430.1496-E15-1
EM21	CTV20001224.1430.1496-E1-2
EM24	CTV20001224.1430.1496-E20-3
EM25	CTV20001224.1430.1496-E21-4
EM26	CTV20001224.1430.1496-E22-5
EM27	CTV20001224.1430.1496-E2-6
EM28	CTV20001224.1430.1496-E3-7
EM30	CTV20001224.1430.1496-E4-8
EM31	CTV20001224.1430.1496-E5-9
EM34	CTV20001224.1430.1496-E5-10
EM32	CTV20001224.1430.1496-E6-11
EM33	CTV20001224.1430.1496-E22-12
EM35	CTV20001224.1430.1496-E7-13
EM36	CTV20001224.1430.1496-E8-14
EM37	CTV20001224.1430.1496-E9-15
EM39	CTV20001224.1430.1496-E5-16
EM41	CTV20001224.1430.1496-E10-17
EM42	CTV20001224.1430.1496-E11-18
EM43	CTV20001224.1430.1496-E3-19
EM44	CTV20001224.1430.1496-E4-20
EM45	CTV20001224.1430.1496-E3-21
EM46	CTV20001224.1430.1496-E12-22
EM47	CTV20001224.1430.1496-E22-23
EM40	CTV20001224.1430.1496-E22-24
EM49	CTV20001224.1430.1496-E2-25
EM48	CTV20001224.1430.1496-E18-26
EM50	CTV20001224.1430.1496-E3-27
EM51	CTV20001224.1430.1496-E12-28
EM52	CTV20001224.1430.1496-E22-29
EM53	CTV20001224.1430.1496-E13-30
EM54	CTV20001224.1430.1496-E14-31
EM38	CTV20001224.1430.1496-E12-32
EM23	CTV20001224.1430.1496-E16-33
EM2	CTV20001224.1430.1496-E17-34
EM3	CTV20001224.1430.1496-E18-35
EM4	CTV20001224.1430.1496-E15-36
EM5	CTV20001224.1430.1496-E19-37
EM6	CTV20001224.1430.1496-E20-38
EM7	CTV20001224.1430.1496-E21-39
EM8	CTV20001224.1430.1496-E22-40
EM9	CTV20001224.1430.1496-E20-41
EM10	CTV20001224.1430.1496-E15-42
EM11	CTV20001224.1430.1496-E22-43
EM12	CTV20001224.1430.1496-E22-44
EM55	CTV20001224.1430.1496-E18-45
EM14	CTV20001224.1430.1496-E20-46
EM15	CTV20001224.1430.1496-E23-47
EM16	CTV20001224.1430.1496-E17-48
EM17	CTV20001224.1430.1496-E18-49
EM18	CTV20001224.1430.1496-E21-50
EM19	CTV20001224.1430.1496-E22-51
EM20	CTV20001224.1430.1496-E20-52
EM22	CTV20001224.1430.1496-E17-53
R22	CTV20001224.1430.1496-R1
R1	CTV20001224.1430.1496-R2
R2	CTV20001224.1430.1496-R3
R3	CTV20001224.1430.1496-R4
R6	CTV20001224.1430.1496-R5
R7	CTV20001224.1430.1496-R6
R10	CTV20001224.1430.1496-R7
R11	CTV20001224.1430.1496-R8
R12	CTV20001224.1430.1496-R9
R13	CTV20001224.1430.1496-R10
R15	CTV20001224.1430.1496-R11
R18	CTV20001224.1430.1496-R12
R20	CTV20001224.1430.1496-R13
R21	CTV20001224.1430.1496-R14
R4	CTV20001224.1430.1496-R15
R5	CTV20001224.1430.1496-R16
R8	CTV20001224.1430.1496-R17
R16	CTV20001224.1430.1496-R18
R17	CTV20001224.1430.1496-R19
RM22	CTV20001224.1430.1496-R1-1
RM1	CTV20001224.1430.1496-R2-1
RM3	CTV20001224.1430.1496-R3-1
RM4	CTV20001224.1430.1496-R4-1
RM6	CTV20001224.1430.1496-R2-2
RM9	CTV20001224.1430.1496-R6-1
RM10	CTV20001224.1430.1496-R7-1
RM11	CTV20001224.1430.1496-R8-1
RM12	CTV20001224.1430.1496-R9-1
RM13	CTV20001224.1430.1496-R10-1
RM15	CTV20001224.1430.1496-R11-1
RM18	CTV20001224.1430.1496-R12-1
RM20	CTV20001224.1430.1496-R13-1
RM21	CTV20001224.1430.1496-R12-2
RM2	CTV20001224.1430.1496-R15-1
RM5	CTV20001224.1430.1496-R16-1
RM7	CTV20001224.1430.1496-R17-1
RM16	CTV20001224.1430.1496-R12-3
RM17	CTV20001224.1430.1496-R19-1
V8	CTV20001224.1430.1496-EV1
V10	CTV20001224.1430.1496-EV2
V1	CTV20001224.1430.1496-EV3
V2	CTV20001224.1430.1496-EV4
V4	CTV20001224.1430.1496-EV5
V6	CTV20001224.1430.1496-EV6
V7	CTV20001224.1430.1496-EV7
V9	CTV20001224.1430.1496-EV8
VM10	CTV20001224.1430.1496-EV1-1
VM12	CTV20001224.1430.1496-EV2-1
VM1	CTV20001224.1430.1496-EV3-1
VM2	CTV20001224.1430.1496-EV3-2
VM3	CTV20001224.1430.1496-EV4-1
VM4	CTV20001224.1430.1496-EV4-2
VM6	CTV20001224.1430.1496-EV5-1
VM8	CTV20001224.1430.1496-EV6-1
VM9	CTV20001224.1430.1496-EV7-1
VM7	CTV20001224.1430.1496-EV1-2
VM11	CTV20001224.1430.1496-EV8-1
Q2	CTV20001224.1430.1496-T1
Q3	CTV20001224.1430.1496-T2
Q4	CTV20001224.1430.1496-T3
Q5	CTV20001224.1430.1496-T4
Q6	CTV20001224.1430.1496-T5
Q1	CTV20001224.1430.1496-T6
