CE12	CBS20001225.1000.0766-CE1
CE13	CBS20001225.1000.0766-CE2
CE14	CBS20001225.1000.0766-CE3
CE15	CBS20001225.1000.0766-CE4
CE16	CBS20001225.1000.0766-CE5
CE17	CBS20001225.1000.0766-CE6
CE18	CBS20001225.1000.0766-CE7
CE19	CBS20001225.1000.0766-CE8
CE20	CBS20001225.1000.0766-CE9
CE6	CBS20001225.1000.0766-CE10
CE26	CBS20001225.1000.0766-CE11
CE21	CBS20001225.1000.0766-CE12
CE22	CBS20001225.1000.0766-CE13
CE23	CBS20001225.1000.0766-CE14
CE25	CBS20001225.1000.0766-CE15
CE27	CBS20001225.1000.0766-CE16
CE28	CBS20001225.1000.0766-CE17
CE29	CBS20001225.1000.0766-CE18
CE1	CBS20001225.1000.0766-CE19
CE2	CBS20001225.1000.0766-CE20
CE24	CBS20001225.1000.0766-CE21
CE4	CBS20001225.1000.0766-CE22
CE5	CBS20001225.1000.0766-CE23
CE3	CBS20001225.1000.0766-CE24
CE7	CBS20001225.1000.0766-CE25
CE8	CBS20001225.1000.0766-CE26
CE9	CBS20001225.1000.0766-CE27
CE10	CBS20001225.1000.0766-CE28
CE11	CBS20001225.1000.0766-CE29
E15	CBS20001225.1000.0766-E1
E16	CBS20001225.1000.0766-E2
E17	CBS20001225.1000.0766-E3
E18	CBS20001225.1000.0766-E4
E19	CBS20001225.1000.0766-E5
E20	CBS20001225.1000.0766-E6
E21	CBS20001225.1000.0766-E7
E22	CBS20001225.1000.0766-E8
E23	CBS20001225.1000.0766-E9
E24	CBS20001225.1000.0766-E10
E26	CBS20001225.1000.0766-E11
E27	CBS20001225.1000.0766-E12
E31	CBS20001225.1000.0766-E13
E32	CBS20001225.1000.0766-E14
E33	CBS20001225.1000.0766-E15
E35	CBS20001225.1000.0766-E16
E36	CBS20001225.1000.0766-E17
E37	CBS20001225.1000.0766-E18
E1	CBS20001225.1000.0766-E19
E38	CBS20001225.1000.0766-E20
E2	CBS20001225.1000.0766-E21
E39	CBS20001225.1000.0766-E22
E4	CBS20001225.1000.0766-E23
E5	CBS20001225.1000.0766-E24
E13	CBS20001225.1000.0766-E25
E40	CBS20001225.1000.0766-E26
E10	CBS20001225.1000.0766-E27
E11	CBS20001225.1000.0766-E28
E12	CBS20001225.1000.0766-E29
E14	CBS20001225.1000.0766-E30
EM1	CBS20001225.1000.0766-E19-1
EM16	CBS20001225.1000.0766-E2-2
EM18	CBS20001225.1000.0766-E3-3
EM19	CBS20001225.1000.0766-E2-4
EM20	CBS20001225.1000.0766-E27-5
EM21	CBS20001225.1000.0766-E4-6
EM22	CBS20001225.1000.0766-E27-7
EM23	CBS20001225.1000.0766-E5-8
EM24	CBS20001225.1000.0766-E27-9
EM25	CBS20001225.1000.0766-E4-10
EM26	CBS20001225.1000.0766-E6-11
EM27	CBS20001225.1000.0766-E7-12
EM28	CBS20001225.1000.0766-E30-13
EM29	CBS20001225.1000.0766-E29-14
EM31	CBS20001225.1000.0766-E8-15
EM32	CBS20001225.1000.0766-E9-16
EM6	CBS20001225.1000.0766-E10-17
EM41	CBS20001225.1000.0766-E13-18
EM33	CBS20001225.1000.0766-E12-19
EM34	CBS20001225.1000.0766-E21-20
EM36	CBS20001225.1000.0766-E13-21
EM38	CBS20001225.1000.0766-E14-22
EM39	CBS20001225.1000.0766-E15-23
EM43	CBS20001225.1000.0766-E16-24
EM44	CBS20001225.1000.0766-E11-25
EM45	CBS20001225.1000.0766-E17-26
EM46	CBS20001225.1000.0766-E18-27
EM48	CBS20001225.1000.0766-E28-28
EM49	CBS20001225.1000.0766-E12-29
EM47	CBS20001225.1000.0766-E20-30
EM50	CBS20001225.1000.0766-E20-31
EM3	CBS20001225.1000.0766-E21-32
EM40	CBS20001225.1000.0766-E22-33
EM4	CBS20001225.1000.0766-E23-34
EM5	CBS20001225.1000.0766-E24-35
EM14	CBS20001225.1000.0766-E25-36
EM2	CBS20001225.1000.0766-E26-37
EM35	CBS20001225.1000.0766-E26-38
EM37	CBS20001225.1000.0766-E26-39
EM30	CBS20001225.1000.0766-E26-40
EM42	CBS20001225.1000.0766-E26-41
EM8	CBS20001225.1000.0766-E27-42
EM9	CBS20001225.1000.0766-E27-43
EM10	CBS20001225.1000.0766-E27-44
EM11	CBS20001225.1000.0766-E28-45
EM12	CBS20001225.1000.0766-E29-46
EM15	CBS20001225.1000.0766-E30-47
EM13	CBS20001225.1000.0766-E27-48
EM17	CBS20001225.1000.0766-E1-49
R1	CBS20001225.1000.0766-R1
R2	CBS20001225.1000.0766-R2
R7	CBS20001225.1000.0766-R3
R8	CBS20001225.1000.0766-R4
R9	CBS20001225.1000.0766-R5
R3	CBS20001225.1000.0766-R6
R4	CBS20001225.1000.0766-R7
R5	CBS20001225.1000.0766-R8
R6	CBS20001225.1000.0766-R9
R12	CBS20001225.1000.0766-R10
R10	CBS20001225.1000.0766-R11
R11	CBS20001225.1000.0766-R12
R13	CBS20001225.1000.0766-R13
R14	CBS20001225.1000.0766-R14
R16	CBS20001225.1000.0766-R15
R15	CBS20001225.1000.0766-R16
RM1	CBS20001225.1000.0766-R2-1
RM6	CBS20001225.1000.0766-R3-1
RM7	CBS20001225.1000.0766-R4-1
RM8	CBS20001225.1000.0766-R5-1
RM2	CBS20001225.1000.0766-R6-1
RM3	CBS20001225.1000.0766-R7-1
RM4	CBS20001225.1000.0766-R8-1
RM5	CBS20001225.1000.0766-R9-1
RM11	CBS20001225.1000.0766-R10-1
RM9	CBS20001225.1000.0766-R11-1
RM10	CBS20001225.1000.0766-R12-1
RM12	CBS20001225.1000.0766-R13-1
RM13	CBS20001225.1000.0766-R14-1
RM15	CBS20001225.1000.0766-R14-2
RM14	CBS20001225.1000.0766-R16-1
V1	CBS20001225.1000.0766-EV1
VM1	CBS20001225.1000.0766-EV1-1
Q2	CBS20001225.1000.0766-T1
Q6	CBS20001225.1000.0766-T2
Q1	CBS20001225.1000.0766-T3
Q3	CBS20001225.1000.0766-T4
Q4	CBS20001225.1000.0766-T5
Q5	CBS20001225.1000.0766-T6
Q7	CBS20001225.1000.0766-T7
Q8	CBS20001225.1000.0766-T8
Q9	CBS20001225.1000.0766-V1
Q10	CBS20001225.1000.0766-T9
QM9	CBS20001225.1000.0766-V1-1
