CE11	CTV20001217.1430.0263-CE1
CE12	CTV20001217.1430.0263-CE2
CE13	CTV20001217.1430.0263-CE3
CE14	CTV20001217.1430.0263-CE4
CE16	CTV20001217.1430.0263-CE5
CE15	CTV20001217.1430.0263-CE6
CE17	CTV20001217.1430.0263-CE7
CE18	CTV20001217.1430.0263-CE8
CE19	CTV20001217.1430.0263-CE9
CE20	CTV20001217.1430.0263-CE10
CE21	CTV20001217.1430.0263-CE11
CE22	CTV20001217.1430.0263-CE12
CE23	CTV20001217.1430.0263-CE13
CE25	CTV20001217.1430.0263-CE14
CE24	CTV20001217.1430.0263-CE15
CE26	CTV20001217.1430.0263-CE16
CE27	CTV20001217.1430.0263-CE17
CE29	CTV20001217.1430.0263-CE18
CE30	CTV20001217.1430.0263-CE19
CE31	CTV20001217.1430.0263-CE20
CE33	CTV20001217.1430.0263-CE21
CE32	CTV20001217.1430.0263-CE22
CE35	CTV20001217.1430.0263-CE23
CE34	CTV20001217.1430.0263-CE24
CE36	CTV20001217.1430.0263-CE25
CE37	CTV20001217.1430.0263-CE26
CE1	CTV20001217.1430.0263-CE27
CE38	CTV20001217.1430.0263-CE28
CE41	CTV20001217.1430.0263-CE29
CE40	CTV20001217.1430.0263-CE30
CE39	CTV20001217.1430.0263-CE31
CE42	CTV20001217.1430.0263-CE32
CE43	CTV20001217.1430.0263-CE33
CE44	CTV20001217.1430.0263-CE34
CE45	CTV20001217.1430.0263-CE35
CE46	CTV20001217.1430.0263-CE36
CE47	CTV20001217.1430.0263-CE37
CE48	CTV20001217.1430.0263-CE38
CE2	CTV20001217.1430.0263-CE39
CE49	CTV20001217.1430.0263-CE40
CE28	CTV20001217.1430.0263-CE41
CE3	CTV20001217.1430.0263-CE42
CE4	CTV20001217.1430.0263-CE43
CE5	CTV20001217.1430.0263-CE44
CE6	CTV20001217.1430.0263-CE45
CE8	CTV20001217.1430.0263-CE46
CE7	CTV20001217.1430.0263-CE47
CE9	CTV20001217.1430.0263-CE48
CE10	CTV20001217.1430.0263-CE49
E12	CTV20001217.1430.0263-E1
E13	CTV20001217.1430.0263-E2
E14	CTV20001217.1430.0263-E3
E15	CTV20001217.1430.0263-E4
E16	CTV20001217.1430.0263-E5
E17	CTV20001217.1430.0263-E6
E18	CTV20001217.1430.0263-E7
E19	CTV20001217.1430.0263-E8
E20	CTV20001217.1430.0263-E9
E21	CTV20001217.1430.0263-E10
E22	CTV20001217.1430.0263-E11
