CE12	CBS20001126.1000.0700-CE1
CE13	CBS20001126.1000.0700-CE2
CE9	CBS20001126.1000.0700-CE3
CE14	CBS20001126.1000.0700-CE4
CE16	CBS20001126.1000.0700-CE5
CE15	CBS20001126.1000.0700-CE6
CE7	CBS20001126.1000.0700-CE7
CE3	CBS20001126.1000.0700-CE8
CE2	CBS20001126.1000.0700-CE9
CE1	CBS20001126.1000.0700-CE10
CE5	CBS20001126.1000.0700-CE11
CE4	CBS20001126.1000.0700-CE12
CE6	CBS20001126.1000.0700-CE13
CE17	CBS20001126.1000.0700-CE14
CE8	CBS20001126.1000.0700-CE15
CE10	CBS20001126.1000.0700-CE16
CE11	CBS20001126.1000.0700-CE17
E11	CBS20001126.1000.0700-E1
E12	CBS20001126.1000.0700-E2
E17	CBS20001126.1000.0700-E3
E14	CBS20001126.1000.0700-E4
E15	CBS20001126.1000.0700-E5
E16	CBS20001126.1000.0700-E6
E18	CBS20001126.1000.0700-E7
E1	CBS20001126.1000.0700-E8
E2	CBS20001126.1000.0700-E9
E3	CBS20001126.1000.0700-E10
E4	CBS20001126.1000.0700-E11
E5	CBS20001126.1000.0700-E12
E6	CBS20001126.1000.0700-E13
E7	CBS20001126.1000.0700-E14
E19	CBS20001126.1000.0700-E15
E8	CBS20001126.1000.0700-E16
E9	CBS20001126.1000.0700-E17
E10	CBS20001126.1000.0700-E18
EM1	CBS20001126.1000.0700-E8-1
EM22	CBS20001126.1000.0700-E11-2
EM23	CBS20001126.1000.0700-E1-3
EM24	CBS20001126.1000.0700-E2-4
EM25	CBS20001126.1000.0700-E4-5
EM26	CBS20001126.1000.0700-E13-6
EM27	CBS20001126.1000.0700-E5-7
EM28	CBS20001126.1000.0700-E6-8
EM16	CBS20001126.1000.0700-E7-9
EM5	CBS20001126.1000.0700-E8-10
EM2	CBS20001126.1000.0700-E9-11
EM3	CBS20001126.1000.0700-E10-12
EM4	CBS20001126.1000.0700-E11-13
EM6	CBS20001126.1000.0700-E11-14
EM7	CBS20001126.1000.0700-E12-15
EM8	CBS20001126.1000.0700-E13-16
EM9	CBS20001126.1000.0700-E15-17
EM10	CBS20001126.1000.0700-E13-18
EM11	CBS20001126.1000.0700-E8-19
EM12	CBS20001126.1000.0700-E11-20
EM13	CBS20001126.1000.0700-E13-21
EM14	CBS20001126.1000.0700-E13-22
EM15	CBS20001126.1000.0700-E14-23
EM18	CBS20001126.1000.0700-E3-24
EM17	CBS20001126.1000.0700-E16-25
EM19	CBS20001126.1000.0700-E17-26
EM20	CBS20001126.1000.0700-E18-27
EM21	CBS20001126.1000.0700-E8-28
R1	CBS20001126.1000.0700-R1
R5	CBS20001126.1000.0700-R2
R2	CBS20001126.1000.0700-R3
R3	CBS20001126.1000.0700-R4
R4	CBS20001126.1000.0700-R5
RM2	CBS20001126.1000.0700-R1-1
RM5	CBS20001126.1000.0700-R2-1
RM1	CBS20001126.1000.0700-R3-1
RM3	CBS20001126.1000.0700-R4-1
RM4	CBS20001126.1000.0700-R5-1
Q1	CBS20001126.1000.0700-T1
Q2	CBS20001126.1000.0700-T2
Q3	CBS20001126.1000.0700-T3
