CE10	CTS20001222.1300.0194-CE1
CE13	CTS20001222.1300.0194-CE2
CE12	CTS20001222.1300.0194-CE3
CE14	CTS20001222.1300.0194-CE4
CE11	CTS20001222.1300.0194-CE5
CE15	CTS20001222.1300.0194-CE6
CE16	CTS20001222.1300.0194-CE7
CE17	CTS20001222.1300.0194-CE8
CE18	CTS20001222.1300.0194-CE9
CE19	CTS20001222.1300.0194-CE10
CE20	CTS20001222.1300.0194-CE11
CE21	CTS20001222.1300.0194-CE12
CE2	CTS20001222.1300.0194-CE13
CE1	CTS20001222.1300.0194-CE14
CE3	CTS20001222.1300.0194-CE15
CE4	CTS20001222.1300.0194-CE16
CE5	CTS20001222.1300.0194-CE17
CE7	CTS20001222.1300.0194-CE18
CE8	CTS20001222.1300.0194-CE19
CE9	CTS20001222.1300.0194-CE20
E11	CTS20001222.1300.0194-E1
E12	CTS20001222.1300.0194-E2
E13	CTS20001222.1300.0194-E3
E14	CTS20001222.1300.0194-E4
E15	CTS20001222.1300.0194-E5
E16	CTS20001222.1300.0194-E6
E17	CTS20001222.1300.0194-E7
E18	CTS20001222.1300.0194-E8
E19	CTS20001222.1300.0194-E9
E21	CTS20001222.1300.0194-E10
E1	CTS20001222.1300.0194-E11
E22	CTS20001222.1300.0194-E12
E23	CTS20001222.1300.0194-E13
E2	CTS20001222.1300.0194-E14
E3	CTS20001222.1300.0194-E15
E4	CTS20001222.1300.0194-E16
E5	CTS20001222.1300.0194-E17
E6	CTS20001222.1300.0194-E18
E7	CTS20001222.1300.0194-E19
E8	CTS20001222.1300.0194-E20
E9	CTS20001222.1300.0194-E21
E10	CTS20001222.1300.0194-E22
EM1	CTS20001222.1300.0194-E11-1
EM23	CTS20001222.1300.0194-E17-2
EM24	CTS20001222.1300.0194-E17-3
EM25	CTS20001222.1300.0194-E11-4
EM26	CTS20001222.1300.0194-E14-5
EM28	CTS20001222.1300.0194-E2-6
EM29	CTS20001222.1300.0194-E15-7
EM30	CTS20001222.1300.0194-E3-8
EM31	CTS20001222.1300.0194-E16-9
EM32	CTS20001222.1300.0194-E17-10
EM33	CTS20001222.1300.0194-E11-11
