CE16	CTV20001110.1330.0231-CE1
CE18	CTV20001110.1330.0231-CE2
CE13	CTV20001110.1330.0231-CE3
CE20	CTV20001110.1330.0231-CE4
CE19	CTV20001110.1330.0231-CE5
CE14	CTV20001110.1330.0231-CE6
CE15	CTV20001110.1330.0231-CE7
CE1	CTV20001110.1330.0231-CE8
CE2	CTV20001110.1330.0231-CE9
CE3	CTV20001110.1330.0231-CE10
CE7	CTV20001110.1330.0231-CE11
CE5	CTV20001110.1330.0231-CE12
CE4	CTV20001110.1330.0231-CE13
CE8	CTV20001110.1330.0231-CE14
CE9	CTV20001110.1330.0231-CE15
CE10	CTV20001110.1330.0231-CE16
CE11	CTV20001110.1330.0231-CE17
CE12	CTV20001110.1330.0231-CE18
CE23	CTV20001110.1330.0231-CE19
E12	CTV20001110.1330.0231-E1
E13	CTV20001110.1330.0231-E2
E23	CTV20001110.1330.0231-E3
E15	CTV20001110.1330.0231-E4
E16	CTV20001110.1330.0231-E5
E24	CTV20001110.1330.0231-E6
E18	CTV20001110.1330.0231-E7
E1	CTV20001110.1330.0231-E8
E2	CTV20001110.1330.0231-E9
E3	CTV20001110.1330.0231-E10
E4	CTV20001110.1330.0231-E11
E5	CTV20001110.1330.0231-E12
E6	CTV20001110.1330.0231-E13
E7	CTV20001110.1330.0231-E14
E8	CTV20001110.1330.0231-E15
E9	CTV20001110.1330.0231-E16
E10	CTV20001110.1330.0231-E17
E11	CTV20001110.1330.0231-E18
E26	CTV20001110.1330.0231-E19
EM1	CTV20001110.1330.0231-E8-1
EM20	CTV20001110.1330.0231-E15-2
EM22	CTV20001110.1330.0231-E15-3
EM24	CTV20001110.1330.0231-E14-4
EM25	CTV20001110.1330.0231-E1-5
EM26	CTV20001110.1330.0231-E15-6
EM27	CTV20001110.1330.0231-E15-7
EM29	CTV20001110.1330.0231-E2-8
EM30	CTV20001110.1330.0231-E14-9
EM32	CTV20001110.1330.0231-E10-10
EM33	CTV20001110.1330.0231-E15-11
EM35	CTV20001110.1330.0231-E14-12
EM18	CTV20001110.1330.0231-E3-13
EM36	CTV20001110.1330.0231-E10-14
EM37	CTV20001110.1330.0231-E15-15
EM31	CTV20001110.1330.0231-E3-16
EM41	CTV20001110.1330.0231-E14-17
EM39	CTV20001110.1330.0231-E4-18
EM40	CTV20001110.1330.0231-E5-19
EM19	CTV20001110.1330.0231-E6-20
EM17	CTV20001110.1330.0231-E17-21
EM21	CTV20001110.1330.0231-E7-22
EM23	CTV20001110.1330.0231-E7-23
EM34	CTV20001110.1330.0231-E7-24
EM38	CTV20001110.1330.0231-E7-25
EM42	CTV20001110.1330.0231-E14-26
EM2	CTV20001110.1330.0231-E9-27
EM3	CTV20001110.1330.0231-E10-28
EM4	CTV20001110.1330.0231-E13-29
EM5	CTV20001110.1330.0231-E11-30
EM6	CTV20001110.1330.0231-E12-31
EM7	CTV20001110.1330.0231-E13-32
EM8	CTV20001110.1330.0231-E10-33
EM9	CTV20001110.1330.0231-E14-34
EM44	CTV20001110.1330.0231-E19-35
EM10	CTV20001110.1330.0231-E15-36
EM11	CTV20001110.1330.0231-E16-37
EM12	CTV20001110.1330.0231-E14-38
EM13	CTV20001110.1330.0231-E14-39
EM14	CTV20001110.1330.0231-E17-40
EM15	CTV20001110.1330.0231-E18-41
EM16	CTV20001110.1330.0231-E14-42
R1	CTV20001110.1330.0231-R1
R2	CTV20001110.1330.0231-R2
R3	CTV20001110.1330.0231-R3
R4	CTV20001110.1330.0231-R4
R5	CTV20001110.1330.0231-R5
R11	CTV20001110.1330.0231-R6
R6	CTV20001110.1330.0231-R7
R7	CTV20001110.1330.0231-R8
R8	CTV20001110.1330.0231-R9
R9	CTV20001110.1330.0231-R10
R10	CTV20001110.1330.0231-R11
R13	CTV20001110.1330.0231-R12
R14	CTV20001110.1330.0231-R13
R15	CTV20001110.1330.0231-R14
RM15	CTV20001110.1330.0231-R14-1
RM5	CTV20001110.1330.0231-R7-1
RM1	CTV20001110.1330.0231-R1-1
RM2	CTV20001110.1330.0231-R2-1
RM3	CTV20001110.1330.0231-R3-1
RM4	CTV20001110.1330.0231-R4-1
RM6	CTV20001110.1330.0231-R5-1
RM11	CTV20001110.1330.0231-R6-1
RM7	CTV20001110.1330.0231-R8-1
RM8	CTV20001110.1330.0231-R8-2
RM9	CTV20001110.1330.0231-R10-1
RM10	CTV20001110.1330.0231-R10-2
RM13	CTV20001110.1330.0231-R12-1
RM14	CTV20001110.1330.0231-R10-3
V1	CTV20001110.1330.0231-EV1
VM1	CTV20001110.1330.0231-EV1-1
VM2	CTV20001110.1330.0231-EV1-2
VM3	CTV20001110.1330.0231-EV1-3
VM4	CTV20001110.1330.0231-EV1-4
Q1	CTV20001110.1330.0231-T1
Q2	CTV20001110.1330.0231-T2
Q3	CTV20001110.1330.0231-T3
Q4	CTV20001110.1330.0231-T4
Q5	CTV20001110.1330.0231-T5
