CE1	CNR20001024.1700.1214-CE1
CE2	CNR20001024.1700.1214-CE2
CE3	CNR20001024.1700.1214-CE3
CE4	CNR20001024.1700.1214-CE4
CE5	CNR20001024.1700.1214-CE5
E14	CNR20001024.1700.1214-E1
E16	CNR20001024.1700.1214-E2
E1	CNR20001024.1700.1214-E3
E4	CNR20001024.1700.1214-E4
E7	CNR20001024.1700.1214-E5
E8	CNR20001024.1700.1214-E6
EM4	CNR20001024.1700.1214-E4-1
EM1	CNR20001024.1700.1214-E3-2
EM6	CNR20001024.1700.1214-E3-3
EM2	CNR20001024.1700.1214-E1-4
EM3	CNR20001024.1700.1214-E2-5
EM5	CNR20001024.1700.1214-E4-6
EM7	CNR20001024.1700.1214-E4-7
EM9	CNR20001024.1700.1214-E3-8
EM13	CNR20001024.1700.1214-E3-9
EM11	CNR20001024.1700.1214-E5-10
EM12	CNR20001024.1700.1214-E4-11
EM14	CNR20001024.1700.1214-E4-12
EM15	CNR20001024.1700.1214-E5-13
EM10	CNR20001024.1700.1214-E6-14
EM8	CNR20001024.1700.1214-E5-15
R3	CNR20001024.1700.1214-R1
R4	CNR20001024.1700.1214-R2
R5	CNR20001024.1700.1214-R3
R1	CNR20001024.1700.1214-R4
R2	CNR20001024.1700.1214-R5
RM3	CNR20001024.1700.1214-R1-1
RM4	CNR20001024.1700.1214-R1-2
RM5	CNR20001024.1700.1214-R1-3
RM1	CNR20001024.1700.1214-R4-1
RM2	CNR20001024.1700.1214-R5-1
V1	CNR20001024.1700.1214-EV1
VM1	CNR20001024.1700.1214-EV1-1
VM2	CNR20001024.1700.1214-EV1-2
VM3	CNR20001024.1700.1214-EV1-3
Q1	CNR20001024.1700.1214-T1
Q2	CNR20001024.1700.1214-T2
