CE12	CTS20001120.1300.1052-CE1
CE13	CTS20001120.1300.1052-CE2
CE14	CTS20001120.1300.1052-CE3
CE15	CTS20001120.1300.1052-CE4
CE16	CTS20001120.1300.1052-CE5
CE17	CTS20001120.1300.1052-CE6
CE18	CTS20001120.1300.1052-CE7
CE19	CTS20001120.1300.1052-CE8
CE20	CTS20001120.1300.1052-CE9
CE1	CTS20001120.1300.1052-CE10
CE2	CTS20001120.1300.1052-CE11
CE3	CTS20001120.1300.1052-CE12
CE4	CTS20001120.1300.1052-CE13
CE6	CTS20001120.1300.1052-CE14
CE5	CTS20001120.1300.1052-CE15
CE9	CTS20001120.1300.1052-CE16
CE7	CTS20001120.1300.1052-CE17
CE8	CTS20001120.1300.1052-CE18
CE10	CTS20001120.1300.1052-CE19
CE11	CTS20001120.1300.1052-CE20
E14	CTS20001120.1300.1052-E1
E15	CTS20001120.1300.1052-E2
E16	CTS20001120.1300.1052-E3
E17	CTS20001120.1300.1052-E4
E18	CTS20001120.1300.1052-E5
E19	CTS20001120.1300.1052-E6
E20	CTS20001120.1300.1052-E7
E21	CTS20001120.1300.1052-E8
E22	CTS20001120.1300.1052-E9
E1	CTS20001120.1300.1052-E10
E2	CTS20001120.1300.1052-E11
E3	CTS20001120.1300.1052-E12
E4	CTS20001120.1300.1052-E13
E23	CTS20001120.1300.1052-E14
E7	CTS20001120.1300.1052-E15
E24	CTS20001120.1300.1052-E16
E9	CTS20001120.1300.1052-E17
E11	CTS20001120.1300.1052-E18
E12	CTS20001120.1300.1052-E19
E13	CTS20001120.1300.1052-E20
EM1	CTS20001120.1300.1052-E10-1
EM16	CTS20001120.1300.1052-E1-2
EM17	CTS20001120.1300.1052-E2-3
EM18	CTS20001120.1300.1052-E3-4
EM19	CTS20001120.1300.1052-E4-5
EM21	CTS20001120.1300.1052-E5-6
EM22	CTS20001120.1300.1052-E6-7
EM23	CTS20001120.1300.1052-E7-8
EM24	CTS20001120.1300.1052-E8-9
EM25	CTS20001120.1300.1052-E11-10
EM26	CTS20001120.1300.1052-E9-11
EM2	CTS20001120.1300.1052-E11-12
EM3	CTS20001120.1300.1052-E12-13
EM4	CTS20001120.1300.1052-E13-14
EM6	CTS20001120.1300.1052-E14-15
EM20	CTS20001120.1300.1052-E16-16
EM5	CTS20001120.1300.1052-E15-17
EM11	CTS20001120.1300.1052-E16-18
EM7	CTS20001120.1300.1052-E15-19
EM8	CTS20001120.1300.1052-E17-20
EM9	CTS20001120.1300.1052-E15-21
EM10	CTS20001120.1300.1052-E18-22
EM12	CTS20001120.1300.1052-E19-23
EM13	CTS20001120.1300.1052-E20-24
EM14	CTS20001120.1300.1052-E20-25
R10	CTS20001120.1300.1052-R1
R1	CTS20001120.1300.1052-R2
R2	CTS20001120.1300.1052-R3
R8	CTS20001120.1300.1052-R4
R9	CTS20001120.1300.1052-R5
R6	CTS20001120.1300.1052-R6
RM7	CTS20001120.1300.1052-R4-1
RM1	CTS20001120.1300.1052-R2-1
RM2	CTS20001120.1300.1052-R3-1
RM6	CTS20001120.1300.1052-R6-1
RM9	CTS20001120.1300.1052-R5-1
RM10	CTS20001120.1300.1052-R1-1
V1	CTS20001120.1300.1052-EV1
VM1	CTS20001120.1300.1052-EV1-1
Q1	CTS20001120.1300.1052-T1
Q2	CTS20001120.1300.1052-T2
Q3	CTS20001120.1300.1052-T3
Q4	CTS20001120.1300.1052-T4
Q5	CTS20001120.1300.1052-T5
Q6	CTS20001120.1300.1052-T6
