CE1	CNR20001109.1700.1220-CE1
CE4	CNR20001109.1700.1220-CE2
CE2	CNR20001109.1700.1220-CE3
CE3	CNR20001109.1700.1220-CE4
CE5	CNR20001109.1700.1220-CE5
CE6	CNR20001109.1700.1220-CE6
CE7	CNR20001109.1700.1220-CE7
CE8	CNR20001109.1700.1220-CE8
CE9	CNR20001109.1700.1220-CE9
E1	CNR20001109.1700.1220-E1
E2	CNR20001109.1700.1220-E2
E3	CNR20001109.1700.1220-E3
E4	CNR20001109.1700.1220-E4
E5	CNR20001109.1700.1220-E5
E7	CNR20001109.1700.1220-E6
E8	CNR20001109.1700.1220-E7
E9	CNR20001109.1700.1220-E8
E11	CNR20001109.1700.1220-E9
EM1	CNR20001109.1700.1220-E1-1
EM2	CNR20001109.1700.1220-E2-2
EM3	CNR20001109.1700.1220-E3-3
EM4	CNR20001109.1700.1220-E4-4
EM5	CNR20001109.1700.1220-E5-5
EM12	CNR20001109.1700.1220-E9-6
EM6	CNR20001109.1700.1220-E6-7
EM7	CNR20001109.1700.1220-E7-8
EM8	CNR20001109.1700.1220-E8-9
EM10	CNR20001109.1700.1220-E3-10
EM11	CNR20001109.1700.1220-E9-11
R1	CNR20001109.1700.1220-R1
R2	CNR20001109.1700.1220-R2
RM1	CNR20001109.1700.1220-R1-1
RM2	CNR20001109.1700.1220-R2-1
Q1	CNR20001109.1700.1220-T1
Q2	CNR20001109.1700.1220-T2
Q3	CNR20001109.1700.1220-T3
Q4	CNR20001109.1700.1220-T4
