CE1	CTV20001110.1330.1507-CE1
CE3	CTV20001110.1330.1507-CE2
CE2	CTV20001110.1330.1507-CE3
CE4	CTV20001110.1330.1507-CE4
CE5	CTV20001110.1330.1507-CE5
CE6	CTV20001110.1330.1507-CE6
CE7	CTV20001110.1330.1507-CE7
CE8	CTV20001110.1330.1507-CE8
CE9	CTV20001110.1330.1507-CE9
E1	CTV20001110.1330.1507-E1
E2	CTV20001110.1330.1507-E2
E3	CTV20001110.1330.1507-E3
E4	CTV20001110.1330.1507-E4
E5	CTV20001110.1330.1507-E5
E6	CTV20001110.1330.1507-E6
E7	CTV20001110.1330.1507-E7
E8	CTV20001110.1330.1507-E8
E9	CTV20001110.1330.1507-E9
E10	CTV20001110.1330.1507-E10
E11	CTV20001110.1330.1507-E11
EM1	CTV20001110.1330.1507-E1-1
EM20	CTV20001110.1330.1507-E1-2
EM22	CTV20001110.1330.1507-E2-3
EM23	CTV20001110.1330.1507-E2-4
EM21	CTV20001110.1330.1507-E3-5
EM7	CTV20001110.1330.1507-E2-6
EM2	CTV20001110.1330.1507-E3-7
EM3	CTV20001110.1330.1507-E4-8
EM4	CTV20001110.1330.1507-E5-9
EM5	CTV20001110.1330.1507-E2-10
EM6	CTV20001110.1330.1507-E3-11
EM8	CTV20001110.1330.1507-E6-12
EM11	CTV20001110.1330.1507-E7-13
EM9	CTV20001110.1330.1507-E1-14
EM10	CTV20001110.1330.1507-E8-15
EM12	CTV20001110.1330.1507-E6-16
EM13	CTV20001110.1330.1507-E2-17
EM14	CTV20001110.1330.1507-E9-18
EM15	CTV20001110.1330.1507-E3-19
EM16	CTV20001110.1330.1507-E3-20
EM17	CTV20001110.1330.1507-E10-21
EM18	CTV20001110.1330.1507-E11-22
EM19	CTV20001110.1330.1507-E7-23
R4	CTV20001110.1330.1507-R1
R5	CTV20001110.1330.1507-R2
R2	CTV20001110.1330.1507-R3
R7	CTV20001110.1330.1507-R4
R8	CTV20001110.1330.1507-R5
R9	CTV20001110.1330.1507-R6
R6	CTV20001110.1330.1507-R7
R10	CTV20001110.1330.1507-R8
RM5	CTV20001110.1330.1507-R1-1
RM3	CTV20001110.1330.1507-R2-1
RM2	CTV20001110.1330.1507-R3-1
RM7	CTV20001110.1330.1507-R4-1
RM8	CTV20001110.1330.1507-R5-1
RM9	CTV20001110.1330.1507-R3-2
RM6	CTV20001110.1330.1507-R7-1
RM10	CTV20001110.1330.1507-R8-1
V1	CTV20001110.1330.1507-EV1
V2	CTV20001110.1330.1507-EV2
VM2	CTV20001110.1330.1507-EV1-1
VM1	CTV20001110.1330.1507-EV1-2
VM3	CTV20001110.1330.1507-EV1-3
VM4	CTV20001110.1330.1507-EV2-1
Q1	CTV20001110.1330.1507-T1
Q2	CTV20001110.1330.1507-T2
Q3	CTV20001110.1330.1507-T3
