CE11	CNR20001217.1700.0889-CE1
CE1	CNR20001217.1700.0889-CE2
CE2	CNR20001217.1700.0889-CE3
CE3	CNR20001217.1700.0889-CE4
CE4	CNR20001217.1700.0889-CE5
CE5	CNR20001217.1700.0889-CE6
CE8	CNR20001217.1700.0889-CE7
CE6	CNR20001217.1700.0889-CE8
CE9	CNR20001217.1700.0889-CE9
CE7	CNR20001217.1700.0889-CE10
CE10	CNR20001217.1700.0889-CE11
E13	CNR20001217.1700.0889-E1
E1	CNR20001217.1700.0889-E2
E2	CNR20001217.1700.0889-E3
E4	CNR20001217.1700.0889-E4
E5	CNR20001217.1700.0889-E5
E6	CNR20001217.1700.0889-E6
E7	CNR20001217.1700.0889-E7
E15	CNR20001217.1700.0889-E8
E8	CNR20001217.1700.0889-E9
E16	CNR20001217.1700.0889-E10
E10	CNR20001217.1700.0889-E11
E11	CNR20001217.1700.0889-E12
E12	CNR20001217.1700.0889-E13
EM1	CNR20001217.1700.0889-E2-1
EM16	CNR20001217.1700.0889-E3-2
EM17	CNR20001217.1700.0889-E1-3
EM2	CNR20001217.1700.0889-E3-4
EM7	CNR20001217.1700.0889-E8-5
EM3	CNR20001217.1700.0889-E4-6
EM4	CNR20001217.1700.0889-E5-7
EM5	CNR20001217.1700.0889-E6-8
EM6	CNR20001217.1700.0889-E5-9
EM9	CNR20001217.1700.0889-E7-10
EM10	CNR20001217.1700.0889-E3-11
EM12	CNR20001217.1700.0889-E9-12
EM8	CNR20001217.1700.0889-E10-13
EM13	CNR20001217.1700.0889-E11-14
EM14	CNR20001217.1700.0889-E8-15
EM15	CNR20001217.1700.0889-E12-16
EM11	CNR20001217.1700.0889-E13-17
R2	CNR20001217.1700.0889-R1
R1	CNR20001217.1700.0889-R2
R3	CNR20001217.1700.0889-R3
R4	CNR20001217.1700.0889-R4
R5	CNR20001217.1700.0889-R5
RM2	CNR20001217.1700.0889-R1-1
RM1	CNR20001217.1700.0889-R2-1
RM3	CNR20001217.1700.0889-R3-1
RM4	CNR20001217.1700.0889-R4-1
RM5	CNR20001217.1700.0889-R5-1
V1	CNR20001217.1700.0889-EV1
VM2	CNR20001217.1700.0889-EV1-1
VM1	CNR20001217.1700.0889-EV1-2
Q1	CNR20001217.1700.0889-T1
Q2	CNR20001217.1700.0889-T2
Q3	CNR20001217.1700.0889-T3
Q4	CNR20001217.1700.0889-T4
Q5	CNR20001217.1700.0889-T5
Q6	CNR20001217.1700.0889-T6
