CE12	CBS20001021.1000.0734-CE1
CE13	CBS20001021.1000.0734-CE2
CE7	CBS20001021.1000.0734-CE3
CE1	CBS20001021.1000.0734-CE4
CE2	CBS20001021.1000.0734-CE5
CE3	CBS20001021.1000.0734-CE6
CE4	CBS20001021.1000.0734-CE7
CE5	CBS20001021.1000.0734-CE8
CE6	CBS20001021.1000.0734-CE9
CE8	CBS20001021.1000.0734-CE10
CE10	CBS20001021.1000.0734-CE11
CE9	CBS20001021.1000.0734-CE12
CE11	CBS20001021.1000.0734-CE13
E13	CBS20001021.1000.0734-E1
E15	CBS20001021.1000.0734-E2
E17	CBS20001021.1000.0734-E3
E1	CBS20001021.1000.0734-E4
E2	CBS20001021.1000.0734-E5
E3	CBS20001021.1000.0734-E6
E4	CBS20001021.1000.0734-E7
E5	CBS20001021.1000.0734-E8
E6	CBS20001021.1000.0734-E9
E7	CBS20001021.1000.0734-E10
E8	CBS20001021.1000.0734-E11
E9	CBS20001021.1000.0734-E12
E10	CBS20001021.1000.0734-E13
EM1	CBS20001021.1000.0734-E4-1
EM19	CBS20001021.1000.0734-E1-2
EM20	CBS20001021.1000.0734-E2-3
EM21	CBS20001021.1000.0734-E2-4
EM22	CBS20001021.1000.0734-E1-5
EM23	CBS20001021.1000.0734-E5-6
EM24	CBS20001021.1000.0734-E6-7
EM25	CBS20001021.1000.0734-E8-8
EM7	CBS20001021.1000.0734-E3-9
EM2	CBS20001021.1000.0734-E5-10
EM3	CBS20001021.1000.0734-E6-11
EM4	CBS20001021.1000.0734-E7-12
EM5	CBS20001021.1000.0734-E8-13
EM6	CBS20001021.1000.0734-E9-14
EM8	CBS20001021.1000.0734-E4-15
EM9	CBS20001021.1000.0734-E10-16
EM10	CBS20001021.1000.0734-E9-17
EM11	CBS20001021.1000.0734-E11-18
EM12	CBS20001021.1000.0734-E12-19
EM13	CBS20001021.1000.0734-E13-20
EM14	CBS20001021.1000.0734-E13-21
EM15	CBS20001021.1000.0734-E5-22
EM16	CBS20001021.1000.0734-E7-23
EM17	CBS20001021.1000.0734-E8-24
EM18	CBS20001021.1000.0734-E6-25
R1	CBS20001021.1000.0734-R1
R2	CBS20001021.1000.0734-R2
R3	CBS20001021.1000.0734-R3
RM1	CBS20001021.1000.0734-R1-1
RM2	CBS20001021.1000.0734-R2-1
RM3	CBS20001021.1000.0734-R3-1
Q1	CBS20001021.1000.0734-T1
Q2	CBS20001021.1000.0734-T2
Q3	CBS20001021.1000.0734-T3
Q4	CBS20001021.1000.0734-T4
Q5	CBS20001021.1000.0734-T5
Q6	CBS20001021.1000.0734-T6
Q7	CBS20001021.1000.0734-T7
Q8	CBS20001021.1000.0734-V1
Q9	CBS20001021.1000.0734-T8
Q10	CBS20001021.1000.0734-V2
Q12	CBS20001021.1000.0734-T9
Q13	CBS20001021.1000.0734-T10
Q14	CBS20001021.1000.0734-T11
Q15	CBS20001021.1000.0734-T12
Q16	CBS20001021.1000.0734-V3
Q17	CBS20001021.1000.0734-T13
Q18	CBS20001021.1000.0734-T14
Q19	CBS20001021.1000.0734-V4
Q20	CBS20001021.1000.0734-V5
Q21	CBS20001021.1000.0734-T15
Q22	CBS20001021.1000.0734-V6
Q23	CBS20001021.1000.0734-T16
Q24	CBS20001021.1000.0734-T17
Q25	CBS20001021.1000.0734-T18
Q26	CBS20001021.1000.0734-V7
Q27	CBS20001021.1000.0734-V8
Q11	CBS20001021.1000.0734-T19
QM8	CBS20001021.1000.0734-V1-1
QM10	CBS20001021.1000.0734-V2-1
QM16	CBS20001021.1000.0734-V3-1
QM19	CBS20001021.1000.0734-V4-1
QM20	CBS20001021.1000.0734-V5-1
QM22	CBS20001021.1000.0734-V6-1
QM26	CBS20001021.1000.0734-V7-1
QM27	CBS20001021.1000.0734-V8-1
