CE6	CNR20001225.1700.0801-CE1
CE7	CNR20001225.1700.0801-CE2
CE8	CNR20001225.1700.0801-CE3
CE9	CNR20001225.1700.0801-CE4
CE11	CNR20001225.1700.0801-CE5
CE13	CNR20001225.1700.0801-CE6
CE10	CNR20001225.1700.0801-CE7
CE12	CNR20001225.1700.0801-CE8
CE14	CNR20001225.1700.0801-CE9
CE16	CNR20001225.1700.0801-CE10
CE17	CNR20001225.1700.0801-CE11
CE1	CNR20001225.1700.0801-CE12
CE2	CNR20001225.1700.0801-CE13
CE3	CNR20001225.1700.0801-CE14
CE15	CNR20001225.1700.0801-CE15
CE5	CNR20001225.1700.0801-CE16
CE4	CNR20001225.1700.0801-CE17
E13	CNR20001225.1700.0801-E1
E14	CNR20001225.1700.0801-E2
E15	CNR20001225.1700.0801-E3
E16	CNR20001225.1700.0801-E4
E17	CNR20001225.1700.0801-E5
E18	CNR20001225.1700.0801-E6
E19	CNR20001225.1700.0801-E7
E20	CNR20001225.1700.0801-E8
E21	CNR20001225.1700.0801-E9
E22	CNR20001225.1700.0801-E10
E23	CNR20001225.1700.0801-E11
E24	CNR20001225.1700.0801-E12
E25	CNR20001225.1700.0801-E13
E26	CNR20001225.1700.0801-E14
E27	CNR20001225.1700.0801-E15
E28	CNR20001225.1700.0801-E16
E29	CNR20001225.1700.0801-E17
E1	CNR20001225.1700.0801-E18
E2	CNR20001225.1700.0801-E19
E5	CNR20001225.1700.0801-E20
E6	CNR20001225.1700.0801-E21
E7	CNR20001225.1700.0801-E22
E8	CNR20001225.1700.0801-E23
E9	CNR20001225.1700.0801-E24
E10	CNR20001225.1700.0801-E25
E11	CNR20001225.1700.0801-E26
E12	CNR20001225.1700.0801-E27
EM1	CNR20001225.1700.0801-E18-1
EM10	CNR20001225.1700.0801-E2-2
EM12	CNR20001225.1700.0801-E19-3
EM15	CNR20001225.1700.0801-E3-4
EM16	CNR20001225.1700.0801-E4-5
EM17	CNR20001225.1700.0801-E27-6
EM18	CNR20001225.1700.0801-E5-7
EM19	CNR20001225.1700.0801-E6-8
EM20	CNR20001225.1700.0801-E7-9
EM21	CNR20001225.1700.0801-E19-10
EM22	CNR20001225.1700.0801-E3-11
EM23	CNR20001225.1700.0801-E3-12
EM24	CNR20001225.1700.0801-E8-13
EM32	CNR20001225.1700.0801-E8-14
EM33	CNR20001225.1700.0801-E8-15
EM30	CNR20001225.1700.0801-E9-16
EM31	CNR20001225.1700.0801-E19-17
EM28	CNR20001225.1700.0801-E10-18
EM29	CNR20001225.1700.0801-E11-19
EM25	CNR20001225.1700.0801-E12-20
EM26	CNR20001225.1700.0801-E13-21
EM27	CNR20001225.1700.0801-E14-22
EM34	CNR20001225.1700.0801-E22-23
EM35	CNR20001225.1700.0801-E19-24
EM36	CNR20001225.1700.0801-E22-25
EM37	CNR20001225.1700.0801-E19-26
EM38	CNR20001225.1700.0801-E19-27
EM39	CNR20001225.1700.0801-E15-28
EM40	CNR20001225.1700.0801-E21-29
EM41	CNR20001225.1700.0801-E16-30
EM42	CNR20001225.1700.0801-E17-31
EM43	CNR20001225.1700.0801-E21-32
EM2	CNR20001225.1700.0801-E19-33
EM3	CNR20001225.1700.0801-E20-34
EM4	CNR20001225.1700.0801-E19-35
EM5	CNR20001225.1700.0801-E22-36
EM6	CNR20001225.1700.0801-E23-37
EM8	CNR20001225.1700.0801-E24-38
EM11	CNR20001225.1700.0801-E25-39
EM13	CNR20001225.1700.0801-E26-40
EM14	CNR20001225.1700.0801-E22-41
EM7	CNR20001225.1700.0801-E27-42
EM9	CNR20001225.1700.0801-E1-43
R1	CNR20001225.1700.0801-R1
R4	CNR20001225.1700.0801-R2
R6	CNR20001225.1700.0801-R3
R8	CNR20001225.1700.0801-R4
R10	CNR20001225.1700.0801-R5
R12	CNR20001225.1700.0801-R6
R14	CNR20001225.1700.0801-R7
R16	CNR20001225.1700.0801-R8
R18	CNR20001225.1700.0801-R9
R19	CNR20001225.1700.0801-R10
R21	CNR20001225.1700.0801-R11
R23	CNR20001225.1700.0801-R12
RM1	CNR20001225.1700.0801-R1-1
RM4	CNR20001225.1700.0801-R2-1
RM6	CNR20001225.1700.0801-R3-1
RM8	CNR20001225.1700.0801-R4-1
RM11	CNR20001225.1700.0801-R5-1
RM12	CNR20001225.1700.0801-R6-1
RM15	CNR20001225.1700.0801-R7-1
RM17	CNR20001225.1700.0801-R8-1
RM18	CNR20001225.1700.0801-R9-1
RM19	CNR20001225.1700.0801-R10-1
RM22	CNR20001225.1700.0801-R11-1
RM24	CNR20001225.1700.0801-R12-1
Q1	CNR20001225.1700.0801-T1
Q2	CNR20001225.1700.0801-T2
Q3	CNR20001225.1700.0801-T3
Q4	CNR20001225.1700.0801-T4
