CE9	CTS20001118.1300.0757-CE1
CE8	CTS20001118.1300.0757-CE2
CE10	CTS20001118.1300.0757-CE3
CE11	CTS20001118.1300.0757-CE4
CE12	CTS20001118.1300.0757-CE5
CE13	CTS20001118.1300.0757-CE6
CE14	CTS20001118.1300.0757-CE7
CE1	CTS20001118.1300.0757-CE8
CE2	CTS20001118.1300.0757-CE9
CE3	CTS20001118.1300.0757-CE10
CE4	CTS20001118.1300.0757-CE11
CE5	CTS20001118.1300.0757-CE12
CE6	CTS20001118.1300.0757-CE13
CE7	CTS20001118.1300.0757-CE14
E9	CTS20001118.1300.0757-E1
E10	CTS20001118.1300.0757-E2
E11	CTS20001118.1300.0757-E3
E12	CTS20001118.1300.0757-E4
E13	CTS20001118.1300.0757-E5
E14	CTS20001118.1300.0757-E6
E15	CTS20001118.1300.0757-E7
E1	CTS20001118.1300.0757-E8
E2	CTS20001118.1300.0757-E9
E3	CTS20001118.1300.0757-E10
E4	CTS20001118.1300.0757-E11
E5	CTS20001118.1300.0757-E12
E6	CTS20001118.1300.0757-E13
E7	CTS20001118.1300.0757-E14
E8	CTS20001118.1300.0757-E15
EM1	CTS20001118.1300.0757-E8-1
EM23	CTS20001118.1300.0757-E11-2
EM24	CTS20001118.1300.0757-E11-3
EM25	CTS20001118.1300.0757-E8-4
EM26	CTS20001118.1300.0757-E1-5
EM27	CTS20001118.1300.0757-E2-6
EM28	CTS20001118.1300.0757-E10-7
EM29	CTS20001118.1300.0757-E11-8
EM30	CTS20001118.1300.0757-E8-9
EM31	CTS20001118.1300.0757-E11-10
EM32	CTS20001118.1300.0757-E11-11
EM33	CTS20001118.1300.0757-E3-12
EM34	CTS20001118.1300.0757-E4-13
EM35	CTS20001118.1300.0757-E5-14
EM36	CTS20001118.1300.0757-E8-15
EM37	CTS20001118.1300.0757-E5-16
EM38	CTS20001118.1300.0757-E13-17
EM39	CTS20001118.1300.0757-E10-18
EM40	CTS20001118.1300.0757-E8-19
EM41	CTS20001118.1300.0757-E13-20
EM42	CTS20001118.1300.0757-E6-21
EM43	CTS20001118.1300.0757-E8-22
EM44	CTS20001118.1300.0757-E7-23
EM3	CTS20001118.1300.0757-E8-24
EM2	CTS20001118.1300.0757-E9-25
EM20	CTS20001118.1300.0757-E13-26
EM4	CTS20001118.1300.0757-E10-27
EM5	CTS20001118.1300.0757-E11-28
EM6	CTS20001118.1300.0757-E8-29
EM7	CTS20001118.1300.0757-E8-30
EM8	CTS20001118.1300.0757-E10-31
EM9	CTS20001118.1300.0757-E12-32
EM10	CTS20001118.1300.0757-E8-33
EM11	CTS20001118.1300.0757-E13-34
EM12	CTS20001118.1300.0757-E14-35
EM13	CTS20001118.1300.0757-E8-36
EM14	CTS20001118.1300.0757-E10-37
EM15	CTS20001118.1300.0757-E11-38
EM16	CTS20001118.1300.0757-E8-39
EM17	CTS20001118.1300.0757-E8-40
EM18	CTS20001118.1300.0757-E8-41
EM19	CTS20001118.1300.0757-E15-42
EM21	CTS20001118.1300.0757-E8-43
EM22	CTS20001118.1300.0757-E10-44
R2	CTS20001118.1300.0757-R1
R6	CTS20001118.1300.0757-R2
R10	CTS20001118.1300.0757-R3
R1	CTS20001118.1300.0757-R4
R3	CTS20001118.1300.0757-R5
R4	CTS20001118.1300.0757-R6
R5	CTS20001118.1300.0757-R7
R7	CTS20001118.1300.0757-R8
R8	CTS20001118.1300.0757-R9
R9	CTS20001118.1300.0757-R10
R11	CTS20001118.1300.0757-R11
R12	CTS20001118.1300.0757-R12
RM2	CTS20001118.1300.0757-R1-1
RM6	CTS20001118.1300.0757-R1-2
RM10	CTS20001118.1300.0757-R3-1
RM1	CTS20001118.1300.0757-R4-1
RM3	CTS20001118.1300.0757-R4-2
RM4	CTS20001118.1300.0757-R6-1
RM5	CTS20001118.1300.0757-R4-3
RM7	CTS20001118.1300.0757-R4-4
RM8	CTS20001118.1300.0757-R4-5
RM9	CTS20001118.1300.0757-R10-1
RM11	CTS20001118.1300.0757-R6-2
RM12	CTS20001118.1300.0757-R12-1
V1	CTS20001118.1300.0757-EV1
V2	CTS20001118.1300.0757-EV2
V4	CTS20001118.1300.0757-EV3
V3	CTS20001118.1300.0757-EV4
V5	CTS20001118.1300.0757-EV5
VM1	CTS20001118.1300.0757-EV1-1
VM2	CTS20001118.1300.0757-EV1-2
VM3	CTS20001118.1300.0757-EV2-1
VM4	CTS20001118.1300.0757-EV1-3
VM5	CTS20001118.1300.0757-EV1-4
VM6	CTS20001118.1300.0757-EV1-5
VM8	CTS20001118.1300.0757-EV3-1
VM7	CTS20001118.1300.0757-EV4-1
VM9	CTS20001118.1300.0757-EV5-1
Q1	CTS20001118.1300.0757-T1
Q2	CTS20001118.1300.0757-T2
Q4	CTS20001118.1300.0757-T3
Q5	CTS20001118.1300.0757-T4
Q10	CTS20001118.1300.0757-T5
Q3	CTS20001118.1300.0757-V1
Q6	CTS20001118.1300.0757-V2
Q7	CTS20001118.1300.0757-V3
Q8	CTS20001118.1300.0757-V4
Q9	CTS20001118.1300.0757-V5
QM3	CTS20001118.1300.0757-V1-1
QM6	CTS20001118.1300.0757-V2-1
QM7	CTS20001118.1300.0757-V3-1
QM8	CTS20001118.1300.0757-V4-1
QM9	CTS20001118.1300.0757-V5-1
