CE11	CBS20001206.1000.1074-CE1
CE13	CBS20001206.1000.1074-CE2
CE14	CBS20001206.1000.1074-CE3
CE15	CBS20001206.1000.1074-CE4
CE17	CBS20001206.1000.1074-CE5
CE19	CBS20001206.1000.1074-CE6
CE18	CBS20001206.1000.1074-CE7
CE16	CBS20001206.1000.1074-CE8
CE1	CBS20001206.1000.1074-CE9
CE10	CBS20001206.1000.1074-CE10
CE2	CBS20001206.1000.1074-CE11
CE4	CBS20001206.1000.1074-CE12
CE3	CBS20001206.1000.1074-CE13
CE5	CBS20001206.1000.1074-CE14
CE6	CBS20001206.1000.1074-CE15
CE7	CBS20001206.1000.1074-CE16
CE8	CBS20001206.1000.1074-CE17
CE9	CBS20001206.1000.1074-CE18
CE12	CBS20001206.1000.1074-CE19
E11	CBS20001206.1000.1074-E1
E12	CBS20001206.1000.1074-E2
E13	CBS20001206.1000.1074-E3
E14	CBS20001206.1000.1074-E4
E16	CBS20001206.1000.1074-E5
E17	CBS20001206.1000.1074-E6
E18	CBS20001206.1000.1074-E7
E19	CBS20001206.1000.1074-E8
E21	CBS20001206.1000.1074-E9
E22	CBS20001206.1000.1074-E10
E24	CBS20001206.1000.1074-E11
E25	CBS20001206.1000.1074-E12
E26	CBS20001206.1000.1074-E13
E1	CBS20001206.1000.1074-E14
E2	CBS20001206.1000.1074-E15
E3	CBS20001206.1000.1074-E16
E4	CBS20001206.1000.1074-E17
E5	CBS20001206.1000.1074-E18
E6	CBS20001206.1000.1074-E19
E7	CBS20001206.1000.1074-E20
E8	CBS20001206.1000.1074-E21
E9	CBS20001206.1000.1074-E22
E10	CBS20001206.1000.1074-E23
EM17	CBS20001206.1000.1074-E23-1
EM18	CBS20001206.1000.1074-E1-2
EM19	CBS20001206.1000.1074-E2-3
EM20	CBS20001206.1000.1074-E3-4
EM21	CBS20001206.1000.1074-E4-5
EM22	CBS20001206.1000.1074-E19-6
EM25	CBS20001206.1000.1074-E19-7
EM26	CBS20001206.1000.1074-E5-8
EM29	CBS20001206.1000.1074-E5-9
EM27	CBS20001206.1000.1074-E6-10
EM30	CBS20001206.1000.1074-E4-11
EM32	CBS20001206.1000.1074-E22-12
EM33	CBS20001206.1000.1074-E7-13
EM13	CBS20001206.1000.1074-E22-14
EM31	CBS20001206.1000.1074-E8-15
EM23	CBS20001206.1000.1074-E9-16
EM24	CBS20001206.1000.1074-E10-17
EM28	CBS20001206.1000.1074-E11-18
EM34	CBS20001206.1000.1074-E12-19
EM15	CBS20001206.1000.1074-E13-20
EM1	CBS20001206.1000.1074-E14-21
EM6	CBS20001206.1000.1074-E14-22
EM2	CBS20001206.1000.1074-E15-23
EM3	CBS20001206.1000.1074-E16-24
EM4	CBS20001206.1000.1074-E17-25
EM5	CBS20001206.1000.1074-E18-26
EM7	CBS20001206.1000.1074-E19-27
EM8	CBS20001206.1000.1074-E19-28
EM10	CBS20001206.1000.1074-E14-29
EM11	CBS20001206.1000.1074-E14-30
EM35	CBS20001206.1000.1074-E14-31
EM9	CBS20001206.1000.1074-E20-32
EM12	CBS20001206.1000.1074-E21-33
EM14	CBS20001206.1000.1074-E16-34
EM16	CBS20001206.1000.1074-E1-35
R1	CBS20001206.1000.1074-R1
R2	CBS20001206.1000.1074-R2
R3	CBS20001206.1000.1074-R3
R4	CBS20001206.1000.1074-R4
RM2	CBS20001206.1000.1074-R1-1
RM1	CBS20001206.1000.1074-R2-1
RM3	CBS20001206.1000.1074-R3-1
RM4	CBS20001206.1000.1074-R4-1
V1	CBS20001206.1000.1074-EV1
V2	CBS20001206.1000.1074-EV2
V3	CBS20001206.1000.1074-EV3
V5	CBS20001206.1000.1074-EV4
V4	CBS20001206.1000.1074-EV5
VM1	CBS20001206.1000.1074-EV1-1
VM2	CBS20001206.1000.1074-EV2-1
VM3	CBS20001206.1000.1074-EV3-1
VM5	CBS20001206.1000.1074-EV4-1
VM4	CBS20001206.1000.1074-EV5-1
Q1	CBS20001206.1000.1074-T1
Q2	CBS20001206.1000.1074-T2
Q3	CBS20001206.1000.1074-T3
Q5	CBS20001206.1000.1074-T4
