CE11	CTS20001020.1800.0740-CE1
CE12	CTS20001020.1800.0740-CE2
CE13	CTS20001020.1800.0740-CE3
CE14	CTS20001020.1800.0740-CE4
CE15	CTS20001020.1800.0740-CE5
CE18	CTS20001020.1800.0740-CE6
CE19	CTS20001020.1800.0740-CE7
CE20	CTS20001020.1800.0740-CE8
CE23	CTS20001020.1800.0740-CE9
CE22	CTS20001020.1800.0740-CE10
CE24	CTS20001020.1800.0740-CE11
CE21	CTS20001020.1800.0740-CE12
CE17	CTS20001020.1800.0740-CE13
CE5	CTS20001020.1800.0740-CE14
CE1	CTS20001020.1800.0740-CE15
CE2	CTS20001020.1800.0740-CE16
CE4	CTS20001020.1800.0740-CE17
CE3	CTS20001020.1800.0740-CE18
CE16	CTS20001020.1800.0740-CE19
CE6	CTS20001020.1800.0740-CE20
CE8	CTS20001020.1800.0740-CE21
CE7	CTS20001020.1800.0740-CE22
CE9	CTS20001020.1800.0740-CE23
CE25	CTS20001020.1800.0740-CE24
CE26	CTS20001020.1800.0740-CE25
CE10	CTS20001020.1800.0740-CE26
E14	CTS20001020.1800.0740-E1
E15	CTS20001020.1800.0740-E2
E16	CTS20001020.1800.0740-E3
E17	CTS20001020.1800.0740-E4
E18	CTS20001020.1800.0740-E5
E21	CTS20001020.1800.0740-E6
E22	CTS20001020.1800.0740-E7
E23	CTS20001020.1800.0740-E8
E32	CTS20001020.1800.0740-E9
E24	CTS20001020.1800.0740-E10
E25	CTS20001020.1800.0740-E11
E33	CTS20001020.1800.0740-E12
E34	CTS20001020.1800.0740-E13
E35	CTS20001020.1800.0740-E14
E2	CTS20001020.1800.0740-E15
E3	CTS20001020.1800.0740-E16
E4	CTS20001020.1800.0740-E17
E30	CTS20001020.1800.0740-E18
E5	CTS20001020.1800.0740-E19
E6	CTS20001020.1800.0740-E20
E7	CTS20001020.1800.0740-E21
E8	CTS20001020.1800.0740-E22
E9	CTS20001020.1800.0740-E23
E10	CTS20001020.1800.0740-E24
E31	CTS20001020.1800.0740-E25
E29	CTS20001020.1800.0740-E26
E13	CTS20001020.1800.0740-E27
EM28	CTS20001020.1800.0740-E1-1
EM14	CTS20001020.1800.0740-E21-2
EM15	CTS20001020.1800.0740-E2-3
EM16	CTS20001020.1800.0740-E3-4
EM17	CTS20001020.1800.0740-E16-5
EM18	CTS20001020.1800.0740-E21-6
EM19	CTS20001020.1800.0740-E1-7
EM20	CTS20001020.1800.0740-E4-8
EM21	CTS20001020.1800.0740-E5-9
EM37	CTS20001020.1800.0740-E18-10
EM22	CTS20001020.1800.0740-E20-11
EM34	CTS20001020.1800.0740-E9-12
EM23	CTS20001020.1800.0740-E20-13
EM24	CTS20001020.1800.0740-E20-14
EM26	CTS20001020.1800.0740-E6-15
EM27	CTS20001020.1800.0740-E7-16
EM29	CTS20001020.1800.0740-E8-17
EM33	CTS20001020.1800.0740-E9-18
EM31	CTS20001020.1800.0740-E20-19
EM32	CTS20001020.1800.0740-E10-20
EM30	CTS20001020.1800.0740-E12-21
EM35	CTS20001020.1800.0740-E11-22
EM25	CTS20001020.1800.0740-E13-23
EM36	CTS20001020.1800.0740-E19-24
EM38	CTS20001020.1800.0740-E1-25
EM39	CTS20001020.1800.0740-E11-26
EM43	CTS20001020.1800.0740-E21-27
EM44	CTS20001020.1800.0740-E21-28
EM45	CTS20001020.1800.0740-E21-29
EM5	CTS20001020.1800.0740-E14-30
EM6	CTS20001020.1800.0740-E14-31
EM42	CTS20001020.1800.0740-E25-32
EM1	CTS20001020.1800.0740-E15-33
EM2	CTS20001020.1800.0740-E16-34
EM3	CTS20001020.1800.0740-E17-35
EM4	CTS20001020.1800.0740-E19-36
EM46	CTS20001020.1800.0740-E16-37
EM7	CTS20001020.1800.0740-E21-38
EM8	CTS20001020.1800.0740-E21-39
EM9	CTS20001020.1800.0740-E22-40
EM10	CTS20001020.1800.0740-E23-41
EM11	CTS20001020.1800.0740-E24-42
EM41	CTS20001020.1800.0740-E18-43
EM40	CTS20001020.1800.0740-E26-44
EM12	CTS20001020.1800.0740-E27-45
EM13	CTS20001020.1800.0740-E1-46
R11	CTS20001020.1800.0740-R1
R12	CTS20001020.1800.0740-R2
R4	CTS20001020.1800.0740-R3
R6	CTS20001020.1800.0740-R4
R7	CTS20001020.1800.0740-R5
R8	CTS20001020.1800.0740-R6
R9	CTS20001020.1800.0740-R7
R2	CTS20001020.1800.0740-R8
R3	CTS20001020.1800.0740-R9
R5	CTS20001020.1800.0740-R10
RM11	CTS20001020.1800.0740-R1-1
RM12	CTS20001020.1800.0740-R2-1
RM4	CTS20001020.1800.0740-R3-1
RM6	CTS20001020.1800.0740-R4-1
RM7	CTS20001020.1800.0740-R5-1
RM8	CTS20001020.1800.0740-R6-1
RM9	CTS20001020.1800.0740-R7-1
RM2	CTS20001020.1800.0740-R8-1
RM3	CTS20001020.1800.0740-R9-1
RM5	CTS20001020.1800.0740-R10-1
V3	CTS20001020.1800.0740-EV1
V1	CTS20001020.1800.0740-EV2
V2	CTS20001020.1800.0740-EV3
VM3	CTS20001020.1800.0740-EV1-1
VM1	CTS20001020.1800.0740-EV2-1
VM2	CTS20001020.1800.0740-EV3-1
Q1	CTS20001020.1800.0740-T1
Q4	CTS20001020.1800.0740-T2
Q2	CTS20001020.1800.0740-T3
Q3	CTS20001020.1800.0740-T4
Q5	CTS20001020.1800.0740-T5
