CE12	CTS20001108.1300.0504-CE1
CE14	CTS20001108.1300.0504-CE2
CE15	CTS20001108.1300.0504-CE3
CE16	CTS20001108.1300.0504-CE4
CE6	CTS20001108.1300.0504-CE5
CE8	CTS20001108.1300.0504-CE6
CE11	CTS20001108.1300.0504-CE7
CE7	CTS20001108.1300.0504-CE8
CE1	CTS20001108.1300.0504-CE9
CE2	CTS20001108.1300.0504-CE10
CE3	CTS20001108.1300.0504-CE11
CE5	CTS20001108.1300.0504-CE12
CE9	CTS20001108.1300.0504-CE13
CE4	CTS20001108.1300.0504-CE14
CE13	CTS20001108.1300.0504-CE15
CE10	CTS20001108.1300.0504-CE16
E11	CTS20001108.1300.0504-E1
E12	CTS20001108.1300.0504-E2
E13	CTS20001108.1300.0504-E3
E14	CTS20001108.1300.0504-E4
E15	CTS20001108.1300.0504-E5
E16	CTS20001108.1300.0504-E6
E17	CTS20001108.1300.0504-E7
E18	CTS20001108.1300.0504-E8
E1	CTS20001108.1300.0504-E9
E2	CTS20001108.1300.0504-E10
E3	CTS20001108.1300.0504-E11
E4	CTS20001108.1300.0504-E12
E5	CTS20001108.1300.0504-E13
E6	CTS20001108.1300.0504-E14
E19	CTS20001108.1300.0504-E15
E9	CTS20001108.1300.0504-E16
E10	CTS20001108.1300.0504-E17
EM26	CTS20001108.1300.0504-E1-1
EM28	CTS20001108.1300.0504-E12-2
EM29	CTS20001108.1300.0504-E12-3
EM30	CTS20001108.1300.0504-E2-4
EM31	CTS20001108.1300.0504-E3-5
EM32	CTS20001108.1300.0504-E4-6
EM6	CTS20001108.1300.0504-E5-7
EM9	CTS20001108.1300.0504-E6-8
EM19	CTS20001108.1300.0504-E5-9
EM24	CTS20001108.1300.0504-E6-10
EM25	CTS20001108.1300.0504-E7-11
EM33	CTS20001108.1300.0504-E6-12
EM34	CTS20001108.1300.0504-E7-13
EM8	CTS20001108.1300.0504-E8-14
EM23	CTS20001108.1300.0504-E8-15
EM1	CTS20001108.1300.0504-E9-16
EM2	CTS20001108.1300.0504-E10-17
EM3	CTS20001108.1300.0504-E11-18
EM5	CTS20001108.1300.0504-E12-19
EM7	CTS20001108.1300.0504-E12-20
EM27	CTS20001108.1300.0504-E15-21
EM10	CTS20001108.1300.0504-E13-22
EM4	CTS20001108.1300.0504-E14-23
EM11	CTS20001108.1300.0504-E9-24
EM14	CTS20001108.1300.0504-E9-25
EM12	CTS20001108.1300.0504-E16-26
EM13	CTS20001108.1300.0504-E14-27
EM16	CTS20001108.1300.0504-E10-28
EM17	CTS20001108.1300.0504-E11-29
EM15	CTS20001108.1300.0504-E9-30
EM18	CTS20001108.1300.0504-E14-31
EM20	CTS20001108.1300.0504-E12-32
EM21	CTS20001108.1300.0504-E17-33
EM22	CTS20001108.1300.0504-E9-34
R2	CTS20001108.1300.0504-R1
R3	CTS20001108.1300.0504-R2
R1	CTS20001108.1300.0504-R3
R5	CTS20001108.1300.0504-R4
R6	CTS20001108.1300.0504-R5
R7	CTS20001108.1300.0504-R6
R11	CTS20001108.1300.0504-R7
R4	CTS20001108.1300.0504-R8
R9	CTS20001108.1300.0504-R9
R10	CTS20001108.1300.0504-R10
RM1	CTS20001108.1300.0504-R1-1
RM2	CTS20001108.1300.0504-R2-1
RM4	CTS20001108.1300.0504-R4-1
RM5	CTS20001108.1300.0504-R1-2
RM6	CTS20001108.1300.0504-R2-2
RM10	CTS20001108.1300.0504-R7-1
RM3	CTS20001108.1300.0504-R8-1
RM8	CTS20001108.1300.0504-R8-2
RM9	CTS20001108.1300.0504-R10-1
V1	CTS20001108.1300.0504-EV1
V2	CTS20001108.1300.0504-EV2
VM1	CTS20001108.1300.0504-EV1-1
VM2	CTS20001108.1300.0504-EV1-2
VM3	CTS20001108.1300.0504-EV2-1
Q2	CTS20001108.1300.0504-T1
Q3	CTS20001108.1300.0504-T2
Q4	CTS20001108.1300.0504-T3
Q5	CTS20001108.1300.0504-T4
Q1	CTS20001108.1300.0504-T5
Q6	CTS20001108.1300.0504-T6
