CE13	CNR20001208.1700.1129-CE1
CE14	CNR20001208.1700.1129-CE2
CE15	CNR20001208.1700.1129-CE3
CE1	CNR20001208.1700.1129-CE4
CE3	CNR20001208.1700.1129-CE5
CE2	CNR20001208.1700.1129-CE6
CE4	CNR20001208.1700.1129-CE7
CE6	CNR20001208.1700.1129-CE8
CE5	CNR20001208.1700.1129-CE9
CE7	CNR20001208.1700.1129-CE10
CE9	CNR20001208.1700.1129-CE11
CE10	CNR20001208.1700.1129-CE12
CE11	CNR20001208.1700.1129-CE13
CE8	CNR20001208.1700.1129-CE14
CE12	CNR20001208.1700.1129-CE15
E14	CNR20001208.1700.1129-E1
E15	CNR20001208.1700.1129-E2
E16	CNR20001208.1700.1129-E3
E17	CNR20001208.1700.1129-E4
E1	CNR20001208.1700.1129-E5
E2	CNR20001208.1700.1129-E6
E3	CNR20001208.1700.1129-E7
E4	CNR20001208.1700.1129-E8
E5	CNR20001208.1700.1129-E9
E6	CNR20001208.1700.1129-E10
E7	CNR20001208.1700.1129-E11
E8	CNR20001208.1700.1129-E12
E9	CNR20001208.1700.1129-E13
E10	CNR20001208.1700.1129-E14
E11	CNR20001208.1700.1129-E15
E12	CNR20001208.1700.1129-E16
E13	CNR20001208.1700.1129-E17
EM1	CNR20001208.1700.1129-E5-1
EM17	CNR20001208.1700.1129-E1-2
EM19	CNR20001208.1700.1129-E17-3
EM18	CNR20001208.1700.1129-E10-4
EM20	CNR20001208.1700.1129-E2-5
EM21	CNR20001208.1700.1129-E17-6
EM22	CNR20001208.1700.1129-E17-7
EM23	CNR20001208.1700.1129-E3-8
EM24	CNR20001208.1700.1129-E4-9
EM25	CNR20001208.1700.1129-E17-10
EM26	CNR20001208.1700.1129-E2-11
EM3	CNR20001208.1700.1129-E6-12
EM2	CNR20001208.1700.1129-E7-13
EM4	CNR20001208.1700.1129-E8-14
EM5	CNR20001208.1700.1129-E10-15
EM6	CNR20001208.1700.1129-E11-16
EM7	CNR20001208.1700.1129-E9-17
EM8	CNR20001208.1700.1129-E12-18
EM9	CNR20001208.1700.1129-E13-19
EM10	CNR20001208.1700.1129-E14-20
EM12	CNR20001208.1700.1129-E15-21
EM13	CNR20001208.1700.1129-E9-22
EM11	CNR20001208.1700.1129-E16-23
EM14	CNR20001208.1700.1129-E10-24
EM15	CNR20001208.1700.1129-E7-25
EM16	CNR20001208.1700.1129-E17-26
R4	CNR20001208.1700.1129-R1
R5	CNR20001208.1700.1129-R2
R8	CNR20001208.1700.1129-R3
R6	CNR20001208.1700.1129-R4
R7	CNR20001208.1700.1129-R5
R9	CNR20001208.1700.1129-R6
R1	CNR20001208.1700.1129-R7
R2	CNR20001208.1700.1129-R8
R3	CNR20001208.1700.1129-R9
R10	CNR20001208.1700.1129-R10
RM4	CNR20001208.1700.1129-R1-1
RM5	CNR20001208.1700.1129-R2-1
RM8	CNR20001208.1700.1129-R3-1
RM6	CNR20001208.1700.1129-R4-1
RM7	CNR20001208.1700.1129-R5-1
RM9	CNR20001208.1700.1129-R6-1
RM1	CNR20001208.1700.1129-R7-1
RM2	CNR20001208.1700.1129-R8-1
RM3	CNR20001208.1700.1129-R9-1
RM10	CNR20001208.1700.1129-R10-1
V1	CNR20001208.1700.1129-EV1
VM1	CNR20001208.1700.1129-EV1-1
VM2	CNR20001208.1700.1129-EV1-2
VM3	CNR20001208.1700.1129-EV1-3
Q1	CNR20001208.1700.1129-T1
Q2	CNR20001208.1700.1129-T2
