CE10	CNR20001108.1700.0508-CE1
CE11	CNR20001108.1700.0508-CE2
CE12	CNR20001108.1700.0508-CE3
CE13	CNR20001108.1700.0508-CE4
CE14	CNR20001108.1700.0508-CE5
CE15	CNR20001108.1700.0508-CE6
CE16	CNR20001108.1700.0508-CE7
CE17	CNR20001108.1700.0508-CE8
CE19	CNR20001108.1700.0508-CE9
CE20	CNR20001108.1700.0508-CE10
CE18	CNR20001108.1700.0508-CE11
CE21	CNR20001108.1700.0508-CE12
CE22	CNR20001108.1700.0508-CE13
CE23	CNR20001108.1700.0508-CE14
CE24	CNR20001108.1700.0508-CE15
CE26	CNR20001108.1700.0508-CE16
CE28	CNR20001108.1700.0508-CE17
CE1	CNR20001108.1700.0508-CE18
CE27	CNR20001108.1700.0508-CE19
CE2	CNR20001108.1700.0508-CE20
CE3	CNR20001108.1700.0508-CE21
CE4	CNR20001108.1700.0508-CE22
CE5	CNR20001108.1700.0508-CE23
CE6	CNR20001108.1700.0508-CE24
CE7	CNR20001108.1700.0508-CE25
CE8	CNR20001108.1700.0508-CE26
CE9	CNR20001108.1700.0508-CE27
E13	CNR20001108.1700.0508-E1
E14	CNR20001108.1700.0508-E2
E15	CNR20001108.1700.0508-E3
E16	CNR20001108.1700.0508-E4
E17	CNR20001108.1700.0508-E5
E18	CNR20001108.1700.0508-E6
E19	CNR20001108.1700.0508-E7
E20	CNR20001108.1700.0508-E8
E21	CNR20001108.1700.0508-E9
E22	CNR20001108.1700.0508-E10
E23	CNR20001108.1700.0508-E11
E24	CNR20001108.1700.0508-E12
E26	CNR20001108.1700.0508-E13
E27	CNR20001108.1700.0508-E14
E28	CNR20001108.1700.0508-E15
E30	CNR20001108.1700.0508-E16
E31	CNR20001108.1700.0508-E17
E32	CNR20001108.1700.0508-E18
E1	CNR20001108.1700.0508-E19
E33	CNR20001108.1700.0508-E20
E2	CNR20001108.1700.0508-E21
E3	CNR20001108.1700.0508-E22
E4	CNR20001108.1700.0508-E23
E5	CNR20001108.1700.0508-E24
E6	CNR20001108.1700.0508-E25
E7	CNR20001108.1700.0508-E26
E8	CNR20001108.1700.0508-E27
E9	CNR20001108.1700.0508-E28
