CE13	CTV20001207.1330.1143-CE1
CE15	CTV20001207.1330.1143-CE2
CE14	CTV20001207.1330.1143-CE3
CE16	CTV20001207.1330.1143-CE4
CE17	CTV20001207.1330.1143-CE5
CE19	CTV20001207.1330.1143-CE6
CE18	CTV20001207.1330.1143-CE7
CE20	CTV20001207.1330.1143-CE8
CE21	CTV20001207.1330.1143-CE9
CE22	CTV20001207.1330.1143-CE10
CE23	CTV20001207.1330.1143-CE11
CE24	CTV20001207.1330.1143-CE12
CE25	CTV20001207.1330.1143-CE13
CE7	CTV20001207.1330.1143-CE14
CE1	CTV20001207.1330.1143-CE15
CE3	CTV20001207.1330.1143-CE16
CE2	CTV20001207.1330.1143-CE17
CE4	CTV20001207.1330.1143-CE18
CE5	CTV20001207.1330.1143-CE19
CE6	CTV20001207.1330.1143-CE20
CE8	CTV20001207.1330.1143-CE21
CE9	CTV20001207.1330.1143-CE22
CE10	CTV20001207.1330.1143-CE23
CE11	CTV20001207.1330.1143-CE24
CE12	CTV20001207.1330.1143-CE25
E12	CTV20001207.1330.1143-E1
E13	CTV20001207.1330.1143-E2
E14	CTV20001207.1330.1143-E3
E15	CTV20001207.1330.1143-E4
E16	CTV20001207.1330.1143-E5
E17	CTV20001207.1330.1143-E6
E18	CTV20001207.1330.1143-E7
E19	CTV20001207.1330.1143-E8
E20	CTV20001207.1330.1143-E9
E22	CTV20001207.1330.1143-E10
E24	CTV20001207.1330.1143-E11
E27	CTV20001207.1330.1143-E12
E28	CTV20001207.1330.1143-E13
E29	CTV20001207.1330.1143-E14
E1	CTV20001207.1330.1143-E15
E31	CTV20001207.1330.1143-E16
E30	CTV20001207.1330.1143-E17
E2	CTV20001207.1330.1143-E18
E3	CTV20001207.1330.1143-E19
E4	CTV20001207.1330.1143-E20
E5	CTV20001207.1330.1143-E21
E6	CTV20001207.1330.1143-E22
E7	CTV20001207.1330.1143-E23
E8	CTV20001207.1330.1143-E24
E9	CTV20001207.1330.1143-E25
E10	CTV20001207.1330.1143-E26
E11	CTV20001207.1330.1143-E27
EM1	CTV20001207.1330.1143-E15-1
EM18	CTV20001207.1330.1143-E24-2
EM19	CTV20001207.1330.1143-E22-3
EM20	CTV20001207.1330.1143-E1-4
EM21	CTV20001207.1330.1143-E18-5
EM22	CTV20001207.1330.1143-E2-6
EM25	CTV20001207.1330.1143-E2-7
EM23	CTV20001207.1330.1143-E3-8
EM24	CTV20001207.1330.1143-E4-9
EM26	CTV20001207.1330.1143-E20-10
EM27	CTV20001207.1330.1143-E5-11
EM28	CTV20001207.1330.1143-E6-12
EM29	CTV20001207.1330.1143-E18-13
EM30	CTV20001207.1330.1143-E7-14
EM31	CTV20001207.1330.1143-E8-15
EM32	CTV20001207.1330.1143-E9-16
EM36	CTV20001207.1330.1143-E9-17
EM33	CTV20001207.1330.1143-E10-18
EM34	CTV20001207.1330.1143-E18-19
EM35	CTV20001207.1330.1143-E22-20
EM37	CTV20001207.1330.1143-E20-21
EM38	CTV20001207.1330.1143-E16-22
EM39	CTV20001207.1330.1143-E18-23
EM40	CTV20001207.1330.1143-E11-24
EM42	CTV20001207.1330.1143-E15-25
EM41	CTV20001207.1330.1143-E18-26
EM43	CTV20001207.1330.1143-E21-27
EM44	CTV20001207.1330.1143-E23-28
EM45	CTV20001207.1330.1143-E22-29
EM47	CTV20001207.1330.1143-E20-30
EM48	CTV20001207.1330.1143-E11-31
EM49	CTV20001207.1330.1143-E18-32
EM50	CTV20001207.1330.1143-E15-33
EM52	CTV20001207.1330.1143-E12-34
EM53	CTV20001207.1330.1143-E11-35
EM54	CTV20001207.1330.1143-E13-36
EM56	CTV20001207.1330.1143-E15-37
EM55	CTV20001207.1330.1143-E14-38
EM57	CTV20001207.1330.1143-E18-39
EM9	CTV20001207.1330.1143-E17-40
EM58	CTV20001207.1330.1143-E18-41
EM3	CTV20001207.1330.1143-E18-42
EM4	CTV20001207.1330.1143-E15-43
EM2	CTV20001207.1330.1143-E19-44
EM5	CTV20001207.1330.1143-E20-45
EM51	CTV20001207.1330.1143-E11-46
EM6	CTV20001207.1330.1143-E21-47
EM7	CTV20001207.1330.1143-E22-48
EM8	CTV20001207.1330.1143-E20-49
EM46	CTV20001207.1330.1143-E20-50
EM10	CTV20001207.1330.1143-E21-51
EM11	CTV20001207.1330.1143-E23-52
EM12	CTV20001207.1330.1143-E22-53
EM13	CTV20001207.1330.1143-E24-54
EM14	CTV20001207.1330.1143-E20-55
EM15	CTV20001207.1330.1143-E25-56
EM16	CTV20001207.1330.1143-E26-57
EM17	CTV20001207.1330.1143-E27-58
R13	CTV20001207.1330.1143-R1
R14	CTV20001207.1330.1143-R2
R15	CTV20001207.1330.1143-R3
R16	CTV20001207.1330.1143-R4
R1	CTV20001207.1330.1143-R5
R2	CTV20001207.1330.1143-R6
R17	CTV20001207.1330.1143-R7
R3	CTV20001207.1330.1143-R8
R6	CTV20001207.1330.1143-R9
R7	CTV20001207.1330.1143-R10
R4	CTV20001207.1330.1143-R11
R8	CTV20001207.1330.1143-R12
R5	CTV20001207.1330.1143-R13
R18	CTV20001207.1330.1143-R14
R19	CTV20001207.1330.1143-R15
R9	CTV20001207.1330.1143-R16
R10	CTV20001207.1330.1143-R17
R11	CTV20001207.1330.1143-R18
R12	CTV20001207.1330.1143-R19
RM13	CTV20001207.1330.1143-R2-1
RM15	CTV20001207.1330.1143-R3-1
RM16	CTV20001207.1330.1143-R4-1
RM1	CTV20001207.1330.1143-R5-1
RM2	CTV20001207.1330.1143-R6-1
RM17	CTV20001207.1330.1143-R7-1
RM3	CTV20001207.1330.1143-R8-1
RM6	CTV20001207.1330.1143-R9-1
RM7	CTV20001207.1330.1143-R10-1
RM4	CTV20001207.1330.1143-R11-1
RM8	CTV20001207.1330.1143-R12-1
RM18	CTV20001207.1330.1143-R14-1
RM5	CTV20001207.1330.1143-R13-1
RM19	CTV20001207.1330.1143-R14-2
RM9	CTV20001207.1330.1143-R16-1
RM10	CTV20001207.1330.1143-R17-1
RM11	CTV20001207.1330.1143-R18-1
RM12	CTV20001207.1330.1143-R19-1
RM14	CTV20001207.1330.1143-R1-1
V1	CTV20001207.1330.1143-EV1
V2	CTV20001207.1330.1143-EV2
V3	CTV20001207.1330.1143-EV3
VM1	CTV20001207.1330.1143-EV1-1
VM2	CTV20001207.1330.1143-EV2-1
VM3	CTV20001207.1330.1143-EV3-1
Q1	CTV20001207.1330.1143-T1
Q2	CTV20001207.1330.1143-T2
Q3	CTV20001207.1330.1143-T3
Q4	CTV20001207.1330.1143-T4
