CE13	CTV20001106.1330.0134-CE1
CE12	CTV20001106.1330.0134-CE2
CE14	CTV20001106.1330.0134-CE3
CE18	CTV20001106.1330.0134-CE4
CE19	CTV20001106.1330.0134-CE5
CE17	CTV20001106.1330.0134-CE6
CE16	CTV20001106.1330.0134-CE7
CE20	CTV20001106.1330.0134-CE8
CE22	CTV20001106.1330.0134-CE9
CE21	CTV20001106.1330.0134-CE10
CE23	CTV20001106.1330.0134-CE11
CE24	CTV20001106.1330.0134-CE12
CE25	CTV20001106.1330.0134-CE13
CE26	CTV20001106.1330.0134-CE14
CE28	CTV20001106.1330.0134-CE15
CE29	CTV20001106.1330.0134-CE16
CE30	CTV20001106.1330.0134-CE17
CE7	CTV20001106.1330.0134-CE18
CE32	CTV20001106.1330.0134-CE19
CE33	CTV20001106.1330.0134-CE20
CE35	CTV20001106.1330.0134-CE21
CE34	CTV20001106.1330.0134-CE22
CE37	CTV20001106.1330.0134-CE23
CE36	CTV20001106.1330.0134-CE24
CE38	CTV20001106.1330.0134-CE25
CE40	CTV20001106.1330.0134-CE26
CE39	CTV20001106.1330.0134-CE27
CE42	CTV20001106.1330.0134-CE28
CE41	CTV20001106.1330.0134-CE29
CE43	CTV20001106.1330.0134-CE30
CE1	CTV20001106.1330.0134-CE31
CE44	CTV20001106.1330.0134-CE32
CE8	CTV20001106.1330.0134-CE33
CE15	CTV20001106.1330.0134-CE34
CE27	CTV20001106.1330.0134-CE35
CE31	CTV20001106.1330.0134-CE36
CE2	CTV20001106.1330.0134-CE37
CE3	CTV20001106.1330.0134-CE38
CE4	CTV20001106.1330.0134-CE39
CE5	CTV20001106.1330.0134-CE40
CE6	CTV20001106.1330.0134-CE41
CE9	CTV20001106.1330.0134-CE42
CE10	CTV20001106.1330.0134-CE43
CE11	CTV20001106.1330.0134-CE44
E12	CTV20001106.1330.0134-E1
E13	CTV20001106.1330.0134-E2
E14	CTV20001106.1330.0134-E3
E15	CTV20001106.1330.0134-E4
E16	CTV20001106.1330.0134-E5
E17	CTV20001106.1330.0134-E6
E18	CTV20001106.1330.0134-E7
E19	CTV20001106.1330.0134-E8
E20	CTV20001106.1330.0134-E9
E21	CTV20001106.1330.0134-E10
E22	CTV20001106.1330.0134-E11
E23	CTV20001106.1330.0134-E12
E46	CTV20001106.1330.0134-E13
E24	CTV20001106.1330.0134-E14
E25	CTV20001106.1330.0134-E15
E27	CTV20001106.1330.0134-E16
E28	CTV20001106.1330.0134-E17
E29	CTV20001106.1330.0134-E18
E30	CTV20001106.1330.0134-E19
E32	CTV20001106.1330.0134-E20
E1	CTV20001106.1330.0134-E21
E34	CTV20001106.1330.0134-E22
E35	CTV20001106.1330.0134-E23
E36	CTV20001106.1330.0134-E24
E37	CTV20001106.1330.0134-E25
E38	CTV20001106.1330.0134-E26
E39	CTV20001106.1330.0134-E27
E40	CTV20001106.1330.0134-E28
E41	CTV20001106.1330.0134-E29
E42	CTV20001106.1330.0134-E30
E43	CTV20001106.1330.0134-E31
E44	CTV20001106.1330.0134-E32
E45	CTV20001106.1330.0134-E33
E47	CTV20001106.1330.0134-E34
E50	CTV20001106.1330.0134-E35
E52	CTV20001106.1330.0134-E36
E54	CTV20001106.1330.0134-E37
E2	CTV20001106.1330.0134-E38
