CE9	CTV20001201.1330.1555-CE1
CE6	CTV20001201.1330.1555-CE2
CE1	CTV20001201.1330.1555-CE3
CE2	CTV20001201.1330.1555-CE4
CE3	CTV20001201.1330.1555-CE5
CE4	CTV20001201.1330.1555-CE6
CE7	CTV20001201.1330.1555-CE7
CE8	CTV20001201.1330.1555-CE8
CE10	CTV20001201.1330.1555-CE9
E14	CTV20001201.1330.1555-E1
E16	CTV20001201.1330.1555-E2
E20	CTV20001201.1330.1555-E3
E1	CTV20001201.1330.1555-E4
E2	CTV20001201.1330.1555-E5
E3	CTV20001201.1330.1555-E6
E5	CTV20001201.1330.1555-E7
E6	CTV20001201.1330.1555-E8
E10	CTV20001201.1330.1555-E9
E11	CTV20001201.1330.1555-E10
E12	CTV20001201.1330.1555-E11
E13	CTV20001201.1330.1555-E12
EM1	CTV20001201.1330.1555-E4-1
EM12	CTV20001201.1330.1555-E2-2
EM20	CTV20001201.1330.1555-E12-3
EM21	CTV20001201.1330.1555-E1-4
EM9	CTV20001201.1330.1555-E3-5
EM2	CTV20001201.1330.1555-E5-6
EM3	CTV20001201.1330.1555-E6-7
EM4	CTV20001201.1330.1555-E4-8
EM5	CTV20001201.1330.1555-E7-9
EM6	CTV20001201.1330.1555-E4-10
EM7	CTV20001201.1330.1555-E4-11
EM8	CTV20001201.1330.1555-E8-12
EM10	CTV20001201.1330.1555-E4-13
EM11	CTV20001201.1330.1555-E8-14
EM14	CTV20001201.1330.1555-E4-15
EM15	CTV20001201.1330.1555-E9-16
EM16	CTV20001201.1330.1555-E4-17
EM17	CTV20001201.1330.1555-E10-18
EM18	CTV20001201.1330.1555-E11-19
R1	CTV20001201.1330.1555-R1
R2	CTV20001201.1330.1555-R2
RM1	CTV20001201.1330.1555-R1-1
RM2	CTV20001201.1330.1555-R2-1
Q1	CTV20001201.1330.1555-T1
Q2	CTV20001201.1330.1555-T2
Q3	CTV20001201.1330.1555-T3
Q5	CTV20001201.1330.1555-T4
Q6	CTV20001201.1330.1555-T5
Q8	CTV20001201.1330.1555-T6
Q9	CTV20001201.1330.1555-T7
Q4	CTV20001201.1330.1555-T8
Q7	CTV20001201.1330.1555-T9
