CE12	CTV20001022.1430.0459-CE1
CE16	CTV20001022.1430.0459-CE2
CE13	CTV20001022.1430.0459-CE3
CE14	CTV20001022.1430.0459-CE4
CE30	CTV20001022.1430.0459-CE5
CE15	CTV20001022.1430.0459-CE6
CE17	CTV20001022.1430.0459-CE7
CE18	CTV20001022.1430.0459-CE8
CE19	CTV20001022.1430.0459-CE9
CE20	CTV20001022.1430.0459-CE10
CE21	CTV20001022.1430.0459-CE11
CE22	CTV20001022.1430.0459-CE12
CE23	CTV20001022.1430.0459-CE13
CE24	CTV20001022.1430.0459-CE14
CE25	CTV20001022.1430.0459-CE15
CE26	CTV20001022.1430.0459-CE16
CE27	CTV20001022.1430.0459-CE17
CE28	CTV20001022.1430.0459-CE18
CE29	CTV20001022.1430.0459-CE19
CE31	CTV20001022.1430.0459-CE20
CE1	CTV20001022.1430.0459-CE21
CE32	CTV20001022.1430.0459-CE22
CE33	CTV20001022.1430.0459-CE23
CE2	CTV20001022.1430.0459-CE24
CE5	CTV20001022.1430.0459-CE25
CE7	CTV20001022.1430.0459-CE26
CE6	CTV20001022.1430.0459-CE27
CE8	CTV20001022.1430.0459-CE28
CE4	CTV20001022.1430.0459-CE29
CE9	CTV20001022.1430.0459-CE30
CE10	CTV20001022.1430.0459-CE31
CE11	CTV20001022.1430.0459-CE32
E39	CTV20001022.1430.0459-E1
E13	CTV20001022.1430.0459-E2
E40	CTV20001022.1430.0459-E3
E15	CTV20001022.1430.0459-E4
E16	CTV20001022.1430.0459-E5
E17	CTV20001022.1430.0459-E6
E18	CTV20001022.1430.0459-E7
E19	CTV20001022.1430.0459-E8
E20	CTV20001022.1430.0459-E9
E21	CTV20001022.1430.0459-E10
E22	CTV20001022.1430.0459-E11
E23	CTV20001022.1430.0459-E12
E24	CTV20001022.1430.0459-E13
E25	CTV20001022.1430.0459-E14
E1	CTV20001022.1430.0459-E15
E27	CTV20001022.1430.0459-E16
E28	CTV20001022.1430.0459-E17
E29	CTV20001022.1430.0459-E18
E30	CTV20001022.1430.0459-E19
E31	CTV20001022.1430.0459-E20
E32	CTV20001022.1430.0459-E21
E34	CTV20001022.1430.0459-E22
E36	CTV20001022.1430.0459-E23
E41	CTV20001022.1430.0459-E24
E2	CTV20001022.1430.0459-E25
E37	CTV20001022.1430.0459-E26
E5	CTV20001022.1430.0459-E27
E6	CTV20001022.1430.0459-E28
E7	CTV20001022.1430.0459-E29
E38	CTV20001022.1430.0459-E30
E8	CTV20001022.1430.0459-E31
E9	CTV20001022.1430.0459-E32
E10	CTV20001022.1430.0459-E33
EM1	CTV20001022.1430.0459-E15-1
EM17	CTV20001022.1430.0459-E15-2
EM21	CTV20001022.1430.0459-E28-3
EM22	CTV20001022.1430.0459-E28-4
EM23	CTV20001022.1430.0459-E2-5
EM73	CTV20001022.1430.0459-E3-6
EM24	CTV20001022.1430.0459-E4-7
EM25	CTV20001022.1430.0459-E5-8
EM26	CTV20001022.1430.0459-E28-9
EM27	CTV20001022.1430.0459-E15-10
EM28	CTV20001022.1430.0459-E28-11
EM29	CTV20001022.1430.0459-E15-12
EM30	CTV20001022.1430.0459-E25-13
EM31	CTV20001022.1430.0459-E15-14
EM33	CTV20001022.1430.0459-E6-15
EM32	CTV20001022.1430.0459-E31-16
EM34	CTV20001022.1430.0459-E7-17
EM35	CTV20001022.1430.0459-E4-18
EM36	CTV20001022.1430.0459-E15-19
EM37	CTV20001022.1430.0459-E31-20
EM39	CTV20001022.1430.0459-E8-21
EM40	CTV20001022.1430.0459-E9-22
EM41	CTV20001022.1430.0459-E4-23
EM42	CTV20001022.1430.0459-E31-24
EM43	CTV20001022.1430.0459-E15-25
EM44	CTV20001022.1430.0459-E10-26
EM45	CTV20001022.1430.0459-E28-27
EM46	CTV20001022.1430.0459-E25-28
EM47	CTV20001022.1430.0459-E15-29
EM48	CTV20001022.1430.0459-E28-30
EM49	CTV20001022.1430.0459-E28-31
EM50	CTV20001022.1430.0459-E11-32
EM51	CTV20001022.1430.0459-E12-33
EM52	CTV20001022.1430.0459-E13-34
EM53	CTV20001022.1430.0459-E25-35
EM54	CTV20001022.1430.0459-E28-36
EM55	CTV20001022.1430.0459-E15-37
EM56	CTV20001022.1430.0459-E14-38
EM57	CTV20001022.1430.0459-E25-39
EM58	CTV20001022.1430.0459-E29-40
EM59	CTV20001022.1430.0459-E16-41
EM60	CTV20001022.1430.0459-E25-42
EM61	CTV20001022.1430.0459-E17-43
EM62	CTV20001022.1430.0459-E28-44
EM63	CTV20001022.1430.0459-E15-45
EM64	CTV20001022.1430.0459-E18-46
EM65	CTV20001022.1430.0459-E28-47
EM66	CTV20001022.1430.0459-E15-48
EM67	CTV20001022.1430.0459-E19-49
EM68	CTV20001022.1430.0459-E20-50
EM69	CTV20001022.1430.0459-E20-51
EM70	CTV20001022.1430.0459-E14-52
EM71	CTV20001022.1430.0459-E25-53
EM72	CTV20001022.1430.0459-E21-54
EM74	CTV20001022.1430.0459-E22-55
EM76	CTV20001022.1430.0459-E23-56
EM75	CTV20001022.1430.0459-E31-57
EM77	CTV20001022.1430.0459-E15-58
EM78	CTV20001022.1430.0459-E31-59
EM79	CTV20001022.1430.0459-E15-60
EM80	CTV20001022.1430.0459-E15-61
EM81	CTV20001022.1430.0459-E31-62
EM82	CTV20001022.1430.0459-E15-63
EM83	CTV20001022.1430.0459-E28-64
EM2	CTV20001022.1430.0459-E25-65
EM4	CTV20001022.1430.0459-E26-66
EM6	CTV20001022.1430.0459-E27-67
EM7	CTV20001022.1430.0459-E28-68
