CE4	CTS20001023.1300.0266-CE1
CE12	CTS20001023.1300.0266-CE2
CE3	CTS20001023.1300.0266-CE3
CE10	CTS20001023.1300.0266-CE4
CE2	CTS20001023.1300.0266-CE5
CE1	CTS20001023.1300.0266-CE6
CE5	CTS20001023.1300.0266-CE7
CE7	CTS20001023.1300.0266-CE8
CE9	CTS20001023.1300.0266-CE9
CE8	CTS20001023.1300.0266-CE10
CE11	CTS20001023.1300.0266-CE11
CE6	CTS20001023.1300.0266-CE12
E10	CTS20001023.1300.0266-E1
E11	CTS20001023.1300.0266-E2
E12	CTS20001023.1300.0266-E3
E13	CTS20001023.1300.0266-E4
E1	CTS20001023.1300.0266-E5
E2	CTS20001023.1300.0266-E6
E3	CTS20001023.1300.0266-E7
E4	CTS20001023.1300.0266-E8
E5	CTS20001023.1300.0266-E9
E6	CTS20001023.1300.0266-E10
E7	CTS20001023.1300.0266-E11
E8	CTS20001023.1300.0266-E12
E9	CTS20001023.1300.0266-E13
EM22	CTS20001023.1300.0266-E8-1
EM23	CTS20001023.1300.0266-E13-2
EM26	CTS20001023.1300.0266-E1-3
EM28	CTS20001023.1300.0266-E8-4
EM31	CTS20001023.1300.0266-E1-5
EM32	CTS20001023.1300.0266-E8-6
EM33	CTS20001023.1300.0266-E13-7
EM34	CTS20001023.1300.0266-E9-8
EM36	CTS20001023.1300.0266-E10-9
EM37	CTS20001023.1300.0266-E11-10
EM38	CTS20001023.1300.0266-E8-11
EM41	CTS20001023.1300.0266-E2-12
EM39	CTS20001023.1300.0266-E9-13
EM42	CTS20001023.1300.0266-E9-14
EM13	CTS20001023.1300.0266-E13-15
EM8	CTS20001023.1300.0266-E13-16
EM6	CTS20001023.1300.0266-E1-17
EM5	CTS20001023.1300.0266-E3-18
EM17	CTS20001023.1300.0266-E4-19
EM1	CTS20001023.1300.0266-E5-20
EM24	CTS20001023.1300.0266-E5-21
EM27	CTS20001023.1300.0266-E9-22
EM35	CTS20001023.1300.0266-E13-23
EM4	CTS20001023.1300.0266-E5-24
EM2	CTS20001023.1300.0266-E6-25
EM3	CTS20001023.1300.0266-E7-26
EM7	CTS20001023.1300.0266-E8-27
EM9	CTS20001023.1300.0266-E9-28
EM10	CTS20001023.1300.0266-E8-29
EM11	CTS20001023.1300.0266-E5-30
EM12	CTS20001023.1300.0266-E9-31
EM14	CTS20001023.1300.0266-E10-32
EM15	CTS20001023.1300.0266-E11-33
EM16	CTS20001023.1300.0266-E5-34
EM20	CTS20001023.1300.0266-E5-35
EM25	CTS20001023.1300.0266-E5-36
EM29	CTS20001023.1300.0266-E5-37
EM30	CTS20001023.1300.0266-E5-38
EM40	CTS20001023.1300.0266-E5-39
EM18	CTS20001023.1300.0266-E12-40
EM19	CTS20001023.1300.0266-E13-41
EM21	CTS20001023.1300.0266-E5-42
R1	CTS20001023.1300.0266-R1
R4	CTS20001023.1300.0266-R2
R11	CTS20001023.1300.0266-R3
R2	CTS20001023.1300.0266-R4
R5	CTS20001023.1300.0266-R5
R6	CTS20001023.1300.0266-R6
R7	CTS20001023.1300.0266-R7
R8	CTS20001023.1300.0266-R8
R9	CTS20001023.1300.0266-R9
R10	CTS20001023.1300.0266-R10
R3	CTS20001023.1300.0266-R11
RM1	CTS20001023.1300.0266-R1-1
RM4	CTS20001023.1300.0266-R2-1
RM11	CTS20001023.1300.0266-R2-2
RM2	CTS20001023.1300.0266-R4-1
RM5	CTS20001023.1300.0266-R5-1
RM6	CTS20001023.1300.0266-R6-1
RM7	CTS20001023.1300.0266-R4-2
RM8	CTS20001023.1300.0266-R6-2
RM9	CTS20001023.1300.0266-R4-3
RM10	CTS20001023.1300.0266-R10-1
RM3	CTS20001023.1300.0266-R6-3
V5	CTS20001023.1300.0266-EV1
V1	CTS20001023.1300.0266-EV2
V2	CTS20001023.1300.0266-EV3
V3	CTS20001023.1300.0266-EV4
VM11	CTS20001023.1300.0266-EV1-1
VM12	CTS20001023.1300.0266-EV2-1
VM8	CTS20001023.1300.0266-EV2-2
VM9	CTS20001023.1300.0266-EV2-3
VM1	CTS20001023.1300.0266-EV2-4
VM2	CTS20001023.1300.0266-EV3-1
VM3	CTS20001023.1300.0266-EV2-5
VM4	CTS20001023.1300.0266-EV4-1
VM5	CTS20001023.1300.0266-EV2-6
VM6	CTS20001023.1300.0266-EV2-7
VM7	CTS20001023.1300.0266-EV3-2
VM10	CTS20001023.1300.0266-EV4-2
Q2	CTS20001023.1300.0266-T1
Q3	CTS20001023.1300.0266-T2
Q4	CTS20001023.1300.0266-T3
Q5	CTS20001023.1300.0266-T4
Q1	CTS20001023.1300.0266-T5
