CE13	CTV20001201.1330.1047-CE1
CE14	CTV20001201.1330.1047-CE2
CE15	CTV20001201.1330.1047-CE3
CE16	CTV20001201.1330.1047-CE4
CE18	CTV20001201.1330.1047-CE5
CE19	CTV20001201.1330.1047-CE6
CE17	CTV20001201.1330.1047-CE7
CE20	CTV20001201.1330.1047-CE8
CE1	CTV20001201.1330.1047-CE9
CE2	CTV20001201.1330.1047-CE10
CE4	CTV20001201.1330.1047-CE11
CE3	CTV20001201.1330.1047-CE12
CE5	CTV20001201.1330.1047-CE13
CE6	CTV20001201.1330.1047-CE14
CE7	CTV20001201.1330.1047-CE15
CE8	CTV20001201.1330.1047-CE16
CE9	CTV20001201.1330.1047-CE17
CE10	CTV20001201.1330.1047-CE18
CE11	CTV20001201.1330.1047-CE19
CE12	CTV20001201.1330.1047-CE20
E16	CTV20001201.1330.1047-E1
E17	CTV20001201.1330.1047-E2
E18	CTV20001201.1330.1047-E3
E20	CTV20001201.1330.1047-E4
E21	CTV20001201.1330.1047-E5
E31	CTV20001201.1330.1047-E6
E23	CTV20001201.1330.1047-E7
E24	CTV20001201.1330.1047-E8
E26	CTV20001201.1330.1047-E9
E27	CTV20001201.1330.1047-E10
E32	CTV20001201.1330.1047-E11
E28	CTV20001201.1330.1047-E12
E1	CTV20001201.1330.1047-E13
E2	CTV20001201.1330.1047-E14
E3	CTV20001201.1330.1047-E15
E4	CTV20001201.1330.1047-E16
E6	CTV20001201.1330.1047-E17
E7	CTV20001201.1330.1047-E18
E8	CTV20001201.1330.1047-E19
E10	CTV20001201.1330.1047-E20
E11	CTV20001201.1330.1047-E21
E12	CTV20001201.1330.1047-E22
E13	CTV20001201.1330.1047-E23
E14	CTV20001201.1330.1047-E24
E15	CTV20001201.1330.1047-E25
EM1	CTV20001201.1330.1047-E13-1
EM15	CTV20001201.1330.1047-E1-2
EM16	CTV20001201.1330.1047-E2-3
EM17	CTV20001201.1330.1047-E20-4
EM18	CTV20001201.1330.1047-E3-5
EM33	CTV20001201.1330.1047-E6-6
EM19	CTV20001201.1330.1047-E4-7
EM20	CTV20001201.1330.1047-E18-8
EM21	CTV20001201.1330.1047-E18-9
EM23	CTV20001201.1330.1047-E18-10
EM25	CTV20001201.1330.1047-E21-11
EM26	CTV20001201.1330.1047-E5-12
EM27	CTV20001201.1330.1047-E25-13
EM30	CTV20001201.1330.1047-E7-14
EM32	CTV20001201.1330.1047-E8-15
EM24	CTV20001201.1330.1047-E11-16
EM29	CTV20001201.1330.1047-E9-17
EM35	CTV20001201.1330.1047-E13-18
EM36	CTV20001201.1330.1047-E10-19
EM34	CTV20001201.1330.1047-E16-20
EM28	CTV20001201.1330.1047-E21-21
EM22	CTV20001201.1330.1047-E12-22
EM31	CTV20001201.1330.1047-E16-23
EM2	CTV20001201.1330.1047-E14-24
EM4	CTV20001201.1330.1047-E15-25
EM3	CTV20001201.1330.1047-E16-26
EM5	CTV20001201.1330.1047-E17-27
EM6	CTV20001201.1330.1047-E18-28
EM7	CTV20001201.1330.1047-E19-29
EM8	CTV20001201.1330.1047-E20-30
EM9	CTV20001201.1330.1047-E21-31
EM12	CTV20001201.1330.1047-E18-32
EM10	CTV20001201.1330.1047-E22-33
EM11	CTV20001201.1330.1047-E23-34
EM13	CTV20001201.1330.1047-E24-35
EM14	CTV20001201.1330.1047-E25-36
R1	CTV20001201.1330.1047-R1
R12	CTV20001201.1330.1047-R2
R5	CTV20001201.1330.1047-R3
R6	CTV20001201.1330.1047-R4
R7	CTV20001201.1330.1047-R5
R8	CTV20001201.1330.1047-R6
R9	CTV20001201.1330.1047-R7
R14	CTV20001201.1330.1047-R8
R11	CTV20001201.1330.1047-R9
R15	CTV20001201.1330.1047-R10
R10	CTV20001201.1330.1047-R11
R16	CTV20001201.1330.1047-R12
RM1	CTV20001201.1330.1047-R1-1
RM12	CTV20001201.1330.1047-R2-1
RM5	CTV20001201.1330.1047-R3-1
RM6	CTV20001201.1330.1047-R4-1
RM7	CTV20001201.1330.1047-R5-1
RM8	CTV20001201.1330.1047-R6-1
RM9	CTV20001201.1330.1047-R7-1
RM14	CTV20001201.1330.1047-R8-1
RM11	CTV20001201.1330.1047-R9-1
RM10	CTV20001201.1330.1047-R11-1
RM15	CTV20001201.1330.1047-R10-1
RM16	CTV20001201.1330.1047-R12-1
Q6	CTV20001201.1330.1047-T1
Q1	CTV20001201.1330.1047-T2
Q2	CTV20001201.1330.1047-T3
Q7	CTV20001201.1330.1047-T4
Q3	CTV20001201.1330.1047-T5
Q4	CTV20001201.1330.1047-T6
Q5	CTV20001201.1330.1047-T7
