CE11	CBS20001215.1000.0218-CE1
CE12	CBS20001215.1000.0218-CE2
CE13	CBS20001215.1000.0218-CE3
CE14	CBS20001215.1000.0218-CE4
CE15	CBS20001215.1000.0218-CE5
CE16	CBS20001215.1000.0218-CE6
CE17	CBS20001215.1000.0218-CE7
CE19	CBS20001215.1000.0218-CE8
CE18	CBS20001215.1000.0218-CE9
CE20	CBS20001215.1000.0218-CE10
CE21	CBS20001215.1000.0218-CE11
CE22	CBS20001215.1000.0218-CE12
CE23	CBS20001215.1000.0218-CE13
CE24	CBS20001215.1000.0218-CE14
CE25	CBS20001215.1000.0218-CE15
CE27	CBS20001215.1000.0218-CE16
CE26	CBS20001215.1000.0218-CE17
CE2	CBS20001215.1000.0218-CE18
CE1	CBS20001215.1000.0218-CE19
CE3	CBS20001215.1000.0218-CE20
CE4	CBS20001215.1000.0218-CE21
CE5	CBS20001215.1000.0218-CE22
CE6	CBS20001215.1000.0218-CE23
CE7	CBS20001215.1000.0218-CE24
CE8	CBS20001215.1000.0218-CE25
CE10	CBS20001215.1000.0218-CE26
CE9	CBS20001215.1000.0218-CE27
E13	CBS20001215.1000.0218-E1
E14	CBS20001215.1000.0218-E2
E15	CBS20001215.1000.0218-E3
E16	CBS20001215.1000.0218-E4
E17	CBS20001215.1000.0218-E5
E18	CBS20001215.1000.0218-E6
E19	CBS20001215.1000.0218-E7
E20	CBS20001215.1000.0218-E8
E37	CBS20001215.1000.0218-E9
E22	CBS20001215.1000.0218-E10
E23	CBS20001215.1000.0218-E11
E24	CBS20001215.1000.0218-E12
E25	CBS20001215.1000.0218-E13
E38	CBS20001215.1000.0218-E14
E27	CBS20001215.1000.0218-E15
E28	CBS20001215.1000.0218-E16
E29	CBS20001215.1000.0218-E17
E30	CBS20001215.1000.0218-E18
E32	CBS20001215.1000.0218-E19
E33	CBS20001215.1000.0218-E20
E34	CBS20001215.1000.0218-E21
E1	CBS20001215.1000.0218-E22
E2	CBS20001215.1000.0218-E23
E3	CBS20001215.1000.0218-E24
E5	CBS20001215.1000.0218-E25
E6	CBS20001215.1000.0218-E26
E7	CBS20001215.1000.0218-E27
E8	CBS20001215.1000.0218-E28
E9	CBS20001215.1000.0218-E29
E10	CBS20001215.1000.0218-E30
E11	CBS20001215.1000.0218-E31
E12	CBS20001215.1000.0218-E32
EM20	CBS20001215.1000.0218-E2-1
EM21	CBS20001215.1000.0218-E3-2
EM22	CBS20001215.1000.0218-E4-3
EM23	CBS20001215.1000.0218-E23-4
EM24	CBS20001215.1000.0218-E26-5
EM25	CBS20001215.1000.0218-E27-6
EM26	CBS20001215.1000.0218-E5-7
EM27	CBS20001215.1000.0218-E30-8
EM28	CBS20001215.1000.0218-E6-9
EM29	CBS20001215.1000.0218-E7-10
EM30	CBS20001215.1000.0218-E8-11
EM31	CBS20001215.1000.0218-E22-12
EM32	CBS20001215.1000.0218-E30-13
EM37	CBS20001215.1000.0218-E9-14
EM47	CBS20001215.1000.0218-E14-15
EM33	CBS20001215.1000.0218-E32-16
EM34	CBS20001215.1000.0218-E30-17
EM35	CBS20001215.1000.0218-E30-18
EM39	CBS20001215.1000.0218-E27-19
EM36	CBS20001215.1000.0218-E26-20
EM40	CBS20001215.1000.0218-E26-21
EM41	CBS20001215.1000.0218-E10-22
EM42	CBS20001215.1000.0218-E11-23
EM43	CBS20001215.1000.0218-E27-24
EM44	CBS20001215.1000.0218-E12-25
EM45	CBS20001215.1000.0218-E26-26
EM46	CBS20001215.1000.0218-E13-27
EM48	CBS20001215.1000.0218-E26-28
EM49	CBS20001215.1000.0218-E15-29
EM50	CBS20001215.1000.0218-E16-30
EM51	CBS20001215.1000.0218-E7-31
EM52	CBS20001215.1000.0218-E17-32
EM55	CBS20001215.1000.0218-E17-33
EM53	CBS20001215.1000.0218-E18-34
EM38	CBS20001215.1000.0218-E27-35
EM54	CBS20001215.1000.0218-E19-36
EM56	CBS20001215.1000.0218-E20-37
EM57	CBS20001215.1000.0218-E21-38
EM1	CBS20001215.1000.0218-E22-39
EM13	CBS20001215.1000.0218-E26-40
EM14	CBS20001215.1000.0218-E27-41
EM2	CBS20001215.1000.0218-E23-42
EM3	CBS20001215.1000.0218-E24-43
EM4	CBS20001215.1000.0218-E22-44
EM58	CBS20001215.1000.0218-E7-45
EM5	CBS20001215.1000.0218-E25-46
EM6	CBS20001215.1000.0218-E23-47
EM7	CBS20001215.1000.0218-E26-48
EM8	CBS20001215.1000.0218-E27-49
EM9	CBS20001215.1000.0218-E28-50
EM10	CBS20001215.1000.0218-E29-51
EM11	CBS20001215.1000.0218-E30-52
EM12	CBS20001215.1000.0218-E30-53
EM15	CBS20001215.1000.0218-E31-54
EM16	CBS20001215.1000.0218-E32-55
EM17	CBS20001215.1000.0218-E28-56
EM18	CBS20001215.1000.0218-E22-57
EM19	CBS20001215.1000.0218-E1-58
R3	CBS20001215.1000.0218-R1
R1	CBS20001215.1000.0218-R2
R4	CBS20001215.1000.0218-R3
R8	CBS20001215.1000.0218-R4
R10	CBS20001215.1000.0218-R5
R11	CBS20001215.1000.0218-R6
R14	CBS20001215.1000.0218-R7
R15	CBS20001215.1000.0218-R8
R12	CBS20001215.1000.0218-R9
R16	CBS20001215.1000.0218-R10
R18	CBS20001215.1000.0218-R11
R5	CBS20001215.1000.0218-R12
R20	CBS20001215.1000.0218-R13
R25	CBS20001215.1000.0218-R14
R31	CBS20001215.1000.0218-R15
R30	CBS20001215.1000.0218-R16
R32	CBS20001215.1000.0218-R17
R2	CBS20001215.1000.0218-R18
R6	CBS20001215.1000.0218-R19
R7	CBS20001215.1000.0218-R20
R9	CBS20001215.1000.0218-R21
R13	CBS20001215.1000.0218-R22
R19	CBS20001215.1000.0218-R23
R21	CBS20001215.1000.0218-R24
R22	CBS20001215.1000.0218-R25
R26	CBS20001215.1000.0218-R26
R27	CBS20001215.1000.0218-R27
R28	CBS20001215.1000.0218-R28
R29	CBS20001215.1000.0218-R29
R23	CBS20001215.1000.0218-R30
R24	CBS20001215.1000.0218-R31
RM3	CBS20001215.1000.0218-R1-1
RM4	CBS20001215.1000.0218-R12-1
RM1	CBS20001215.1000.0218-R2-1
RM5	CBS20001215.1000.0218-R3-1
RM8	CBS20001215.1000.0218-R4-1
RM11	CBS20001215.1000.0218-R5-1
RM10	CBS20001215.1000.0218-R6-1
RM14	CBS20001215.1000.0218-R7-1
RM15	CBS20001215.1000.0218-R8-1
RM12	CBS20001215.1000.0218-R9-1
RM16	CBS20001215.1000.0218-R10-1
RM18	CBS20001215.1000.0218-R11-1
RM6	CBS20001215.1000.0218-R19-1
RM20	CBS20001215.1000.0218-R13-1
RM25	CBS20001215.1000.0218-R14-1
RM31	CBS20001215.1000.0218-R15-1
RM30	CBS20001215.1000.0218-R16-1
RM32	CBS20001215.1000.0218-R17-1
RM2	CBS20001215.1000.0218-R18-1
RM7	CBS20001215.1000.0218-R20-1
RM9	CBS20001215.1000.0218-R21-1
RM13	CBS20001215.1000.0218-R22-1
RM19	CBS20001215.1000.0218-R23-1
RM21	CBS20001215.1000.0218-R24-1
RM22	CBS20001215.1000.0218-R25-1
RM26	CBS20001215.1000.0218-R26-1
RM27	CBS20001215.1000.0218-R27-1
RM28	CBS20001215.1000.0218-R28-1
RM29	CBS20001215.1000.0218-R29-1
RM23	CBS20001215.1000.0218-R30-1
RM24	CBS20001215.1000.0218-R31-1
V1	CBS20001215.1000.0218-EV1
V2	CBS20001215.1000.0218-EV2
V3	CBS20001215.1000.0218-EV3
V6	CBS20001215.1000.0218-EV4
V7	CBS20001215.1000.0218-EV5
V4	CBS20001215.1000.0218-EV6
V5	CBS20001215.1000.0218-EV7
VM1	CBS20001215.1000.0218-EV1-1
VM2	CBS20001215.1000.0218-EV2-1
VM3	CBS20001215.1000.0218-EV3-1
VM6	CBS20001215.1000.0218-EV1-2
VM8	CBS20001215.1000.0218-EV4-1
VM9	CBS20001215.1000.0218-EV5-1
VM4	CBS20001215.1000.0218-EV6-1
VM5	CBS20001215.1000.0218-EV7-1
VM7	CBS20001215.1000.0218-EV2-2
Q1	CBS20001215.1000.0218-T1
Q2	CBS20001215.1000.0218-T2
Q3	CBS20001215.1000.0218-T3
Q4	CBS20001215.1000.0218-T4
Q5	CBS20001215.1000.0218-T5
Q6	CBS20001215.1000.0218-T6
