CE8	CTS20001130.1300.0429-CE1
CE9	CTS20001130.1300.0429-CE2
CE10	CTS20001130.1300.0429-CE3
CE11	CTS20001130.1300.0429-CE4
CE7	CTS20001130.1300.0429-CE5
CE14	CTS20001130.1300.0429-CE6
CE15	CTS20001130.1300.0429-CE7
CE12	CTS20001130.1300.0429-CE8
CE4	CTS20001130.1300.0429-CE9
CE5	CTS20001130.1300.0429-CE10
CE13	CTS20001130.1300.0429-CE11
CE6	CTS20001130.1300.0429-CE12
CE3	CTS20001130.1300.0429-CE13
CE2	CTS20001130.1300.0429-CE14
CE1	CTS20001130.1300.0429-CE15
E12	CTS20001130.1300.0429-E1
E23	CTS20001130.1300.0429-E2
E14	CTS20001130.1300.0429-E3
E15	CTS20001130.1300.0429-E4
E16	CTS20001130.1300.0429-E5
E18	CTS20001130.1300.0429-E6
E21	CTS20001130.1300.0429-E7
E22	CTS20001130.1300.0429-E8
E19	CTS20001130.1300.0429-E9
E3	CTS20001130.1300.0429-E10
E4	CTS20001130.1300.0429-E11
E20	CTS20001130.1300.0429-E12
E7	CTS20001130.1300.0429-E13
E8	CTS20001130.1300.0429-E14
E9	CTS20001130.1300.0429-E15
E10	CTS20001130.1300.0429-E16
E11	CTS20001130.1300.0429-E17
EM33	CTS20001130.1300.0429-E9-1
EM14	CTS20001130.1300.0429-E14-2
EM15	CTS20001130.1300.0429-E14-3
EM16	CTS20001130.1300.0429-E1-4
EM17	CTS20001130.1300.0429-E2-5
EM1	CTS20001130.1300.0429-E14-6
EM18	CTS20001130.1300.0429-E3-7
EM20	CTS20001130.1300.0429-E14-8
EM21	CTS20001130.1300.0429-E4-9
EM22	CTS20001130.1300.0429-E13-10
EM23	CTS20001130.1300.0429-E5-11
EM24	CTS20001130.1300.0429-E4-12
EM25	CTS20001130.1300.0429-E14-13
EM26	CTS20001130.1300.0429-E1-14
EM41	CTS20001130.1300.0429-E7-15
EM28	CTS20001130.1300.0429-E1-16
EM27	CTS20001130.1300.0429-E6-17
EM29	CTS20001130.1300.0429-E16-18
EM30	CTS20001130.1300.0429-E16-19
EM31	CTS20001130.1300.0429-E16-20
EM32	CTS20001130.1300.0429-E1-21
EM43	CTS20001130.1300.0429-E8-22
EM44	CTS20001130.1300.0429-E7-23
EM45	CTS20001130.1300.0429-E14-24
EM46	CTS20001130.1300.0429-E4-25
EM47	CTS20001130.1300.0429-E14-26
EM10	CTS20001130.1300.0429-E5-27
EM39	CTS20001130.1300.0429-E14-28
EM40	CTS20001130.1300.0429-E14-29
EM34	CTS20001130.1300.0429-E16-30
EM35	CTS20001130.1300.0429-E16-31
EM5	CTS20001130.1300.0429-E10-32
EM6	CTS20001130.1300.0429-E11-33
EM36	CTS20001130.1300.0429-E16-34
EM37	CTS20001130.1300.0429-E12-35
EM38	CTS20001130.1300.0429-E16-36
EM8	CTS20001130.1300.0429-E13-37
EM9	CTS20001130.1300.0429-E14-38
EM42	CTS20001130.1300.0429-E1-39
EM2	CTS20001130.1300.0429-E14-40
EM3	CTS20001130.1300.0429-E15-41
EM4	CTS20001130.1300.0429-E16-42
EM7	CTS20001130.1300.0429-E17-43
EM11	CTS20001130.1300.0429-E14-44
EM12	CTS20001130.1300.0429-E13-45
EM13	CTS20001130.1300.0429-E14-46
R4	CTS20001130.1300.0429-R1
R5	CTS20001130.1300.0429-R2
R7	CTS20001130.1300.0429-R3
R9	CTS20001130.1300.0429-R4
R8	CTS20001130.1300.0429-R5
R10	CTS20001130.1300.0429-R6
R14	CTS20001130.1300.0429-R7
R15	CTS20001130.1300.0429-R8
R1	CTS20001130.1300.0429-R9
R2	CTS20001130.1300.0429-R10
R3	CTS20001130.1300.0429-R11
R6	CTS20001130.1300.0429-R12
R11	CTS20001130.1300.0429-R13
R12	CTS20001130.1300.0429-R14
R13	CTS20001130.1300.0429-R15
RM4	CTS20001130.1300.0429-R1-1
RM5	CTS20001130.1300.0429-R2-1
RM7	CTS20001130.1300.0429-R2-2
RM9	CTS20001130.1300.0429-R4-1
RM8	CTS20001130.1300.0429-R5-1
RM10	CTS20001130.1300.0429-R6-1
RM14	CTS20001130.1300.0429-R7-1
RM15	CTS20001130.1300.0429-R8-1
RM1	CTS20001130.1300.0429-R9-1
RM2	CTS20001130.1300.0429-R10-1
RM3	CTS20001130.1300.0429-R11-1
RM6	CTS20001130.1300.0429-R12-1
RM11	CTS20001130.1300.0429-R6-2
RM12	CTS20001130.1300.0429-R14-1
RM13	CTS20001130.1300.0429-R15-1
V1	CTS20001130.1300.0429-EV1
V3	CTS20001130.1300.0429-EV2
V2	CTS20001130.1300.0429-EV3
V4	CTS20001130.1300.0429-EV4
VM1	CTS20001130.1300.0429-EV1-1
VM3	CTS20001130.1300.0429-EV2-1
VM4	CTS20001130.1300.0429-EV1-2
VM5	CTS20001130.1300.0429-EV1-3
VM7	CTS20001130.1300.0429-EV2-2
VM2	CTS20001130.1300.0429-EV3-1
VM6	CTS20001130.1300.0429-EV4-1
Q2	CTS20001130.1300.0429-T1
Q4	CTS20001130.1300.0429-T2
Q1	CTS20001130.1300.0429-T3
Q3	CTS20001130.1300.0429-T4
Q5	CTS20001130.1300.0429-T5
