CE10	CNR20001024.1700.0603-CE1
CE13	CNR20001024.1700.0603-CE2
CE14	CNR20001024.1700.0603-CE3
CE15	CNR20001024.1700.0603-CE4
CE60	CNR20001024.1700.0603-CE5
CE18	CNR20001024.1700.0603-CE6
CE19	CNR20001024.1700.0603-CE7
CE20	CNR20001024.1700.0603-CE8
CE41	CNR20001024.1700.0603-CE9
CE21	CNR20001024.1700.0603-CE10
CE22	CNR20001024.1700.0603-CE11
CE23	CNR20001024.1700.0603-CE12
CE24	CNR20001024.1700.0603-CE13
CE27	CNR20001024.1700.0603-CE14
CE26	CNR20001024.1700.0603-CE15
CE30	CNR20001024.1700.0603-CE16
CE28	CNR20001024.1700.0603-CE17
CE29	CNR20001024.1700.0603-CE18
CE31	CNR20001024.1700.0603-CE19
CE32	CNR20001024.1700.0603-CE20
CE33	CNR20001024.1700.0603-CE21
CE35	CNR20001024.1700.0603-CE22
CE36	CNR20001024.1700.0603-CE23
CE34	CNR20001024.1700.0603-CE24
CE37	CNR20001024.1700.0603-CE25
CE38	CNR20001024.1700.0603-CE26
CE39	CNR20001024.1700.0603-CE27
CE40	CNR20001024.1700.0603-CE28
CE42	CNR20001024.1700.0603-CE29
CE43	CNR20001024.1700.0603-CE30
CE46	CNR20001024.1700.0603-CE31
CE45	CNR20001024.1700.0603-CE32
CE44	CNR20001024.1700.0603-CE33
CE61	CNR20001024.1700.0603-CE34
CE47	CNR20001024.1700.0603-CE35
CE51	CNR20001024.1700.0603-CE36
CE50	CNR20001024.1700.0603-CE37
CE49	CNR20001024.1700.0603-CE38
CE48	CNR20001024.1700.0603-CE39
CE4	CNR20001024.1700.0603-CE40
CE53	CNR20001024.1700.0603-CE41
CE52	CNR20001024.1700.0603-CE42
CE54	CNR20001024.1700.0603-CE43
CE55	CNR20001024.1700.0603-CE44
CE56	CNR20001024.1700.0603-CE45
CE57	CNR20001024.1700.0603-CE46
CE59	CNR20001024.1700.0603-CE47
CE62	CNR20001024.1700.0603-CE48
CE25	CNR20001024.1700.0603-CE49
CE5	CNR20001024.1700.0603-CE50
CE6	CNR20001024.1700.0603-CE51
CE7	CNR20001024.1700.0603-CE52
CE8	CNR20001024.1700.0603-CE53
CE9	CNR20001024.1700.0603-CE54
CE16	CNR20001024.1700.0603-CE55
CE12	CNR20001024.1700.0603-CE56
CE11	CNR20001024.1700.0603-CE57
E12	CNR20001024.1700.0603-E1
E71	CNR20001024.1700.0603-E2
E13	CNR20001024.1700.0603-E3
E14	CNR20001024.1700.0603-E4
E67	CNR20001024.1700.0603-E5
E73	CNR20001024.1700.0603-E6
E19	CNR20001024.1700.0603-E7
E20	CNR20001024.1700.0603-E8
E21	CNR20001024.1700.0603-E9
E72	CNR20001024.1700.0603-E10
E22	CNR20001024.1700.0603-E11
E23	CNR20001024.1700.0603-E12
E24	CNR20001024.1700.0603-E13
E25	CNR20001024.1700.0603-E14
E28	CNR20001024.1700.0603-E15
E29	CNR20001024.1700.0603-E16
E30	CNR20001024.1700.0603-E17
E31	CNR20001024.1700.0603-E18
E32	CNR20001024.1700.0603-E19
E33	CNR20001024.1700.0603-E20
E34	CNR20001024.1700.0603-E21
E36	CNR20001024.1700.0603-E22
E38	CNR20001024.1700.0603-E23
E39	CNR20001024.1700.0603-E24
E40	CNR20001024.1700.0603-E25
E41	CNR20001024.1700.0603-E26
E42	CNR20001024.1700.0603-E27
E43	CNR20001024.1700.0603-E28
E44	CNR20001024.1700.0603-E29
E45	CNR20001024.1700.0603-E30
E46	CNR20001024.1700.0603-E31
E47	CNR20001024.1700.0603-E32
E48	CNR20001024.1700.0603-E33
E49	CNR20001024.1700.0603-E34
E50	CNR20001024.1700.0603-E35
E51	CNR20001024.1700.0603-E36
E52	CNR20001024.1700.0603-E37
E53	CNR20001024.1700.0603-E38
E54	CNR20001024.1700.0603-E39
E55	CNR20001024.1700.0603-E40
E56	CNR20001024.1700.0603-E41
E57	CNR20001024.1700.0603-E42
E58	CNR20001024.1700.0603-E43
E59	CNR20001024.1700.0603-E44
E60	CNR20001024.1700.0603-E45
E61	CNR20001024.1700.0603-E46
E62	CNR20001024.1700.0603-E47
E64	CNR20001024.1700.0603-E48
E74	CNR20001024.1700.0603-E49
E2	CNR20001024.1700.0603-E50
E66	CNR20001024.1700.0603-E51
E3	CNR20001024.1700.0603-E52
E4	CNR20001024.1700.0603-E53
E5	CNR20001024.1700.0603-E54
E68	CNR20001024.1700.0603-E55
E7	CNR20001024.1700.0603-E56
E69	CNR20001024.1700.0603-E57
E70	CNR20001024.1700.0603-E58
E9	CNR20001024.1700.0603-E59
