CE13	CNR20001103.1700.0856-CE1
CE15	CNR20001103.1700.0856-CE2
CE16	CNR20001103.1700.0856-CE3
CE1	CNR20001103.1700.0856-CE4
CE2	CNR20001103.1700.0856-CE5
CE4	CNR20001103.1700.0856-CE6
CE3	CNR20001103.1700.0856-CE7
CE5	CNR20001103.1700.0856-CE8
CE6	CNR20001103.1700.0856-CE9
CE7	CNR20001103.1700.0856-CE10
CE8	CNR20001103.1700.0856-CE11
CE9	CNR20001103.1700.0856-CE12
CE14	CNR20001103.1700.0856-CE13
CE11	CNR20001103.1700.0856-CE14
CE10	CNR20001103.1700.0856-CE15
CE12	CNR20001103.1700.0856-CE16
E15	CNR20001103.1700.0856-E1
E16	CNR20001103.1700.0856-E2
E17	CNR20001103.1700.0856-E3
E1	CNR20001103.1700.0856-E4
E2	CNR20001103.1700.0856-E5
E3	CNR20001103.1700.0856-E6
E4	CNR20001103.1700.0856-E7
E5	CNR20001103.1700.0856-E8
E6	CNR20001103.1700.0856-E9
E7	CNR20001103.1700.0856-E10
E8	CNR20001103.1700.0856-E11
E9	CNR20001103.1700.0856-E12
E10	CNR20001103.1700.0856-E13
E11	CNR20001103.1700.0856-E14
E12	CNR20001103.1700.0856-E15
E13	CNR20001103.1700.0856-E16
E14	CNR20001103.1700.0856-E17
EM1	CNR20001103.1700.0856-E4-1
EM17	CNR20001103.1700.0856-E9-2
EM18	CNR20001103.1700.0856-E7-3
EM19	CNR20001103.1700.0856-E1-4
EM21	CNR20001103.1700.0856-E2-5
EM22	CNR20001103.1700.0856-E3-6
EM23	CNR20001103.1700.0856-E2-7
EM20	CNR20001103.1700.0856-E14-8
EM2	CNR20001103.1700.0856-E6-9
EM4	CNR20001103.1700.0856-E5-10
EM3	CNR20001103.1700.0856-E5-11
EM5	CNR20001103.1700.0856-E7-12
EM6	CNR20001103.1700.0856-E8-13
EM7	CNR20001103.1700.0856-E9-14
EM8	CNR20001103.1700.0856-E10-15
EM9	CNR20001103.1700.0856-E11-16
EM10	CNR20001103.1700.0856-E12-17
EM11	CNR20001103.1700.0856-E7-18
EM12	CNR20001103.1700.0856-E13-19
EM13	CNR20001103.1700.0856-E13-20
EM14	CNR20001103.1700.0856-E15-21
EM15	CNR20001103.1700.0856-E16-22
EM16	CNR20001103.1700.0856-E17-23
R1	CNR20001103.1700.0856-R1
R2	CNR20001103.1700.0856-R2
R3	CNR20001103.1700.0856-R3
R4	CNR20001103.1700.0856-R4
R5	CNR20001103.1700.0856-R5
R6	CNR20001103.1700.0856-R6
R7	CNR20001103.1700.0856-R7
R9	CNR20001103.1700.0856-R8
R8	CNR20001103.1700.0856-R9
RM1	CNR20001103.1700.0856-R1-1
RM2	CNR20001103.1700.0856-R2-1
RM3	CNR20001103.1700.0856-R3-1
RM4	CNR20001103.1700.0856-R4-1
RM5	CNR20001103.1700.0856-R5-1
RM6	CNR20001103.1700.0856-R6-1
RM7	CNR20001103.1700.0856-R7-1
RM9	CNR20001103.1700.0856-R8-1
RM8	CNR20001103.1700.0856-R9-1
V1	CNR20001103.1700.0856-EV1
V2	CNR20001103.1700.0856-EV2
VM1	CNR20001103.1700.0856-EV1-1
VM2	CNR20001103.1700.0856-EV2-1
Q1	CNR20001103.1700.0856-T1
Q2	CNR20001103.1700.0856-T2
Q3	CNR20001103.1700.0856-T3
Q4	CNR20001103.1700.0856-T4
