CE15	CBS20001130.1000.1061-CE1
CE16	CBS20001130.1000.1061-CE2
CE17	CBS20001130.1000.1061-CE3
CE18	CBS20001130.1000.1061-CE4
CE19	CBS20001130.1000.1061-CE5
CE20	CBS20001130.1000.1061-CE6
CE8	CBS20001130.1000.1061-CE7
CE13	CBS20001130.1000.1061-CE8
CE21	CBS20001130.1000.1061-CE9
CE1	CBS20001130.1000.1061-CE10
CE2	CBS20001130.1000.1061-CE11
CE3	CBS20001130.1000.1061-CE12
CE5	CBS20001130.1000.1061-CE13
CE6	CBS20001130.1000.1061-CE14
CE7	CBS20001130.1000.1061-CE15
CE9	CBS20001130.1000.1061-CE16
CE10	CBS20001130.1000.1061-CE17
CE11	CBS20001130.1000.1061-CE18
CE12	CBS20001130.1000.1061-CE19
CE14	CBS20001130.1000.1061-CE20
E14	CBS20001130.1000.1061-E1
E15	CBS20001130.1000.1061-E2
E16	CBS20001130.1000.1061-E3
E17	CBS20001130.1000.1061-E4
E18	CBS20001130.1000.1061-E5
E20	CBS20001130.1000.1061-E6
E21	CBS20001130.1000.1061-E7
E19	CBS20001130.1000.1061-E8
E1	CBS20001130.1000.1061-E9
E2	CBS20001130.1000.1061-E10
E3	CBS20001130.1000.1061-E11
E5	CBS20001130.1000.1061-E12
E6	CBS20001130.1000.1061-E13
E7	CBS20001130.1000.1061-E14
E8	CBS20001130.1000.1061-E15
E9	CBS20001130.1000.1061-E16
E10	CBS20001130.1000.1061-E17
E11	CBS20001130.1000.1061-E18
E12	CBS20001130.1000.1061-E19
E13	CBS20001130.1000.1061-E20
EM10	CBS20001130.1000.1061-E6-1
EM20	CBS20001130.1000.1061-E1-2
EM21	CBS20001130.1000.1061-E2-3
EM22	CBS20001130.1000.1061-E3-4
EM23	CBS20001130.1000.1061-E1-5
EM24	CBS20001130.1000.1061-E9-6
EM25	CBS20001130.1000.1061-E14-7
EM26	CBS20001130.1000.1061-E4-8
EM27	CBS20001130.1000.1061-E5-9
EM16	CBS20001130.1000.1061-E7-10
EM19	CBS20001130.1000.1061-E19-11
EM28	CBS20001130.1000.1061-E8-12
EM1	CBS20001130.1000.1061-E9-13
EM2	CBS20001130.1000.1061-E10-14
EM3	CBS20001130.1000.1061-E11-15
EM4	CBS20001130.1000.1061-E8-16
EM5	CBS20001130.1000.1061-E12-17
EM6	CBS20001130.1000.1061-E10-18
EM7	CBS20001130.1000.1061-E13-19
EM8	CBS20001130.1000.1061-E9-20
EM9	CBS20001130.1000.1061-E14-21
EM11	CBS20001130.1000.1061-E15-22
EM12	CBS20001130.1000.1061-E16-23
EM13	CBS20001130.1000.1061-E17-24
EM14	CBS20001130.1000.1061-E14-25
EM15	CBS20001130.1000.1061-E18-26
EM17	CBS20001130.1000.1061-E19-27
EM18	CBS20001130.1000.1061-E20-28
R1	CBS20001130.1000.1061-R1
R4	CBS20001130.1000.1061-R2
R5	CBS20001130.1000.1061-R3
R7	CBS20001130.1000.1061-R4
R11	CBS20001130.1000.1061-R5
R12	CBS20001130.1000.1061-R6
R2	CBS20001130.1000.1061-R7
R8	CBS20001130.1000.1061-R8
R9	CBS20001130.1000.1061-R9
R10	CBS20001130.1000.1061-R10
R3	CBS20001130.1000.1061-R11
R6	CBS20001130.1000.1061-R12
RM1	CBS20001130.1000.1061-R1-1
RM4	CBS20001130.1000.1061-R2-1
RM5	CBS20001130.1000.1061-R3-1
RM7	CBS20001130.1000.1061-R4-1
RM11	CBS20001130.1000.1061-R5-1
RM12	CBS20001130.1000.1061-R6-1
RM2	CBS20001130.1000.1061-R7-1
RM3	CBS20001130.1000.1061-R11-1
RM8	CBS20001130.1000.1061-R8-1
RM9	CBS20001130.1000.1061-R9-1
RM10	CBS20001130.1000.1061-R10-1
RM6	CBS20001130.1000.1061-R12-1
V1	CBS20001130.1000.1061-EV1
V2	CBS20001130.1000.1061-EV2
VM1	CBS20001130.1000.1061-EV1-1
VM2	CBS20001130.1000.1061-EV2-1
VM3	CBS20001130.1000.1061-EV1-2
Q2	CBS20001130.1000.1061-T1
Q1	CBS20001130.1000.1061-T2
