CE12	CNR20001019.1700.0858-CE1
CE11	CNR20001019.1700.0858-CE2
CE14	CNR20001019.1700.0858-CE3
CE15	CNR20001019.1700.0858-CE4
CE16	CNR20001019.1700.0858-CE5
CE17	CNR20001019.1700.0858-CE6
CE19	CNR20001019.1700.0858-CE7
CE20	CNR20001019.1700.0858-CE8
CE21	CNR20001019.1700.0858-CE9
CE22	CNR20001019.1700.0858-CE10
CE23	CNR20001019.1700.0858-CE11
CE24	CNR20001019.1700.0858-CE12
CE1	CNR20001019.1700.0858-CE13
CE25	CNR20001019.1700.0858-CE14
CE9	CNR20001019.1700.0858-CE15
CE3	CNR20001019.1700.0858-CE16
CE5	CNR20001019.1700.0858-CE17
CE4	CNR20001019.1700.0858-CE18
CE7	CNR20001019.1700.0858-CE19
CE6	CNR20001019.1700.0858-CE20
CE8	CNR20001019.1700.0858-CE21
CE10	CNR20001019.1700.0858-CE22
CE13	CNR20001019.1700.0858-CE23
E15	CNR20001019.1700.0858-E1
E16	CNR20001019.1700.0858-E2
E17	CNR20001019.1700.0858-E3
E18	CNR20001019.1700.0858-E4
E20	CNR20001019.1700.0858-E5
E21	CNR20001019.1700.0858-E6
E22	CNR20001019.1700.0858-E7
E23	CNR20001019.1700.0858-E8
E24	CNR20001019.1700.0858-E9
E25	CNR20001019.1700.0858-E10
E26	CNR20001019.1700.0858-E11
E27	CNR20001019.1700.0858-E12
E28	CNR20001019.1700.0858-E13
E29	CNR20001019.1700.0858-E14
E2	CNR20001019.1700.0858-E15
E3	CNR20001019.1700.0858-E16
E4	CNR20001019.1700.0858-E17
E5	CNR20001019.1700.0858-E18
E6	CNR20001019.1700.0858-E19
E7	CNR20001019.1700.0858-E20
E8	CNR20001019.1700.0858-E21
E9	CNR20001019.1700.0858-E22
E32	CNR20001019.1700.0858-E23
E33	CNR20001019.1700.0858-E24
E12	CNR20001019.1700.0858-E25
E13	CNR20001019.1700.0858-E26
E14	CNR20001019.1700.0858-E27
EM1	CNR20001019.1700.0858-E12-1
EM16	CNR20001019.1700.0858-E1-2
EM20	CNR20001019.1700.0858-E20-3
EM21	CNR20001019.1700.0858-E22-4
EM22	CNR20001019.1700.0858-E2-5
EM23	CNR20001019.1700.0858-E3-6
EM24	CNR20001019.1700.0858-E4-7
EM26	CNR20001019.1700.0858-E5-8
EM29	CNR20001019.1700.0858-E22-9
EM30	CNR20001019.1700.0858-E6-10
EM31	CNR20001019.1700.0858-E7-11
EM32	CNR20001019.1700.0858-E8-12
EM33	CNR20001019.1700.0858-E8-13
EM34	CNR20001019.1700.0858-E22-14
EM35	CNR20001019.1700.0858-E9-15
EM14	CNR20001019.1700.0858-E14-16
EM36	CNR20001019.1700.0858-E10-17
EM37	CNR20001019.1700.0858-E11-18
EM19	CNR20001019.1700.0858-E22-19
EM39	CNR20001019.1700.0858-E13-20
EM40	CNR20001019.1700.0858-E26-21
EM41	CNR20001019.1700.0858-E13-22
EM4	CNR20001019.1700.0858-E12-23
EM2	CNR20001019.1700.0858-E15-24
EM3	CNR20001019.1700.0858-E16-25
EM5	CNR20001019.1700.0858-E17-26
EM28	CNR20001019.1700.0858-E4-27
EM8	CNR20001019.1700.0858-E17-28
EM6	CNR20001019.1700.0858-E18-29
EM7	CNR20001019.1700.0858-E19-30
EM9	CNR20001019.1700.0858-E20-31
EM10	CNR20001019.1700.0858-E21-32
EM11	CNR20001019.1700.0858-E23-33
EM12	CNR20001019.1700.0858-E22-34
EM13	CNR20001019.1700.0858-E24-35
EM15	CNR20001019.1700.0858-E25-36
EM17	CNR20001019.1700.0858-E27-37
EM18	CNR20001019.1700.0858-E26-38
R1	CNR20001019.1700.0858-R1
R2	CNR20001019.1700.0858-R2
R3	CNR20001019.1700.0858-R3
R4	CNR20001019.1700.0858-R4
R5	CNR20001019.1700.0858-R5
R6	CNR20001019.1700.0858-R6
R7	CNR20001019.1700.0858-R7
R8	CNR20001019.1700.0858-R8
R9	CNR20001019.1700.0858-R9
R12	CNR20001019.1700.0858-R10
R13	CNR20001019.1700.0858-R11
R11	CNR20001019.1700.0858-R12
RM1	CNR20001019.1700.0858-R1-1
RM2	CNR20001019.1700.0858-R2-1
RM3	CNR20001019.1700.0858-R3-1
RM4	CNR20001019.1700.0858-R4-1
RM5	CNR20001019.1700.0858-R5-1
RM6	CNR20001019.1700.0858-R6-1
RM7	CNR20001019.1700.0858-R7-1
RM8	CNR20001019.1700.0858-R8-1
RM9	CNR20001019.1700.0858-R9-1
RM12	CNR20001019.1700.0858-R10-1
RM13	CNR20001019.1700.0858-R11-1
RM11	CNR20001019.1700.0858-R12-1
V1	CNR20001019.1700.0858-EV1
V3	CNR20001019.1700.0858-EV2
V4	CNR20001019.1700.0858-EV3
V5	CNR20001019.1700.0858-EV4
V2	CNR20001019.1700.0858-EV5
VM2	CNR20001019.1700.0858-EV5-1
VM3	CNR20001019.1700.0858-EV1-1
VM1	CNR20001019.1700.0858-EV1-2
VM4	CNR20001019.1700.0858-EV2-1
VM5	CNR20001019.1700.0858-EV3-1
VM6	CNR20001019.1700.0858-EV4-1
Q1	CNR20001019.1700.0858-T1
Q2	CNR20001019.1700.0858-T2
Q4	CNR20001019.1700.0858-V1
Q5	CNR20001019.1700.0858-T3
Q6	CNR20001019.1700.0858-V2
Q7	CNR20001019.1700.0858-V3
Q9	CNR20001019.1700.0858-V4
Q10	CNR20001019.1700.0858-V5
Q3	CNR20001019.1700.0858-V6
Q8	CNR20001019.1700.0858-T4
QM3	CNR20001019.1700.0858-V6-1
QM4	CNR20001019.1700.0858-V1-1
QM6	CNR20001019.1700.0858-V2-1
QM7	CNR20001019.1700.0858-V3-1
QM9	CNR20001019.1700.0858-V4-1
QM10	CNR20001019.1700.0858-V5-1
