CE11	CBS20001109.1000.0114-CE1
CE12	CBS20001109.1000.0114-CE2
CE13	CBS20001109.1000.0114-CE3
CE15	CBS20001109.1000.0114-CE4
CE16	CBS20001109.1000.0114-CE5
CE1	CBS20001109.1000.0114-CE6
CE17	CBS20001109.1000.0114-CE7
CE18	CBS20001109.1000.0114-CE8
CE22	CBS20001109.1000.0114-CE9
CE19	CBS20001109.1000.0114-CE10
CE20	CBS20001109.1000.0114-CE11
CE21	CBS20001109.1000.0114-CE12
CE24	CBS20001109.1000.0114-CE13
CE25	CBS20001109.1000.0114-CE14
CE26	CBS20001109.1000.0114-CE15
CE27	CBS20001109.1000.0114-CE16
CE28	CBS20001109.1000.0114-CE17
CE14	CBS20001109.1000.0114-CE18
CE2	CBS20001109.1000.0114-CE19
CE4	CBS20001109.1000.0114-CE20
CE5	CBS20001109.1000.0114-CE21
CE6	CBS20001109.1000.0114-CE22
CE3	CBS20001109.1000.0114-CE23
CE7	CBS20001109.1000.0114-CE24
CE29	CBS20001109.1000.0114-CE25
CE9	CBS20001109.1000.0114-CE26
CE8	CBS20001109.1000.0114-CE27
CE30	CBS20001109.1000.0114-CE28
CE10	CBS20001109.1000.0114-CE29
E14	CBS20001109.1000.0114-E1
E15	CBS20001109.1000.0114-E2
E17	CBS20001109.1000.0114-E3
E19	CBS20001109.1000.0114-E4
E20	CBS20001109.1000.0114-E5
E21	CBS20001109.1000.0114-E6
E22	CBS20001109.1000.0114-E7
E24	CBS20001109.1000.0114-E8
E25	CBS20001109.1000.0114-E9
E48	CBS20001109.1000.0114-E10
E26	CBS20001109.1000.0114-E11
E27	CBS20001109.1000.0114-E12
E28	CBS20001109.1000.0114-E13
E29	CBS20001109.1000.0114-E14
E30	CBS20001109.1000.0114-E15
E31	CBS20001109.1000.0114-E16
E34	CBS20001109.1000.0114-E17
E35	CBS20001109.1000.0114-E18
E36	CBS20001109.1000.0114-E19
E50	CBS20001109.1000.0114-E20
E38	CBS20001109.1000.0114-E21
E39	CBS20001109.1000.0114-E22
E40	CBS20001109.1000.0114-E23
E51	CBS20001109.1000.0114-E24
E52	CBS20001109.1000.0114-E25
E53	CBS20001109.1000.0114-E26
E41	CBS20001109.1000.0114-E27
E3	CBS20001109.1000.0114-E28
E4	CBS20001109.1000.0114-E29
E5	CBS20001109.1000.0114-E30
E42	CBS20001109.1000.0114-E31
E6	CBS20001109.1000.0114-E32
E7	CBS20001109.1000.0114-E33
E8	CBS20001109.1000.0114-E34
E54	CBS20001109.1000.0114-E35
E10	CBS20001109.1000.0114-E36
E44	CBS20001109.1000.0114-E37
E55	CBS20001109.1000.0114-E38
E13	CBS20001109.1000.0114-E39
EM4	CBS20001109.1000.0114-E31-1
EM20	CBS20001109.1000.0114-E39-2
EM24	CBS20001109.1000.0114-E31-3
EM25	CBS20001109.1000.0114-E28-4
EM26	CBS20001109.1000.0114-E32-5
EM28	CBS20001109.1000.0114-E28-6
EM29	CBS20001109.1000.0114-E30-7
EM31	CBS20001109.1000.0114-E32-8
EM14	CBS20001109.1000.0114-E32-9
EM32	CBS20001109.1000.0114-E37-10
EM33	CBS20001109.1000.0114-E2-11
EM34	CBS20001109.1000.0114-E27-12
EM35	CBS20001109.1000.0114-E3-13
EM36	CBS20001109.1000.0114-E30-14
EM37	CBS20001109.1000.0114-E32-15
EM38	CBS20001109.1000.0114-E36-16
EM39	CBS20001109.1000.0114-E4-17
EM40	CBS20001109.1000.0114-E5-18
EM42	CBS20001109.1000.0114-E6-19
EM43	CBS20001109.1000.0114-E7-20
EM45	CBS20001109.1000.0114-E8-21
EM48	CBS20001109.1000.0114-E32-22
EM50	CBS20001109.1000.0114-E9-23
EM22	CBS20001109.1000.0114-E31-24
EM51	CBS20001109.1000.0114-E32-25
EM54	CBS20001109.1000.0114-E30-26
EM12	CBS20001109.1000.0114-E30-27
EM64	CBS20001109.1000.0114-E10-28
EM30	CBS20001109.1000.0114-E30-29
EM52	CBS20001109.1000.0114-E11-30
EM55	CBS20001109.1000.0114-E36-31
EM56	CBS20001109.1000.0114-E32-32
EM57	CBS20001109.1000.0114-E12-33
EM60	CBS20001109.1000.0114-E13-34
EM58	CBS20001109.1000.0114-E14-35
EM59	CBS20001109.1000.0114-E15-36
EM61	CBS20001109.1000.0114-E16-37
EM63	CBS20001109.1000.0114-E30-38
EM49	CBS20001109.1000.0114-E4-39
EM66	CBS20001109.1000.0114-E17-40
EM67	CBS20001109.1000.0114-E18-41
EM68	CBS20001109.1000.0114-E19-42
EM69	CBS20001109.1000.0114-E39-43
EM3	CBS20001109.1000.0114-E20-44
EM70	CBS20001109.1000.0114-E21-45
EM71	CBS20001109.1000.0114-E22-46
EM72	CBS20001109.1000.0114-E39-47
EM73	CBS20001109.1000.0114-E23-48
EM74	CBS20001109.1000.0114-E35-49
EM21	CBS20001109.1000.0114-E24-50
EM62	CBS20001109.1000.0114-E12-51
EM27	CBS20001109.1000.0114-E25-52
EM41	CBS20001109.1000.0114-E26-53
EM1	CBS20001109.1000.0114-E27-54
EM53	CBS20001109.1000.0114-E3-55
EM44	CBS20001109.1000.0114-E5-56
EM46	CBS20001109.1000.0114-E5-57
EM47	CBS20001109.1000.0114-E5-58
EM5	CBS20001109.1000.0114-E28-59
EM2	CBS20001109.1000.0114-E31-60
EM8	CBS20001109.1000.0114-E28-61
EM6	CBS20001109.1000.0114-E29-62
EM7	CBS20001109.1000.0114-E30-63
EM9	CBS20001109.1000.0114-E32-64
