CE5	CTS20001121.1300.0182-CE1
CE6	CTS20001121.1300.0182-CE2
CE7	CTS20001121.1300.0182-CE3
CE8	CTS20001121.1300.0182-CE4
CE9	CTS20001121.1300.0182-CE5
CE10	CTS20001121.1300.0182-CE6
CE11	CTS20001121.1300.0182-CE7
CE12	CTS20001121.1300.0182-CE8
CE13	CTS20001121.1300.0182-CE9
CE14	CTS20001121.1300.0182-CE10
CE15	CTS20001121.1300.0182-CE11
CE16	CTS20001121.1300.0182-CE12
CE18	CTS20001121.1300.0182-CE13
CE17	CTS20001121.1300.0182-CE14
CE1	CTS20001121.1300.0182-CE15
CE2	CTS20001121.1300.0182-CE16
CE3	CTS20001121.1300.0182-CE17
CE4	CTS20001121.1300.0182-CE18
E7	CTS20001121.1300.0182-E1
E8	CTS20001121.1300.0182-E2
E10	CTS20001121.1300.0182-E3
E11	CTS20001121.1300.0182-E4
E12	CTS20001121.1300.0182-E5
E14	CTS20001121.1300.0182-E6
E15	CTS20001121.1300.0182-E7
E16	CTS20001121.1300.0182-E8
E17	CTS20001121.1300.0182-E9
E18	CTS20001121.1300.0182-E10
E19	CTS20001121.1300.0182-E11
E20	CTS20001121.1300.0182-E12
E22	CTS20001121.1300.0182-E13
E23	CTS20001121.1300.0182-E14
E24	CTS20001121.1300.0182-E15
E1	CTS20001121.1300.0182-E16
E27	CTS20001121.1300.0182-E17
E28	CTS20001121.1300.0182-E18
E30	CTS20001121.1300.0182-E19
E31	CTS20001121.1300.0182-E20
E32	CTS20001121.1300.0182-E21
E2	CTS20001121.1300.0182-E22
E3	CTS20001121.1300.0182-E23
E4	CTS20001121.1300.0182-E24
E5	CTS20001121.1300.0182-E25
E6	CTS20001121.1300.0182-E26
EM1	CTS20001121.1300.0182-E16-1
EM25	CTS20001121.1300.0182-E25-2
EM27	CTS20001121.1300.0182-E16-3
EM28	CTS20001121.1300.0182-E25-4
EM29	CTS20001121.1300.0182-E25-5
EM30	CTS20001121.1300.0182-E1-6
EM31	CTS20001121.1300.0182-E2-7
EM41	CTS20001121.1300.0182-E16-8
EM80	CTS20001121.1300.0182-E25-9
EM33	CTS20001121.1300.0182-E16-10
EM34	CTS20001121.1300.0182-E16-11
EM35	CTS20001121.1300.0182-E3-12
EM36	CTS20001121.1300.0182-E24-13
EM37	CTS20001121.1300.0182-E4-14
EM38	CTS20001121.1300.0182-E16-15
EM39	CTS20001121.1300.0182-E16-16
EM40	CTS20001121.1300.0182-E5-17
EM42	CTS20001121.1300.0182-E5-18
EM43	CTS20001121.1300.0182-E6-19
EM44	CTS20001121.1300.0182-E6-20
EM45	CTS20001121.1300.0182-E16-21
EM46	CTS20001121.1300.0182-E25-22
EM47	CTS20001121.1300.0182-E7-23
EM48	CTS20001121.1300.0182-E25-24
EM49	CTS20001121.1300.0182-E8-25
EM50	CTS20001121.1300.0182-E9-26
EM54	CTS20001121.1300.0182-E8-27
EM55	CTS20001121.1300.0182-E8-28
EM51	CTS20001121.1300.0182-E25-29
EM53	CTS20001121.1300.0182-E25-30
EM52	CTS20001121.1300.0182-E10-31
EM56	CTS20001121.1300.0182-E8-32
EM57	CTS20001121.1300.0182-E25-33
EM58	CTS20001121.1300.0182-E16-34
EM59	CTS20001121.1300.0182-E11-35
EM60	CTS20001121.1300.0182-E25-36
EM61	CTS20001121.1300.0182-E12-37
EM62	CTS20001121.1300.0182-E25-38
EM63	CTS20001121.1300.0182-E16-39
EM64	CTS20001121.1300.0182-E6-40
EM65	CTS20001121.1300.0182-E25-41
EM66	CTS20001121.1300.0182-E16-42
