CE1	CNR20001218.1700.1295-CE1
CE2	CNR20001218.1700.1295-CE2
CE4	CNR20001218.1700.1295-CE3
CE5	CNR20001218.1700.1295-CE4
CE3	CNR20001218.1700.1295-CE5
CE6	CNR20001218.1700.1295-CE6
CE7	CNR20001218.1700.1295-CE7
CE8	CNR20001218.1700.1295-CE8
CE9	CNR20001218.1700.1295-CE9
E1	CNR20001218.1700.1295-E1
E6	CNR20001218.1700.1295-E2
E7	CNR20001218.1700.1295-E3
E8	CNR20001218.1700.1295-E4
E9	CNR20001218.1700.1295-E5
E10	CNR20001218.1700.1295-E6
E11	CNR20001218.1700.1295-E7
E12	CNR20001218.1700.1295-E8
E13	CNR20001218.1700.1295-E9
E14	CNR20001218.1700.1295-E10
EM1	CNR20001218.1700.1295-E1-1
EM2	CNR20001218.1700.1295-E2-2
EM3	CNR20001218.1700.1295-E3-3
EM5	CNR20001218.1700.1295-E4-4
EM4	CNR20001218.1700.1295-E5-5
EM6	CNR20001218.1700.1295-E6-6
EM7	CNR20001218.1700.1295-E7-7
EM8	CNR20001218.1700.1295-E2-8
EM9	CNR20001218.1700.1295-E8-9
EM10	CNR20001218.1700.1295-E9-10
EM11	CNR20001218.1700.1295-E10-11
R3	CNR20001218.1700.1295-R1
R4	CNR20001218.1700.1295-R2
R1	CNR20001218.1700.1295-R3
R2	CNR20001218.1700.1295-R4
RM3	CNR20001218.1700.1295-R1-1
RM4	CNR20001218.1700.1295-R2-1
RM1	CNR20001218.1700.1295-R3-1
RM2	CNR20001218.1700.1295-R4-1
Q2	CNR20001218.1700.1295-T1
Q3	CNR20001218.1700.1295-T2
Q1	CNR20001218.1700.1295-T3
