CE14	CNR20001203.1700.0075-CE1
CE15	CNR20001203.1700.0075-CE2
CE16	CNR20001203.1700.0075-CE3
CE17	CNR20001203.1700.0075-CE4
CE18	CNR20001203.1700.0075-CE5
CE7	CNR20001203.1700.0075-CE6
CE8	CNR20001203.1700.0075-CE7
CE9	CNR20001203.1700.0075-CE8
CE10	CNR20001203.1700.0075-CE9
CE11	CNR20001203.1700.0075-CE10
CE12	CNR20001203.1700.0075-CE11
CE19	CNR20001203.1700.0075-CE12
CE2	CNR20001203.1700.0075-CE13
CE1	CNR20001203.1700.0075-CE14
CE3	CNR20001203.1700.0075-CE15
CE4	CNR20001203.1700.0075-CE16
CE5	CNR20001203.1700.0075-CE17
CE6	CNR20001203.1700.0075-CE18
CE13	CNR20001203.1700.0075-CE19
E12	CNR20001203.1700.0075-E1
E13	CNR20001203.1700.0075-E2
E14	CNR20001203.1700.0075-E3
E15	CNR20001203.1700.0075-E4
E16	CNR20001203.1700.0075-E5
E24	CNR20001203.1700.0075-E6
E18	CNR20001203.1700.0075-E7
E19	CNR20001203.1700.0075-E8
E20	CNR20001203.1700.0075-E9
E21	CNR20001203.1700.0075-E10
E22	CNR20001203.1700.0075-E11
E23	CNR20001203.1700.0075-E12
E1	CNR20001203.1700.0075-E13
E2	CNR20001203.1700.0075-E14
E3	CNR20001203.1700.0075-E15
E4	CNR20001203.1700.0075-E16
E5	CNR20001203.1700.0075-E17
E6	CNR20001203.1700.0075-E18
E7	CNR20001203.1700.0075-E19
E8	CNR20001203.1700.0075-E20
E10	CNR20001203.1700.0075-E21
EM1	CNR20001203.1700.0075-E13-1
EM24	CNR20001203.1700.0075-E2-2
EM26	CNR20001203.1700.0075-E3-3
EM27	CNR20001203.1700.0075-E17-4
EM28	CNR20001203.1700.0075-E4-5
EM29	CNR20001203.1700.0075-E5-6
EM31	CNR20001203.1700.0075-E17-7
EM34	CNR20001203.1700.0075-E6-8
EM32	CNR20001203.1700.0075-E17-9
EM15	CNR20001203.1700.0075-E8-10
EM16	CNR20001203.1700.0075-E9-11
EM17	CNR20001203.1700.0075-E10-12
EM20	CNR20001203.1700.0075-E11-13
EM21	CNR20001203.1700.0075-E12-14
EM33	CNR20001203.1700.0075-E17-15
EM2	CNR20001203.1700.0075-E14-16
EM3	CNR20001203.1700.0075-E15-17
EM14	CNR20001203.1700.0075-E7-18
EM4	CNR20001203.1700.0075-E13-19
EM5	CNR20001203.1700.0075-E16-20
EM6	CNR20001203.1700.0075-E17-21
EM8	CNR20001203.1700.0075-E17-22
EM7	CNR20001203.1700.0075-E18-23
EM9	CNR20001203.1700.0075-E19-24
EM10	CNR20001203.1700.0075-E17-25
EM11	CNR20001203.1700.0075-E20-26
EM12	CNR20001203.1700.0075-E17-27
EM13	CNR20001203.1700.0075-E17-28
EM18	CNR20001203.1700.0075-E17-29
EM19	CNR20001203.1700.0075-E17-30
EM22	CNR20001203.1700.0075-E21-31
EM23	CNR20001203.1700.0075-E12-32
EM25	CNR20001203.1700.0075-E1-33
R1	CNR20001203.1700.0075-R1
R2	CNR20001203.1700.0075-R2
R3	CNR20001203.1700.0075-R3
R4	CNR20001203.1700.0075-R4
R5	CNR20001203.1700.0075-R5
R6	CNR20001203.1700.0075-R6
RM1	CNR20001203.1700.0075-R1-1
RM2	CNR20001203.1700.0075-R2-1
RM3	CNR20001203.1700.0075-R3-1
RM4	CNR20001203.1700.0075-R4-1
RM5	CNR20001203.1700.0075-R5-1
RM6	CNR20001203.1700.0075-R6-1
V1	CNR20001203.1700.0075-EV1
VM1	CNR20001203.1700.0075-EV1-1
Q1	CNR20001203.1700.0075-T1
Q2	CNR20001203.1700.0075-T2
Q3	CNR20001203.1700.0075-T3
Q4	CNR20001203.1700.0075-V1
Q5	CNR20001203.1700.0075-V2
Q6	CNR20001203.1700.0075-T4
Q8	CNR20001203.1700.0075-V3
Q9	CNR20001203.1700.0075-T5
Q10	CNR20001203.1700.0075-V4
Q11	CNR20001203.1700.0075-V5
Q12	CNR20001203.1700.0075-T6
Q13	CNR20001203.1700.0075-V6
Q7	CNR20001203.1700.0075-T7
QM4	CNR20001203.1700.0075-V1-1
QM5	CNR20001203.1700.0075-V2-1
QM8	CNR20001203.1700.0075-V3-1
QM10	CNR20001203.1700.0075-V4-1
QM11	CNR20001203.1700.0075-V5-1
QM13	CNR20001203.1700.0075-V6-1
