CE11	CNR20001218.1700.0890-CE1
CE12	CNR20001218.1700.0890-CE2
CE24	CNR20001218.1700.0890-CE3
CE15	CNR20001218.1700.0890-CE4
CE14	CNR20001218.1700.0890-CE5
CE17	CNR20001218.1700.0890-CE6
CE19	CNR20001218.1700.0890-CE7
CE20	CNR20001218.1700.0890-CE8
CE21	CNR20001218.1700.0890-CE9
CE23	CNR20001218.1700.0890-CE10
CE25	CNR20001218.1700.0890-CE11
CE18	CNR20001218.1700.0890-CE12
CE2	CNR20001218.1700.0890-CE13
CE1	CNR20001218.1700.0890-CE14
CE3	CNR20001218.1700.0890-CE15
CE4	CNR20001218.1700.0890-CE16
CE5	CNR20001218.1700.0890-CE17
CE7	CNR20001218.1700.0890-CE18
CE6	CNR20001218.1700.0890-CE19
CE26	CNR20001218.1700.0890-CE20
CE13	CNR20001218.1700.0890-CE21
CE9	CNR20001218.1700.0890-CE22
CE22	CNR20001218.1700.0890-CE23
CE10	CNR20001218.1700.0890-CE24
E13	CNR20001218.1700.0890-E1
E14	CNR20001218.1700.0890-E2
E37	CNR20001218.1700.0890-E3
E17	CNR20001218.1700.0890-E4
E18	CNR20001218.1700.0890-E5
E20	CNR20001218.1700.0890-E6
E36	CNR20001218.1700.0890-E7
E24	CNR20001218.1700.0890-E8
E25	CNR20001218.1700.0890-E9
E26	CNR20001218.1700.0890-E10
E28	CNR20001218.1700.0890-E11
E30	CNR20001218.1700.0890-E12
E32	CNR20001218.1700.0890-E13
E1	CNR20001218.1700.0890-E14
E2	CNR20001218.1700.0890-E15
E3	CNR20001218.1700.0890-E16
E5	CNR20001218.1700.0890-E17
E6	CNR20001218.1700.0890-E18
E33	CNR20001218.1700.0890-E19
E8	CNR20001218.1700.0890-E20
E9	CNR20001218.1700.0890-E21
E38	CNR20001218.1700.0890-E22
E34	CNR20001218.1700.0890-E23
E11	CNR20001218.1700.0890-E24
E12	CNR20001218.1700.0890-E25
EM1	CNR20001218.1700.0890-E14-1
EM13	CNR20001218.1700.0890-E1-2
EM14	CNR20001218.1700.0890-E2-3
EM15	CNR20001218.1700.0890-E4-4
EM16	CNR20001218.1700.0890-E5-5
EM19	CNR20001218.1700.0890-E5-6
EM20	CNR20001218.1700.0890-E6-7
EM29	CNR20001218.1700.0890-E3-8
EM21	CNR20001218.1700.0890-E7-9
EM24	CNR20001218.1700.0890-E8-10
EM25	CNR20001218.1700.0890-E9-11
EM26	CNR20001218.1700.0890-E10-12
EM27	CNR20001218.1700.0890-E11-13
EM31	CNR20001218.1700.0890-E12-14
EM22	CNR20001218.1700.0890-E13-15
EM2	CNR20001218.1700.0890-E15-16
EM3	CNR20001218.1700.0890-E16-17
EM17	CNR20001218.1700.0890-E19-18
EM33	CNR20001218.1700.0890-E13-19
EM4	CNR20001218.1700.0890-E17-20
EM6	CNR20001218.1700.0890-E20-21
EM7	CNR20001218.1700.0890-E21-22
EM18	CNR20001218.1700.0890-E22-23
EM9	CNR20001218.1700.0890-E17-24
EM28	CNR20001218.1700.0890-E23-25
EM30	CNR20001218.1700.0890-E3-26
EM12	CNR20001218.1700.0890-E25-27
EM5	CNR20001218.1700.0890-E18-28
EM10	CNR20001218.1700.0890-E18-29
EM11	CNR20001218.1700.0890-E24-30
R2	CNR20001218.1700.0890-R1
R4	CNR20001218.1700.0890-R2
R5	CNR20001218.1700.0890-R3
R6	CNR20001218.1700.0890-R4
R1	CNR20001218.1700.0890-R5
R10	CNR20001218.1700.0890-R6
R3	CNR20001218.1700.0890-R7
R8	CNR20001218.1700.0890-R8
R7	CNR20001218.1700.0890-R9
R11	CNR20001218.1700.0890-R10
R12	CNR20001218.1700.0890-R11
R13	CNR20001218.1700.0890-R12
R14	CNR20001218.1700.0890-R13
R9	CNR20001218.1700.0890-R14
RM2	CNR20001218.1700.0890-R1-1
RM4	CNR20001218.1700.0890-R2-1
RM5	CNR20001218.1700.0890-R3-1
RM6	CNR20001218.1700.0890-R4-1
RM10	CNR20001218.1700.0890-R6-1
RM1	CNR20001218.1700.0890-R5-1
RM11	CNR20001218.1700.0890-R10-1
RM3	CNR20001218.1700.0890-R7-1
RM8	CNR20001218.1700.0890-R8-1
RM7	CNR20001218.1700.0890-R9-1
RM12	CNR20001218.1700.0890-R11-1
RM13	CNR20001218.1700.0890-R12-1
RM14	CNR20001218.1700.0890-R13-1
RM9	CNR20001218.1700.0890-R14-1
V1	CNR20001218.1700.0890-EV1
V2	CNR20001218.1700.0890-EV2
VM1	CNR20001218.1700.0890-EV1-1
VM2	CNR20001218.1700.0890-EV2-1
Q1	CNR20001218.1700.0890-T1
Q2	CNR20001218.1700.0890-T2
Q3	CNR20001218.1700.0890-T3
Q4	CNR20001218.1700.0890-T4
