CE12	CNR20001010.1700.0924-CE1
CE3	CNR20001010.1700.0924-CE2
CE13	CNR20001010.1700.0924-CE3
CE14	CNR20001010.1700.0924-CE4
CE17	CNR20001010.1700.0924-CE5
CE18	CNR20001010.1700.0924-CE6
CE19	CNR20001010.1700.0924-CE7
CE20	CNR20001010.1700.0924-CE8
CE10	CNR20001010.1700.0924-CE9
CE21	CNR20001010.1700.0924-CE10
CE22	CNR20001010.1700.0924-CE11
CE23	CNR20001010.1700.0924-CE12
CE1	CNR20001010.1700.0924-CE13
CE2	CNR20001010.1700.0924-CE14
CE4	CNR20001010.1700.0924-CE15
CE5	CNR20001010.1700.0924-CE16
CE6	CNR20001010.1700.0924-CE17
CE7	CNR20001010.1700.0924-CE18
CE15	CNR20001010.1700.0924-CE19
CE8	CNR20001010.1700.0924-CE20
CE9	CNR20001010.1700.0924-CE21
CE11	CNR20001010.1700.0924-CE22
CE16	CNR20001010.1700.0924-CE23
E13	CNR20001010.1700.0924-E1
E25	CNR20001010.1700.0924-E2
E14	CNR20001010.1700.0924-E3
E15	CNR20001010.1700.0924-E4
E16	CNR20001010.1700.0924-E5
E17	CNR20001010.1700.0924-E6
E18	CNR20001010.1700.0924-E7
E19	CNR20001010.1700.0924-E8
E26	CNR20001010.1700.0924-E9
E21	CNR20001010.1700.0924-E10
E22	CNR20001010.1700.0924-E11
E23	CNR20001010.1700.0924-E12
E1	CNR20001010.1700.0924-E13
E2	CNR20001010.1700.0924-E14
E3	CNR20001010.1700.0924-E15
E4	CNR20001010.1700.0924-E16
E5	CNR20001010.1700.0924-E17
E6	CNR20001010.1700.0924-E18
E7	CNR20001010.1700.0924-E19
E24	CNR20001010.1700.0924-E20
E9	CNR20001010.1700.0924-E21
E10	CNR20001010.1700.0924-E22
E11	CNR20001010.1700.0924-E23
E12	CNR20001010.1700.0924-E24
EM1	CNR20001010.1700.0924-E13-1
EM19	CNR20001010.1700.0924-E1-2
EM21	CNR20001010.1700.0924-E3-3
EM22	CNR20001010.1700.0924-E4-4
EM24	CNR20001010.1700.0924-E23-5
EM25	CNR20001010.1700.0924-E24-6
EM14	CNR20001010.1700.0924-E9-7
EM27	CNR20001010.1700.0924-E5-8
EM28	CNR20001010.1700.0924-E17-9
EM29	CNR20001010.1700.0924-E19-10
EM30	CNR20001010.1700.0924-E6-11
EM31	CNR20001010.1700.0924-E7-12
EM32	CNR20001010.1700.0924-E8-13
EM18	CNR20001010.1700.0924-E21-14
EM33	CNR20001010.1700.0924-E8-15
EM35	CNR20001010.1700.0924-E6-16
EM36	CNR20001010.1700.0924-E10-17
EM37	CNR20001010.1700.0924-E17-18
EM38	CNR20001010.1700.0924-E19-19
EM39	CNR20001010.1700.0924-E17-20
EM40	CNR20001010.1700.0924-E19-21
EM41	CNR20001010.1700.0924-E11-22
EM42	CNR20001010.1700.0924-E11-23
EM43	CNR20001010.1700.0924-E19-24
EM44	CNR20001010.1700.0924-E17-25
EM9	CNR20001010.1700.0924-E17-26
EM16	CNR20001010.1700.0924-E17-27
EM20	CNR20001010.1700.0924-E17-28
EM26	CNR20001010.1700.0924-E17-29
EM45	CNR20001010.1700.0924-E17-30
EM46	CNR20001010.1700.0924-E19-31
EM47	CNR20001010.1700.0924-E12-32
EM48	CNR20001010.1700.0924-E19-33
EM49	CNR20001010.1700.0924-E18-34
EM50	CNR20001010.1700.0924-E19-35
EM34	CNR20001010.1700.0924-E6-36
EM2	CNR20001010.1700.0924-E14-37
EM3	CNR20001010.1700.0924-E15-38
EM5	CNR20001010.1700.0924-E16-39
EM6	CNR20001010.1700.0924-E17-40
EM7	CNR20001010.1700.0924-E18-41
EM8	CNR20001010.1700.0924-E19-42
EM23	CNR20001010.1700.0924-E20-43
EM10	CNR20001010.1700.0924-E21-44
EM11	CNR20001010.1700.0924-E22-45
EM12	CNR20001010.1700.0924-E17-46
EM13	CNR20001010.1700.0924-E23-47
EM15	CNR20001010.1700.0924-E17-48
EM4	CNR20001010.1700.0924-E2-49
EM17	CNR20001010.1700.0924-E23-50
R1	CNR20001010.1700.0924-R1
R2	CNR20001010.1700.0924-R2
R3	CNR20001010.1700.0924-R3
R4	CNR20001010.1700.0924-R4
R5	CNR20001010.1700.0924-R5
R6	CNR20001010.1700.0924-R6
R7	CNR20001010.1700.0924-R7
R8	CNR20001010.1700.0924-R8
R9	CNR20001010.1700.0924-R9
R18	CNR20001010.1700.0924-R10
R12	CNR20001010.1700.0924-R11
R13	CNR20001010.1700.0924-R12
R14	CNR20001010.1700.0924-R13
R15	CNR20001010.1700.0924-R14
R16	CNR20001010.1700.0924-R15
R17	CNR20001010.1700.0924-R16
RM18	CNR20001010.1700.0924-R10-1
RM1	CNR20001010.1700.0924-R1-1
RM2	CNR20001010.1700.0924-R2-1
RM3	CNR20001010.1700.0924-R10-2
RM4	CNR20001010.1700.0924-R4-1
RM5	CNR20001010.1700.0924-R5-1
RM6	CNR20001010.1700.0924-R6-1
RM7	CNR20001010.1700.0924-R4-2
RM8	CNR20001010.1700.0924-R8-1
RM9	CNR20001010.1700.0924-R10-3
RM12	CNR20001010.1700.0924-R10-4
RM13	CNR20001010.1700.0924-R10-5
RM14	CNR20001010.1700.0924-R10-6
RM15	CNR20001010.1700.0924-R14-1
RM16	CNR20001010.1700.0924-R15-1
RM17	CNR20001010.1700.0924-R16-1
V1	CNR20001010.1700.0924-EV1
V2	CNR20001010.1700.0924-EV2
VM1	CNR20001010.1700.0924-EV1-1
VM2	CNR20001010.1700.0924-EV2-1
Q1	CNR20001010.1700.0924-T1
Q2	CNR20001010.1700.0924-T2
Q3	CNR20001010.1700.0924-T3
Q4	CNR20001010.1700.0924-T4
Q5	CNR20001010.1700.0924-T5
Q6	CNR20001010.1700.0924-T6
Q9	CNR20001010.1700.0924-T7
Q8	CNR20001010.1700.0924-V1
Q7	CNR20001010.1700.0924-T8
Q10	CNR20001010.1700.0924-T9
Q12	CNR20001010.1700.0924-V2
Q13	CNR20001010.1700.0924-T10
Q14	CNR20001010.1700.0924-T11
Q16	CNR20001010.1700.0924-V3
Q17	CNR20001010.1700.0924-T12
Q18	CNR20001010.1700.0924-T13
Q20	CNR20001010.1700.0924-V4
