CE12	BACONSREBELLION_20050216.1618-CE1
CE1	BACONSREBELLION_20050216.1618-CE2
CE13	BACONSREBELLION_20050216.1618-CE3
CE2	BACONSREBELLION_20050216.1618-CE4
CE3	BACONSREBELLION_20050216.1618-CE5
CE4	BACONSREBELLION_20050216.1618-CE6
CE5	BACONSREBELLION_20050216.1618-CE7
CE6	BACONSREBELLION_20050216.1618-CE8
CE7	BACONSREBELLION_20050216.1618-CE9
CE8	BACONSREBELLION_20050216.1618-CE10
CE9	BACONSREBELLION_20050216.1618-CE11
CE10	BACONSREBELLION_20050216.1618-CE12
CE11	BACONSREBELLION_20050216.1618-CE13
E12	BACONSREBELLION_20050216.1618-E1
E15	BACONSREBELLION_20050216.1618-E2
E16	BACONSREBELLION_20050216.1618-E3
E1	BACONSREBELLION_20050216.1618-E4
E2	BACONSREBELLION_20050216.1618-E5
E3	BACONSREBELLION_20050216.1618-E6
E4	BACONSREBELLION_20050216.1618-E7
E5	BACONSREBELLION_20050216.1618-E8
E6	BACONSREBELLION_20050216.1618-E9
E7	BACONSREBELLION_20050216.1618-E10
E8	BACONSREBELLION_20050216.1618-E11
E9	BACONSREBELLION_20050216.1618-E12
E10	BACONSREBELLION_20050216.1618-E13
E11	BACONSREBELLION_20050216.1618-E14
EM15	BACONSREBELLION_20050216.1618-E1-1
EM17	BACONSREBELLION_20050216.1618-E1-2
EM21	BACONSREBELLION_20050216.1618-E3-3
EM13	BACONSREBELLION_20050216.1618-E2-4
EM19	BACONSREBELLION_20050216.1618-E11-5
EM20	BACONSREBELLION_20050216.1618-E13-6
EM18	BACONSREBELLION_20050216.1618-E12-7
EM1	BACONSREBELLION_20050216.1618-E4-8
EM2	BACONSREBELLION_20050216.1618-E5-9
EM3	BACONSREBELLION_20050216.1618-E6-10
EM4	BACONSREBELLION_20050216.1618-E7-11
EM5	BACONSREBELLION_20050216.1618-E8-12
EM6	BACONSREBELLION_20050216.1618-E9-13
EM7	BACONSREBELLION_20050216.1618-E10-14
EM8	BACONSREBELLION_20050216.1618-E11-15
EM9	BACONSREBELLION_20050216.1618-E12-16
EM10	BACONSREBELLION_20050216.1618-E5-17
EM11	BACONSREBELLION_20050216.1618-E13-18
EM12	BACONSREBELLION_20050216.1618-E5-19
EM14	BACONSREBELLION_20050216.1618-E14-20
EM16	BACONSREBELLION_20050216.1618-E5-21
R1	BACONSREBELLION_20050216.1618-R1
RM1	BACONSREBELLION_20050216.1618-R1-1
Q6	BACONSREBELLION_20050216.1618-T1
Q1	BACONSREBELLION_20050216.1618-T2
Q2	BACONSREBELLION_20050216.1618-T3
Q3	BACONSREBELLION_20050216.1618-T4
Q4	BACONSREBELLION_20050216.1618-T5
Q5	BACONSREBELLION_20050216.1618-T6
