CE10	MARKETVIEW_20041209.1401-CE1
CE1	MARKETVIEW_20041209.1401-CE2
CE12	MARKETVIEW_20041209.1401-CE3
CE13	MARKETVIEW_20041209.1401-CE4
CE14	MARKETVIEW_20041209.1401-CE5
CE15	MARKETVIEW_20041209.1401-CE6
CE16	MARKETVIEW_20041209.1401-CE7
CE17	MARKETVIEW_20041209.1401-CE8
CE9	MARKETVIEW_20041209.1401-CE9
CE2	MARKETVIEW_20041209.1401-CE10
CE11	MARKETVIEW_20041209.1401-CE11
CE4	MARKETVIEW_20041209.1401-CE12
CE5	MARKETVIEW_20041209.1401-CE13
CE6	MARKETVIEW_20041209.1401-CE14
CE7	MARKETVIEW_20041209.1401-CE15
CE3	MARKETVIEW_20041209.1401-CE16
CE8	MARKETVIEW_20041209.1401-CE17
E15	MARKETVIEW_20041209.1401-E1
E17	MARKETVIEW_20041209.1401-E2
E18	MARKETVIEW_20041209.1401-E3
E19	MARKETVIEW_20041209.1401-E4
E20	MARKETVIEW_20041209.1401-E5
E21	MARKETVIEW_20041209.1401-E6
E22	MARKETVIEW_20041209.1401-E7
E23	MARKETVIEW_20041209.1401-E8
E25	MARKETVIEW_20041209.1401-E9
E13	MARKETVIEW_20041209.1401-E10
E2	MARKETVIEW_20041209.1401-E11
E3	MARKETVIEW_20041209.1401-E12
E4	MARKETVIEW_20041209.1401-E13
E24	MARKETVIEW_20041209.1401-E14
E6	MARKETVIEW_20041209.1401-E15
E7	MARKETVIEW_20041209.1401-E16
E8	MARKETVIEW_20041209.1401-E17
E9	MARKETVIEW_20041209.1401-E18
E10	MARKETVIEW_20041209.1401-E19
E11	MARKETVIEW_20041209.1401-E20
E12	MARKETVIEW_20041209.1401-E21
EM19	MARKETVIEW_20041209.1401-E14-1
EM18	MARKETVIEW_20041209.1401-E1-2
EM20	MARKETVIEW_20041209.1401-E2-3
EM21	MARKETVIEW_20041209.1401-E11-4
EM22	MARKETVIEW_20041209.1401-E18-5
EM23	MARKETVIEW_20041209.1401-E19-6
EM25	MARKETVIEW_20041209.1401-E11-7
EM26	MARKETVIEW_20041209.1401-E3-8
EM28	MARKETVIEW_20041209.1401-E18-9
EM29	MARKETVIEW_20041209.1401-E18-10
EM30	MARKETVIEW_20041209.1401-E18-11
EM31	MARKETVIEW_20041209.1401-E11-12
EM32	MARKETVIEW_20041209.1401-E18-13
EM33	MARKETVIEW_20041209.1401-E11-14
EM34	MARKETVIEW_20041209.1401-E4-15
EM35	MARKETVIEW_20041209.1401-E11-16
EM36	MARKETVIEW_20041209.1401-E20-17
EM5	MARKETVIEW_20041209.1401-E20-18
EM37	MARKETVIEW_20041209.1401-E18-19
EM38	MARKETVIEW_20041209.1401-E5-20
EM39	MARKETVIEW_20041209.1401-E5-21
EM40	MARKETVIEW_20041209.1401-E5-22
EM41	MARKETVIEW_20041209.1401-E6-23
EM42	MARKETVIEW_20041209.1401-E5-24
EM43	MARKETVIEW_20041209.1401-E5-25
EM44	MARKETVIEW_20041209.1401-E18-26
EM45	MARKETVIEW_20041209.1401-E5-27
EM46	MARKETVIEW_20041209.1401-E7-28
EM47	MARKETVIEW_20041209.1401-E8-29
EM48	MARKETVIEW_20041209.1401-E20-30
EM49	MARKETVIEW_20041209.1401-E9-31
EM24	MARKETVIEW_20041209.1401-E11-32
EM27	MARKETVIEW_20041209.1401-E11-33
EM1	MARKETVIEW_20041209.1401-E11-34
EM3	MARKETVIEW_20041209.1401-E12-35
EM4	MARKETVIEW_20041209.1401-E13-36
EM6	MARKETVIEW_20041209.1401-E15-37
EM7	MARKETVIEW_20041209.1401-E16-38
EM8	MARKETVIEW_20041209.1401-E17-39
EM2	MARKETVIEW_20041209.1401-E11-40
EM9	MARKETVIEW_20041209.1401-E11-41
EM10	MARKETVIEW_20041209.1401-E18-42
EM11	MARKETVIEW_20041209.1401-E18-43
EM12	MARKETVIEW_20041209.1401-E19-44
EM13	MARKETVIEW_20041209.1401-E20-45
EM14	MARKETVIEW_20041209.1401-E21-46
EM15	MARKETVIEW_20041209.1401-E21-47
EM17	MARKETVIEW_20041209.1401-E10-48
EM16	MARKETVIEW_20041209.1401-E10-49
R3	MARKETVIEW_20041209.1401-R1
R4	MARKETVIEW_20041209.1401-R2
R1	MARKETVIEW_20041209.1401-R3
R2	MARKETVIEW_20041209.1401-R4
RM1	MARKETVIEW_20041209.1401-R3-1
RM3	MARKETVIEW_20041209.1401-R1-1
RM4	MARKETVIEW_20041209.1401-R3-2
RM2	MARKETVIEW_20041209.1401-R4-1
V1	MARKETVIEW_20041209.1401-EV1
V2	MARKETVIEW_20041209.1401-EV2
V3	MARKETVIEW_20041209.1401-EV3
V4	MARKETVIEW_20041209.1401-EV4
V5	MARKETVIEW_20041209.1401-EV5
V6	MARKETVIEW_20041209.1401-EV6
V7	MARKETVIEW_20041209.1401-EV7
VM1	MARKETVIEW_20041209.1401-EV1-1
VM2	MARKETVIEW_20041209.1401-EV2-1
VM3	MARKETVIEW_20041209.1401-EV3-1
VM4	MARKETVIEW_20041209.1401-EV4-1
VM5	MARKETVIEW_20041209.1401-EV5-1
VM6	MARKETVIEW_20041209.1401-EV6-1
VM7	MARKETVIEW_20041209.1401-EV7-1
Q2	MARKETVIEW_20041209.1401-T1
Q3	MARKETVIEW_20041209.1401-T2
Q9	MARKETVIEW_20041209.1401-T3
Q1	MARKETVIEW_20041209.1401-T4
Q4	MARKETVIEW_20041209.1401-V1
Q5	MARKETVIEW_20041209.1401-V2
Q6	MARKETVIEW_20041209.1401-V3
Q7	MARKETVIEW_20041209.1401-V4
Q8	MARKETVIEW_20041209.1401-V5
Q10	MARKETVIEW_20041209.1401-T5
Q11	MARKETVIEW_20041209.1401-T6
Q12	MARKETVIEW_20041209.1401-T7
Q13	MARKETVIEW_20041209.1401-T8
QM4	MARKETVIEW_20041209.1401-V1-1
QM5	MARKETVIEW_20041209.1401-V2-1
QM6	MARKETVIEW_20041209.1401-V3-1
QM7	MARKETVIEW_20041209.1401-V4-1
QM8	MARKETVIEW_20041209.1401-V5-1
