CE12	MARKETVIEW_20050217.2115-CE1
CE2	MARKETVIEW_20050217.2115-CE2
CE3	MARKETVIEW_20050217.2115-CE3
CE4	MARKETVIEW_20050217.2115-CE4
CE5	MARKETVIEW_20050217.2115-CE5
CE6	MARKETVIEW_20050217.2115-CE6
CE7	MARKETVIEW_20050217.2115-CE7
CE8	MARKETVIEW_20050217.2115-CE8
CE9	MARKETVIEW_20050217.2115-CE9
CE10	MARKETVIEW_20050217.2115-CE10
CE11	MARKETVIEW_20050217.2115-CE11
CE1	MARKETVIEW_20050217.2115-CE12
E13	MARKETVIEW_20050217.2115-E1
E2	MARKETVIEW_20050217.2115-E2
E3	MARKETVIEW_20050217.2115-E3
E4	MARKETVIEW_20050217.2115-E4
E5	MARKETVIEW_20050217.2115-E5
E6	MARKETVIEW_20050217.2115-E6
E7	MARKETVIEW_20050217.2115-E7
E8	MARKETVIEW_20050217.2115-E8
E9	MARKETVIEW_20050217.2115-E9
E10	MARKETVIEW_20050217.2115-E10
E11	MARKETVIEW_20050217.2115-E11
E12	MARKETVIEW_20050217.2115-E12
EM17	MARKETVIEW_20050217.2115-E1-1
EM3	MARKETVIEW_20050217.2115-E2-2
EM4	MARKETVIEW_20050217.2115-E3-3
EM5	MARKETVIEW_20050217.2115-E2-4
EM6	MARKETVIEW_20050217.2115-E4-5
EM7	MARKETVIEW_20050217.2115-E2-6
EM8	MARKETVIEW_20050217.2115-E5-7
EM9	MARKETVIEW_20050217.2115-E5-8
EM10	MARKETVIEW_20050217.2115-E6-9
EM11	MARKETVIEW_20050217.2115-E7-10
EM12	MARKETVIEW_20050217.2115-E2-11
EM13	MARKETVIEW_20050217.2115-E8-12
EM14	MARKETVIEW_20050217.2115-E9-13
EM15	MARKETVIEW_20050217.2115-E10-14
EM16	MARKETVIEW_20050217.2115-E11-15
EM1	MARKETVIEW_20050217.2115-E12-16
EM2	MARKETVIEW_20050217.2115-E12-17
R1	MARKETVIEW_20050217.2115-R1
RM1	MARKETVIEW_20050217.2115-R1-1
Q1	MARKETVIEW_20050217.2115-T1
Q2	MARKETVIEW_20050217.2115-T2
Q3	MARKETVIEW_20050217.2115-T3
Q5	MARKETVIEW_20050217.2115-T4
