CE9	MARKBACKER_20050103.0829-CE1
CE10	MARKBACKER_20050103.0829-CE2
CE11	MARKBACKER_20050103.0829-CE3
CE12	MARKBACKER_20050103.0829-CE4
CE14	MARKBACKER_20050103.0829-CE5
CE7	MARKBACKER_20050103.0829-CE6
CE15	MARKBACKER_20050103.0829-CE7
CE16	MARKBACKER_20050103.0829-CE8
CE17	MARKBACKER_20050103.0829-CE9
CE18	MARKBACKER_20050103.0829-CE10
CE19	MARKBACKER_20050103.0829-CE11
CE20	MARKBACKER_20050103.0829-CE12
CE21	MARKBACKER_20050103.0829-CE13
CE22	MARKBACKER_20050103.0829-CE14
CE24	MARKBACKER_20050103.0829-CE15
CE5	MARKBACKER_20050103.0829-CE16
CE1	MARKBACKER_20050103.0829-CE17
CE13	MARKBACKER_20050103.0829-CE18
CE23	MARKBACKER_20050103.0829-CE19
CE8	MARKBACKER_20050103.0829-CE20
CE3	MARKBACKER_20050103.0829-CE21
CE2	MARKBACKER_20050103.0829-CE22
CE4	MARKBACKER_20050103.0829-CE23
CE6	MARKBACKER_20050103.0829-CE24
E6	MARKBACKER_20050103.0829-E1
E8	MARKBACKER_20050103.0829-E2
E9	MARKBACKER_20050103.0829-E3
E10	MARKBACKER_20050103.0829-E4
E11	MARKBACKER_20050103.0829-E5
E12	MARKBACKER_20050103.0829-E6
E13	MARKBACKER_20050103.0829-E7
E14	MARKBACKER_20050103.0829-E8
E15	MARKBACKER_20050103.0829-E9
E16	MARKBACKER_20050103.0829-E10
E17	MARKBACKER_20050103.0829-E11
E18	MARKBACKER_20050103.0829-E12
E19	MARKBACKER_20050103.0829-E13
E20	MARKBACKER_20050103.0829-E14
E1	MARKBACKER_20050103.0829-E15
E23	MARKBACKER_20050103.0829-E16
E24	MARKBACKER_20050103.0829-E17
E27	MARKBACKER_20050103.0829-E18
E28	MARKBACKER_20050103.0829-E19
E29	MARKBACKER_20050103.0829-E20
E2	MARKBACKER_20050103.0829-E21
E3	MARKBACKER_20050103.0829-E22
E4	MARKBACKER_20050103.0829-E23
E5	MARKBACKER_20050103.0829-E24
EM1	MARKBACKER_20050103.0829-E15-1
EM20	MARKBACKER_20050103.0829-E1-2
EM19	MARKBACKER_20050103.0829-E1-3
EM22	MARKBACKER_20050103.0829-E1-4
EM24	MARKBACKER_20050103.0829-E2-5
EM25	MARKBACKER_20050103.0829-E3-6
EM27	MARKBACKER_20050103.0829-E4-7
EM28	MARKBACKER_20050103.0829-E2-8
EM29	MARKBACKER_20050103.0829-E15-9
