CE10	AGGRESSIVEVOICEDAILY_20041226.1712-CE1
CE11	AGGRESSIVEVOICEDAILY_20041226.1712-CE2
CE12	AGGRESSIVEVOICEDAILY_20041226.1712-CE3
CE13	AGGRESSIVEVOICEDAILY_20041226.1712-CE4
CE1	AGGRESSIVEVOICEDAILY_20041226.1712-CE5
CE2	AGGRESSIVEVOICEDAILY_20041226.1712-CE6
CE3	AGGRESSIVEVOICEDAILY_20041226.1712-CE7
CE4	AGGRESSIVEVOICEDAILY_20041226.1712-CE8
CE5	AGGRESSIVEVOICEDAILY_20041226.1712-CE9
CE6	AGGRESSIVEVOICEDAILY_20041226.1712-CE10
CE7	AGGRESSIVEVOICEDAILY_20041226.1712-CE11
CE8	AGGRESSIVEVOICEDAILY_20041226.1712-CE12
CE9	AGGRESSIVEVOICEDAILY_20041226.1712-CE13
E12	AGGRESSIVEVOICEDAILY_20041226.1712-E1
E13	AGGRESSIVEVOICEDAILY_20041226.1712-E2
E14	AGGRESSIVEVOICEDAILY_20041226.1712-E3
E15	AGGRESSIVEVOICEDAILY_20041226.1712-E4
E1	AGGRESSIVEVOICEDAILY_20041226.1712-E5
E2	AGGRESSIVEVOICEDAILY_20041226.1712-E6
E3	AGGRESSIVEVOICEDAILY_20041226.1712-E7
E4	AGGRESSIVEVOICEDAILY_20041226.1712-E8
E5	AGGRESSIVEVOICEDAILY_20041226.1712-E9
E6	AGGRESSIVEVOICEDAILY_20041226.1712-E10
E7	AGGRESSIVEVOICEDAILY_20041226.1712-E11
E16	AGGRESSIVEVOICEDAILY_20041226.1712-E12
E9	AGGRESSIVEVOICEDAILY_20041226.1712-E13
E10	AGGRESSIVEVOICEDAILY_20041226.1712-E14
E11	AGGRESSIVEVOICEDAILY_20041226.1712-E15
EM1	AGGRESSIVEVOICEDAILY_20041226.1712-E5-1
EM20	AGGRESSIVEVOICEDAILY_20041226.1712-E1-2
EM21	AGGRESSIVEVOICEDAILY_20041226.1712-E11-3
EM22	AGGRESSIVEVOICEDAILY_20041226.1712-E2-4
EM23	AGGRESSIVEVOICEDAILY_20041226.1712-E3-5
EM24	AGGRESSIVEVOICEDAILY_20041226.1712-E4-6
EM25	AGGRESSIVEVOICEDAILY_20041226.1712-E11-7
EM26	AGGRESSIVEVOICEDAILY_20041226.1712-E8-8
EM2	AGGRESSIVEVOICEDAILY_20041226.1712-E6-9
EM3	AGGRESSIVEVOICEDAILY_20041226.1712-E7-10
EM4	AGGRESSIVEVOICEDAILY_20041226.1712-E8-11
EM5	AGGRESSIVEVOICEDAILY_20041226.1712-E5-12
EM6	AGGRESSIVEVOICEDAILY_20041226.1712-E5-13
EM7	AGGRESSIVEVOICEDAILY_20041226.1712-E9-14
EM8	AGGRESSIVEVOICEDAILY_20041226.1712-E5-15
EM9	AGGRESSIVEVOICEDAILY_20041226.1712-E5-16
EM10	AGGRESSIVEVOICEDAILY_20041226.1712-E10-17
EM11	AGGRESSIVEVOICEDAILY_20041226.1712-E6-18
EM12	AGGRESSIVEVOICEDAILY_20041226.1712-E11-19
EM14	AGGRESSIVEVOICEDAILY_20041226.1712-E12-20
EM13	AGGRESSIVEVOICEDAILY_20041226.1712-E11-21
EM15	AGGRESSIVEVOICEDAILY_20041226.1712-E13-22
EM16	AGGRESSIVEVOICEDAILY_20041226.1712-E11-23
EM17	AGGRESSIVEVOICEDAILY_20041226.1712-E11-24
EM18	AGGRESSIVEVOICEDAILY_20041226.1712-E14-25
EM19	AGGRESSIVEVOICEDAILY_20041226.1712-E15-26
R2	AGGRESSIVEVOICEDAILY_20041226.1712-R1
R3	AGGRESSIVEVOICEDAILY_20041226.1712-R2
R4	AGGRESSIVEVOICEDAILY_20041226.1712-R3
R5	AGGRESSIVEVOICEDAILY_20041226.1712-R4
R1	AGGRESSIVEVOICEDAILY_20041226.1712-R5
RM2	AGGRESSIVEVOICEDAILY_20041226.1712-R1-1
RM3	AGGRESSIVEVOICEDAILY_20041226.1712-R2-1
RM4	AGGRESSIVEVOICEDAILY_20041226.1712-R3-1
RM4	AGGRESSIVEVOICEDAILY_20041226.1712-R4-1
RM1	AGGRESSIVEVOICEDAILY_20041226.1712-R5-1
V1	AGGRESSIVEVOICEDAILY_20041226.1712-EV1
V2	AGGRESSIVEVOICEDAILY_20041226.1712-EV2
VM1	AGGRESSIVEVOICEDAILY_20041226.1712-EV1-1
VM2	AGGRESSIVEVOICEDAILY_20041226.1712-EV2-1
Q1	AGGRESSIVEVOICEDAILY_20041226.1712-T1
Q2	AGGRESSIVEVOICEDAILY_20041226.1712-T2
Q3	AGGRESSIVEVOICEDAILY_20041226.1712-T3
Q4	AGGRESSIVEVOICEDAILY_20041226.1712-T4
Q5	AGGRESSIVEVOICEDAILY_20041226.1712-T5
Q6	AGGRESSIVEVOICEDAILY_20041226.1712-T6
Q7	AGGRESSIVEVOICEDAILY_20041226.1712-T7
Q8	AGGRESSIVEVOICEDAILY_20041226.1712-T8
Q9	AGGRESSIVEVOICEDAILY_20041226.1712-T9
