CE3	FLOPPINGACES_20041117.2002.024-CE1
CE16	FLOPPINGACES_20041117.2002.024-CE2
CE17	FLOPPINGACES_20041117.2002.024-CE3
CE18	FLOPPINGACES_20041117.2002.024-CE4
CE19	FLOPPINGACES_20041117.2002.024-CE5
CE4	FLOPPINGACES_20041117.2002.024-CE6
CE20	FLOPPINGACES_20041117.2002.024-CE7
CE6	FLOPPINGACES_20041117.2002.024-CE8
CE21	FLOPPINGACES_20041117.2002.024-CE9
CE22	FLOPPINGACES_20041117.2002.024-CE10
CE2	FLOPPINGACES_20041117.2002.024-CE11
CE23	FLOPPINGACES_20041117.2002.024-CE12
CE24	FLOPPINGACES_20041117.2002.024-CE13
CE25	FLOPPINGACES_20041117.2002.024-CE14
CE26	FLOPPINGACES_20041117.2002.024-CE15
CE12	FLOPPINGACES_20041117.2002.024-CE16
CE7	FLOPPINGACES_20041117.2002.024-CE17
CE27	FLOPPINGACES_20041117.2002.024-CE18
CE28	FLOPPINGACES_20041117.2002.024-CE19
CE29	FLOPPINGACES_20041117.2002.024-CE20
CE30	FLOPPINGACES_20041117.2002.024-CE21
CE8	FLOPPINGACES_20041117.2002.024-CE22
CE31	FLOPPINGACES_20041117.2002.024-CE23
CE32	FLOPPINGACES_20041117.2002.024-CE24
CE33	FLOPPINGACES_20041117.2002.024-CE25
CE34	FLOPPINGACES_20041117.2002.024-CE26
CE35	FLOPPINGACES_20041117.2002.024-CE27
CE36	FLOPPINGACES_20041117.2002.024-CE28
CE37	FLOPPINGACES_20041117.2002.024-CE29
CE38	FLOPPINGACES_20041117.2002.024-CE30
CE39	FLOPPINGACES_20041117.2002.024-CE31
CE9	FLOPPINGACES_20041117.2002.024-CE32
CE5	FLOPPINGACES_20041117.2002.024-CE33
CE1	FLOPPINGACES_20041117.2002.024-CE34
CE10	FLOPPINGACES_20041117.2002.024-CE35
CE11	FLOPPINGACES_20041117.2002.024-CE36
CE13	FLOPPINGACES_20041117.2002.024-CE37
CE14	FLOPPINGACES_20041117.2002.024-CE38
CE15	FLOPPINGACES_20041117.2002.024-CE39
E11	FLOPPINGACES_20041117.2002.024-E1
E12	FLOPPINGACES_20041117.2002.024-E2
E14	FLOPPINGACES_20041117.2002.024-E3
E15	FLOPPINGACES_20041117.2002.024-E4
E17	FLOPPINGACES_20041117.2002.024-E5
E18	FLOPPINGACES_20041117.2002.024-E6
E20	FLOPPINGACES_20041117.2002.024-E7
E21	FLOPPINGACES_20041117.2002.024-E8
E93	FLOPPINGACES_20041117.2002.024-E9
E23	FLOPPINGACES_20041117.2002.024-E10
E24	FLOPPINGACES_20041117.2002.024-E11
E25	FLOPPINGACES_20041117.2002.024-E12
E26	FLOPPINGACES_20041117.2002.024-E13
E27	FLOPPINGACES_20041117.2002.024-E14
E29	FLOPPINGACES_20041117.2002.024-E15
E30	FLOPPINGACES_20041117.2002.024-E16
E31	FLOPPINGACES_20041117.2002.024-E17
E33	FLOPPINGACES_20041117.2002.024-E18
E34	FLOPPINGACES_20041117.2002.024-E19
E35	FLOPPINGACES_20041117.2002.024-E20
E36	FLOPPINGACES_20041117.2002.024-E21
E1	FLOPPINGACES_20041117.2002.024-E22
E37	FLOPPINGACES_20041117.2002.024-E23
E38	FLOPPINGACES_20041117.2002.024-E24
E41	FLOPPINGACES_20041117.2002.024-E25
E42	FLOPPINGACES_20041117.2002.024-E26
E43	FLOPPINGACES_20041117.2002.024-E27
E44	FLOPPINGACES_20041117.2002.024-E28
E48	FLOPPINGACES_20041117.2002.024-E29
E49	FLOPPINGACES_20041117.2002.024-E30
E50	FLOPPINGACES_20041117.2002.024-E31
E51	FLOPPINGACES_20041117.2002.024-E32
E52	FLOPPINGACES_20041117.2002.024-E33
E54	FLOPPINGACES_20041117.2002.024-E34
E55	FLOPPINGACES_20041117.2002.024-E35
E56	FLOPPINGACES_20041117.2002.024-E36
E58	FLOPPINGACES_20041117.2002.024-E37
E60	FLOPPINGACES_20041117.2002.024-E38
E62	FLOPPINGACES_20041117.2002.024-E39
E63	FLOPPINGACES_20041117.2002.024-E40
E64	FLOPPINGACES_20041117.2002.024-E41
E65	FLOPPINGACES_20041117.2002.024-E42
E67	FLOPPINGACES_20041117.2002.024-E43
E68	FLOPPINGACES_20041117.2002.024-E44
E69	FLOPPINGACES_20041117.2002.024-E45
E70	FLOPPINGACES_20041117.2002.024-E46
E71	FLOPPINGACES_20041117.2002.024-E47
E2	FLOPPINGACES_20041117.2002.024-E48
E76	FLOPPINGACES_20041117.2002.024-E49
E78	FLOPPINGACES_20041117.2002.024-E50
E80	FLOPPINGACES_20041117.2002.024-E51
E81	FLOPPINGACES_20041117.2002.024-E52
E82	FLOPPINGACES_20041117.2002.024-E53
E84	FLOPPINGACES_20041117.2002.024-E54
E85	FLOPPINGACES_20041117.2002.024-E55
E86	FLOPPINGACES_20041117.2002.024-E56
E87	FLOPPINGACES_20041117.2002.024-E57
E3	FLOPPINGACES_20041117.2002.024-E58
E4	FLOPPINGACES_20041117.2002.024-E59
E89	FLOPPINGACES_20041117.2002.024-E60
E6	FLOPPINGACES_20041117.2002.024-E61
