CE16	AGGRESSIVEVOICEDAILY_20041101.1806-CE1
CE17	AGGRESSIVEVOICEDAILY_20041101.1806-CE2
CE18	AGGRESSIVEVOICEDAILY_20041101.1806-CE3
CE19	AGGRESSIVEVOICEDAILY_20041101.1806-CE4
CE21	AGGRESSIVEVOICEDAILY_20041101.1806-CE5
CE20	AGGRESSIVEVOICEDAILY_20041101.1806-CE6
CE1	AGGRESSIVEVOICEDAILY_20041101.1806-CE7
CE22	AGGRESSIVEVOICEDAILY_20041101.1806-CE8
CE23	AGGRESSIVEVOICEDAILY_20041101.1806-CE9
CE24	AGGRESSIVEVOICEDAILY_20041101.1806-CE10
CE25	AGGRESSIVEVOICEDAILY_20041101.1806-CE11
CE26	AGGRESSIVEVOICEDAILY_20041101.1806-CE12
CE27	AGGRESSIVEVOICEDAILY_20041101.1806-CE13
CE28	AGGRESSIVEVOICEDAILY_20041101.1806-CE14
CE29	AGGRESSIVEVOICEDAILY_20041101.1806-CE15
CE30	AGGRESSIVEVOICEDAILY_20041101.1806-CE16
CE31	AGGRESSIVEVOICEDAILY_20041101.1806-CE17
CE32	AGGRESSIVEVOICEDAILY_20041101.1806-CE18
CE34	AGGRESSIVEVOICEDAILY_20041101.1806-CE19
CE35	AGGRESSIVEVOICEDAILY_20041101.1806-CE20
CE36	AGGRESSIVEVOICEDAILY_20041101.1806-CE21
CE37	AGGRESSIVEVOICEDAILY_20041101.1806-CE22
CE5	AGGRESSIVEVOICEDAILY_20041101.1806-CE23
CE38	AGGRESSIVEVOICEDAILY_20041101.1806-CE24
CE39	AGGRESSIVEVOICEDAILY_20041101.1806-CE25
CE40	AGGRESSIVEVOICEDAILY_20041101.1806-CE26
CE41	AGGRESSIVEVOICEDAILY_20041101.1806-CE27
CE4	AGGRESSIVEVOICEDAILY_20041101.1806-CE28
CE2	AGGRESSIVEVOICEDAILY_20041101.1806-CE29
CE33	AGGRESSIVEVOICEDAILY_20041101.1806-CE30
CE6	AGGRESSIVEVOICEDAILY_20041101.1806-CE31
CE7	AGGRESSIVEVOICEDAILY_20041101.1806-CE32
