CE14	AGGRESSIVEVOICEDAILY_20050224.2252-CE1
CE15	AGGRESSIVEVOICEDAILY_20050224.2252-CE2
CE16	AGGRESSIVEVOICEDAILY_20050224.2252-CE3
CE8	AGGRESSIVEVOICEDAILY_20050224.2252-CE4
CE7	AGGRESSIVEVOICEDAILY_20050224.2252-CE5
CE17	AGGRESSIVEVOICEDAILY_20050224.2252-CE6
CE18	AGGRESSIVEVOICEDAILY_20050224.2252-CE7
CE19	AGGRESSIVEVOICEDAILY_20050224.2252-CE8
CE20	AGGRESSIVEVOICEDAILY_20050224.2252-CE9
CE21	AGGRESSIVEVOICEDAILY_20050224.2252-CE10
CE22	AGGRESSIVEVOICEDAILY_20050224.2252-CE11
CE5	AGGRESSIVEVOICEDAILY_20050224.2252-CE12
CE23	AGGRESSIVEVOICEDAILY_20050224.2252-CE13
CE24	AGGRESSIVEVOICEDAILY_20050224.2252-CE14
CE2	AGGRESSIVEVOICEDAILY_20050224.2252-CE15
CE3	AGGRESSIVEVOICEDAILY_20050224.2252-CE16
CE9	AGGRESSIVEVOICEDAILY_20050224.2252-CE17
CE6	AGGRESSIVEVOICEDAILY_20050224.2252-CE18
CE10	AGGRESSIVEVOICEDAILY_20050224.2252-CE19
CE11	AGGRESSIVEVOICEDAILY_20050224.2252-CE20
CE1	AGGRESSIVEVOICEDAILY_20050224.2252-CE21
CE12	AGGRESSIVEVOICEDAILY_20050224.2252-CE22
CE13	AGGRESSIVEVOICEDAILY_20050224.2252-CE23
CE4	AGGRESSIVEVOICEDAILY_20050224.2252-CE24
E17	AGGRESSIVEVOICEDAILY_20050224.2252-E1
E18	AGGRESSIVEVOICEDAILY_20050224.2252-E2
E19	AGGRESSIVEVOICEDAILY_20050224.2252-E3
E20	AGGRESSIVEVOICEDAILY_20050224.2252-E4
E22	AGGRESSIVEVOICEDAILY_20050224.2252-E5
E25	AGGRESSIVEVOICEDAILY_20050224.2252-E6
E26	AGGRESSIVEVOICEDAILY_20050224.2252-E7
E27	AGGRESSIVEVOICEDAILY_20050224.2252-E8
E28	AGGRESSIVEVOICEDAILY_20050224.2252-E9
E29	AGGRESSIVEVOICEDAILY_20050224.2252-E10
E30	AGGRESSIVEVOICEDAILY_20050224.2252-E11
E31	AGGRESSIVEVOICEDAILY_20050224.2252-E12
E32	AGGRESSIVEVOICEDAILY_20050224.2252-E13
E34	AGGRESSIVEVOICEDAILY_20050224.2252-E14
E35	AGGRESSIVEVOICEDAILY_20050224.2252-E15
E36	AGGRESSIVEVOICEDAILY_20050224.2252-E16
E37	AGGRESSIVEVOICEDAILY_20050224.2252-E17
E38	AGGRESSIVEVOICEDAILY_20050224.2252-E18
E39	AGGRESSIVEVOICEDAILY_20050224.2252-E19
E1	AGGRESSIVEVOICEDAILY_20050224.2252-E20
E46	AGGRESSIVEVOICEDAILY_20050224.2252-E21
E41	AGGRESSIVEVOICEDAILY_20050224.2252-E22
E47	AGGRESSIVEVOICEDAILY_20050224.2252-E23
E3	AGGRESSIVEVOICEDAILY_20050224.2252-E24
E4	AGGRESSIVEVOICEDAILY_20050224.2252-E25
E5	AGGRESSIVEVOICEDAILY_20050224.2252-E26
E8	AGGRESSIVEVOICEDAILY_20050224.2252-E27
E9	AGGRESSIVEVOICEDAILY_20050224.2252-E28
E10	AGGRESSIVEVOICEDAILY_20050224.2252-E29
E11	AGGRESSIVEVOICEDAILY_20050224.2252-E30
E12	AGGRESSIVEVOICEDAILY_20050224.2252-E31
E14	AGGRESSIVEVOICEDAILY_20050224.2252-E32
E16	AGGRESSIVEVOICEDAILY_20050224.2252-E33
EM2	AGGRESSIVEVOICEDAILY_20050224.2252-E20-1
EM17	AGGRESSIVEVOICEDAILY_20050224.2252-E1-2
EM18	AGGRESSIVEVOICEDAILY_20050224.2252-E20-3
EM19	AGGRESSIVEVOICEDAILY_20050224.2252-E2-4
EM20	AGGRESSIVEVOICEDAILY_20050224.2252-E20-5
EM22	AGGRESSIVEVOICEDAILY_20050224.2252-E20-6
EM21	AGGRESSIVEVOICEDAILY_20050224.2252-E3-7
EM24	AGGRESSIVEVOICEDAILY_20050224.2252-E4-8
EM25	AGGRESSIVEVOICEDAILY_20050224.2252-E5-9
EM27	AGGRESSIVEVOICEDAILY_20050224.2252-E6-10
EM7	AGGRESSIVEVOICEDAILY_20050224.2252-E7-11
EM28	AGGRESSIVEVOICEDAILY_20050224.2252-E8-12
EM29	AGGRESSIVEVOICEDAILY_20050224.2252-E9-13
EM23	AGGRESSIVEVOICEDAILY_20050224.2252-E21-14
EM30	AGGRESSIVEVOICEDAILY_20050224.2252-E8-15
EM31	AGGRESSIVEVOICEDAILY_20050224.2252-E10-16
EM33	AGGRESSIVEVOICEDAILY_20050224.2252-E11-17
