CE9	MARKBACKER_20041216.0656-CE1
CE10	MARKBACKER_20041216.0656-CE2
CE11	MARKBACKER_20041216.0656-CE3
CE12	MARKBACKER_20041216.0656-CE4
CE13	MARKBACKER_20041216.0656-CE5
CE14	MARKBACKER_20041216.0656-CE6
CE15	MARKBACKER_20041216.0656-CE7
CE16	MARKBACKER_20041216.0656-CE8
CE17	MARKBACKER_20041216.0656-CE9
CE1	MARKBACKER_20041216.0656-CE10
CE18	MARKBACKER_20041216.0656-CE11
CE19	MARKBACKER_20041216.0656-CE12
CE20	MARKBACKER_20041216.0656-CE13
CE21	MARKBACKER_20041216.0656-CE14
CE22	MARKBACKER_20041216.0656-CE15
CE2	MARKBACKER_20041216.0656-CE16
CE3	MARKBACKER_20041216.0656-CE17
CE4	MARKBACKER_20041216.0656-CE18
CE5	MARKBACKER_20041216.0656-CE19
CE6	MARKBACKER_20041216.0656-CE20
CE7	MARKBACKER_20041216.0656-CE21
CE8	MARKBACKER_20041216.0656-CE22
E8	MARKBACKER_20041216.0656-E1
E9	MARKBACKER_20041216.0656-E2
E10	MARKBACKER_20041216.0656-E3
E29	MARKBACKER_20041216.0656-E4
E12	MARKBACKER_20041216.0656-E5
E13	MARKBACKER_20041216.0656-E6
E14	MARKBACKER_20041216.0656-E7
E15	MARKBACKER_20041216.0656-E8
E16	MARKBACKER_20041216.0656-E9
E17	MARKBACKER_20041216.0656-E10
E31	MARKBACKER_20041216.0656-E11
E32	MARKBACKER_20041216.0656-E12
E21	MARKBACKER_20041216.0656-E13
E22	MARKBACKER_20041216.0656-E14
E23	MARKBACKER_20041216.0656-E15
E24	MARKBACKER_20041216.0656-E16
E1	MARKBACKER_20041216.0656-E17
E25	MARKBACKER_20041216.0656-E18
E26	MARKBACKER_20041216.0656-E19
E27	MARKBACKER_20041216.0656-E20
E28	MARKBACKER_20041216.0656-E21
E2	MARKBACKER_20041216.0656-E22
E3	MARKBACKER_20041216.0656-E23
E4	MARKBACKER_20041216.0656-E24
E5	MARKBACKER_20041216.0656-E25
E6	MARKBACKER_20041216.0656-E26
E7	MARKBACKER_20041216.0656-E27
EM1	MARKBACKER_20041216.0656-E17-1
EM24	MARKBACKER_20041216.0656-E23-2
EM25	MARKBACKER_20041216.0656-E1-3
EM26	MARKBACKER_20041216.0656-E23-4
EM27	MARKBACKER_20041216.0656-E23-5
EM28	MARKBACKER_20041216.0656-E1-6
EM29	MARKBACKER_20041216.0656-E23-7
EM30	MARKBACKER_20041216.0656-E23-8
EM31	MARKBACKER_20041216.0656-E23-9
EM32	MARKBACKER_20041216.0656-E2-10
EM33	MARKBACKER_20041216.0656-E23-11
EM34	MARKBACKER_20041216.0656-E24-12
EM35	MARKBACKER_20041216.0656-E3-13
EM36	MARKBACKER_20041216.0656-E23-14
EM37	MARKBACKER_20041216.0656-E24-15
EM38	MARKBACKER_20041216.0656-E24-16
EM48	MARKBACKER_20041216.0656-E4-17
EM47	MARKBACKER_20041216.0656-E11-18
EM39	MARKBACKER_20041216.0656-E5-19
EM40	MARKBACKER_20041216.0656-E6-20
EM42	MARKBACKER_20041216.0656-E7-21
EM41	MARKBACKER_20041216.0656-E7-22
EM43	MARKBACKER_20041216.0656-E8-23
EM44	MARKBACKER_20041216.0656-E23-24
EM45	MARKBACKER_20041216.0656-E9-25
EM46	MARKBACKER_20041216.0656-E10-26
EM83	MARKBACKER_20041216.0656-E24-27
EM76	MARKBACKER_20041216.0656-E12-28
EM49	MARKBACKER_20041216.0656-E6-29
EM50	MARKBACKER_20041216.0656-E17-30
EM51	MARKBACKER_20041216.0656-E13-31
EM52	MARKBACKER_20041216.0656-E23-32
EM53	MARKBACKER_20041216.0656-E14-33
EM54	MARKBACKER_20041216.0656-E24-34
EM55	MARKBACKER_20041216.0656-E23-35
EM56	MARKBACKER_20041216.0656-E23-36
EM57	MARKBACKER_20041216.0656-E15-37
EM58	MARKBACKER_20041216.0656-E23-38
EM59	MARKBACKER_20041216.0656-E24-39
EM60	MARKBACKER_20041216.0656-E16-40
EM61	MARKBACKER_20041216.0656-E24-41
EM62	MARKBACKER_20041216.0656-E23-42
EM63	MARKBACKER_20041216.0656-E17-43
EM64	MARKBACKER_20041216.0656-E25-44
