CE6	MARKETVIEW_20050204.1736-CE1
CE7	MARKETVIEW_20050204.1736-CE2
CE8	MARKETVIEW_20050204.1736-CE3
CE9	MARKETVIEW_20050204.1736-CE4
CE10	MARKETVIEW_20050204.1736-CE5
CE11	MARKETVIEW_20050204.1736-CE6
CE12	MARKETVIEW_20050204.1736-CE7
CE13	MARKETVIEW_20050204.1736-CE8
CE1	MARKETVIEW_20050204.1736-CE9
CE2	MARKETVIEW_20050204.1736-CE10
CE3	MARKETVIEW_20050204.1736-CE11
CE4	MARKETVIEW_20050204.1736-CE12
CE5	MARKETVIEW_20050204.1736-CE13
E11	MARKETVIEW_20050204.1736-E1
E22	MARKETVIEW_20050204.1736-E2
E12	MARKETVIEW_20050204.1736-E3
E13	MARKETVIEW_20050204.1736-E4
E14	MARKETVIEW_20050204.1736-E5
E15	MARKETVIEW_20050204.1736-E6
E16	MARKETVIEW_20050204.1736-E7
E17	MARKETVIEW_20050204.1736-E8
E18	MARKETVIEW_20050204.1736-E9
E20	MARKETVIEW_20050204.1736-E10
E21	MARKETVIEW_20050204.1736-E11
E2	MARKETVIEW_20050204.1736-E12
E3	MARKETVIEW_20050204.1736-E13
E4	MARKETVIEW_20050204.1736-E14
E5	MARKETVIEW_20050204.1736-E15
E6	MARKETVIEW_20050204.1736-E16
E7	MARKETVIEW_20050204.1736-E17
E8	MARKETVIEW_20050204.1736-E18
E9	MARKETVIEW_20050204.1736-E19
E10	MARKETVIEW_20050204.1736-E20
EM40	MARKETVIEW_20050204.1736-E9-1
EM22	MARKETVIEW_20050204.1736-E1-2
EM23	MARKETVIEW_20050204.1736-E1-3
EM18	MARKETVIEW_20050204.1736-E14-4
EM25	MARKETVIEW_20050204.1736-E3-5
EM26	MARKETVIEW_20050204.1736-E13-6
EM27	MARKETVIEW_20050204.1736-E4-7
EM28	MARKETVIEW_20050204.1736-E5-8
EM29	MARKETVIEW_20050204.1736-E3-9
EM30	MARKETVIEW_20050204.1736-E6-10
EM31	MARKETVIEW_20050204.1736-E6-11
EM32	MARKETVIEW_20050204.1736-E7-12
EM33	MARKETVIEW_20050204.1736-E6-13
EM34	MARKETVIEW_20050204.1736-E6-14
EM35	MARKETVIEW_20050204.1736-E13-15
EM36	MARKETVIEW_20050204.1736-E6-16
EM37	MARKETVIEW_20050204.1736-E8-17
EM38	MARKETVIEW_20050204.1736-E9-18
EM39	MARKETVIEW_20050204.1736-E9-19
EM45	MARKETVIEW_20050204.1736-E6-20
EM41	MARKETVIEW_20050204.1736-E10-21
EM42	MARKETVIEW_20050204.1736-E11-22
EM43	MARKETVIEW_20050204.1736-E6-23
EM24	MARKETVIEW_20050204.1736-E2-24
EM1	MARKETVIEW_20050204.1736-E12-25
EM2	MARKETVIEW_20050204.1736-E12-26
EM3	MARKETVIEW_20050204.1736-E13-27
EM4	MARKETVIEW_20050204.1736-E14-28
EM5	MARKETVIEW_20050204.1736-E15-29
EM6	MARKETVIEW_20050204.1736-E14-30
EM7	MARKETVIEW_20050204.1736-E14-31
EM8	MARKETVIEW_20050204.1736-E14-32
EM9	MARKETVIEW_20050204.1736-E16-33
EM11	MARKETVIEW_20050204.1736-E17-34
EM10	MARKETVIEW_20050204.1736-E16-35
EM12	MARKETVIEW_20050204.1736-E18-36
EM13	MARKETVIEW_20050204.1736-E16-37
EM14	MARKETVIEW_20050204.1736-E16-38
EM15	MARKETVIEW_20050204.1736-E12-39
EM16	MARKETVIEW_20050204.1736-E16-40
EM17	MARKETVIEW_20050204.1736-E19-41
EM44	MARKETVIEW_20050204.1736-E13-42
EM19	MARKETVIEW_20050204.1736-E14-43
EM20	MARKETVIEW_20050204.1736-E20-44
EM21	MARKETVIEW_20050204.1736-E14-45
R1	MARKETVIEW_20050204.1736-R1
RM1	MARKETVIEW_20050204.1736-R1-1
V1	MARKETVIEW_20050204.1736-EV1
VM1	MARKETVIEW_20050204.1736-EV1-1
Q5	MARKETVIEW_20050204.1736-V1
Q1	MARKETVIEW_20050204.1736-T1
Q2	MARKETVIEW_20050204.1736-T2
Q3	MARKETVIEW_20050204.1736-V2
Q4	MARKETVIEW_20050204.1736-T3
Q6	MARKETVIEW_20050204.1736-V3
Q7	MARKETVIEW_20050204.1736-T4
Q8	MARKETVIEW_20050204.1736-T5
Q9	MARKETVIEW_20050204.1736-T6
Q11	MARKETVIEW_20050204.1736-T7
QM5	MARKETVIEW_20050204.1736-V1-1
QM3	MARKETVIEW_20050204.1736-V2-1
QM6	MARKETVIEW_20050204.1736-V3-1
