CE12	MARKETVIEW_20050201.0748-CE1
CE13	MARKETVIEW_20050201.0748-CE2
CE5	MARKETVIEW_20050201.0748-CE3
CE14	MARKETVIEW_20050201.0748-CE4
CE7	MARKETVIEW_20050201.0748-CE5
CE8	MARKETVIEW_20050201.0748-CE6
CE1	MARKETVIEW_20050201.0748-CE7
CE2	MARKETVIEW_20050201.0748-CE8
CE3	MARKETVIEW_20050201.0748-CE9
CE4	MARKETVIEW_20050201.0748-CE10
CE6	MARKETVIEW_20050201.0748-CE11
CE9	MARKETVIEW_20050201.0748-CE12
CE10	MARKETVIEW_20050201.0748-CE13
CE11	MARKETVIEW_20050201.0748-CE14
E11	MARKETVIEW_20050201.0748-E1
E12	MARKETVIEW_20050201.0748-E2
E19	MARKETVIEW_20050201.0748-E3
E13	MARKETVIEW_20050201.0748-E4
E20	MARKETVIEW_20050201.0748-E5
E15	MARKETVIEW_20050201.0748-E6
E16	MARKETVIEW_20050201.0748-E7
E17	MARKETVIEW_20050201.0748-E8
E21	MARKETVIEW_20050201.0748-E9
E23	MARKETVIEW_20050201.0748-E10
E1	MARKETVIEW_20050201.0748-E11
E2	MARKETVIEW_20050201.0748-E12
E3	MARKETVIEW_20050201.0748-E13
E4	MARKETVIEW_20050201.0748-E14
E5	MARKETVIEW_20050201.0748-E15
E7	MARKETVIEW_20050201.0748-E16
E9	MARKETVIEW_20050201.0748-E17
E10	MARKETVIEW_20050201.0748-E18
EM35	MARKETVIEW_20050201.0748-E2-1
EM21	MARKETVIEW_20050201.0748-E14-2
EM22	MARKETVIEW_20050201.0748-E1-3
EM23	MARKETVIEW_20050201.0748-E14-4
EM24	MARKETVIEW_20050201.0748-E2-5
EM26	MARKETVIEW_20050201.0748-E2-6
EM32	MARKETVIEW_20050201.0748-E2-7
EM27	MARKETVIEW_20050201.0748-E15-8
EM28	MARKETVIEW_20050201.0748-E15-9
EM10	MARKETVIEW_20050201.0748-E5-10
EM29	MARKETVIEW_20050201.0748-E4-11
EM31	MARKETVIEW_20050201.0748-E6-12
EM30	MARKETVIEW_20050201.0748-E7-13
EM33	MARKETVIEW_20050201.0748-E15-14
EM34	MARKETVIEW_20050201.0748-E8-15
EM25	MARKETVIEW_20050201.0748-E14-16
EM12	MARKETVIEW_20050201.0748-E9-17
EM9	MARKETVIEW_20050201.0748-E10-18
EM1	MARKETVIEW_20050201.0748-E11-19
EM13	MARKETVIEW_20050201.0748-E16-20
EM2	MARKETVIEW_20050201.0748-E11-21
EM3	MARKETVIEW_20050201.0748-E12-22
EM4	MARKETVIEW_20050201.0748-E13-23
EM5	MARKETVIEW_20050201.0748-E14-24
EM7	MARKETVIEW_20050201.0748-E11-25
EM8	MARKETVIEW_20050201.0748-E15-26
EM11	MARKETVIEW_20050201.0748-E15-27
EM6	MARKETVIEW_20050201.0748-E3-28
EM14	MARKETVIEW_20050201.0748-E15-29
EM15	MARKETVIEW_20050201.0748-E16-30
EM16	MARKETVIEW_20050201.0748-E17-31
EM17	MARKETVIEW_20050201.0748-E14-32
EM18	MARKETVIEW_20050201.0748-E14-33
EM19	MARKETVIEW_20050201.0748-E14-34
EM20	MARKETVIEW_20050201.0748-E18-35
R1	MARKETVIEW_20050201.0748-R1
R2	MARKETVIEW_20050201.0748-R2
RM1	MARKETVIEW_20050201.0748-R1-1
RM2	MARKETVIEW_20050201.0748-R2-1
Q1	MARKETVIEW_20050201.0748-T1
Q7	MARKETVIEW_20050201.0748-V1
Q8	MARKETVIEW_20050201.0748-V2
Q9	MARKETVIEW_20050201.0748-V3
Q10	MARKETVIEW_20050201.0748-V4
Q6	MARKETVIEW_20050201.0748-T2
Q4	MARKETVIEW_20050201.0748-V5
Q2	MARKETVIEW_20050201.0748-T3
Q3	MARKETVIEW_20050201.0748-T4
QM7	MARKETVIEW_20050201.0748-V1-1
QM8	MARKETVIEW_20050201.0748-V2-1
QM9	MARKETVIEW_20050201.0748-V3-1
QM10	MARKETVIEW_20050201.0748-V4-1
QM4	MARKETVIEW_20050201.0748-V5-1
