CE1	FLOPPINGACES_20041114.1240.039-CE1
CE2	FLOPPINGACES_20041114.1240.039-CE2
CE3	FLOPPINGACES_20041114.1240.039-CE3
CE4	FLOPPINGACES_20041114.1240.039-CE4
CE5	FLOPPINGACES_20041114.1240.039-CE5
CE6	FLOPPINGACES_20041114.1240.039-CE6
CE7	FLOPPINGACES_20041114.1240.039-CE7
CE8	FLOPPINGACES_20041114.1240.039-CE8
CE9	FLOPPINGACES_20041114.1240.039-CE9
CE10	FLOPPINGACES_20041114.1240.039-CE10
CE11	FLOPPINGACES_20041114.1240.039-CE11
E1	FLOPPINGACES_20041114.1240.039-E1
E2	FLOPPINGACES_20041114.1240.039-E2
E3	FLOPPINGACES_20041114.1240.039-E3
E4	FLOPPINGACES_20041114.1240.039-E4
E5	FLOPPINGACES_20041114.1240.039-E5
E6	FLOPPINGACES_20041114.1240.039-E6
E7	FLOPPINGACES_20041114.1240.039-E7
E8	FLOPPINGACES_20041114.1240.039-E8
E9	FLOPPINGACES_20041114.1240.039-E9
E10	FLOPPINGACES_20041114.1240.039-E10
E11	FLOPPINGACES_20041114.1240.039-E11
E12	FLOPPINGACES_20041114.1240.039-E12
E13	FLOPPINGACES_20041114.1240.039-E13
EM1	FLOPPINGACES_20041114.1240.039-E1-1
EM2	FLOPPINGACES_20041114.1240.039-E2-2
EM3	FLOPPINGACES_20041114.1240.039-E3-3
EM4	FLOPPINGACES_20041114.1240.039-E5-4
EM5	FLOPPINGACES_20041114.1240.039-E4-5
EM6	FLOPPINGACES_20041114.1240.039-E6-6
EM7	FLOPPINGACES_20041114.1240.039-E7-7
EM8	FLOPPINGACES_20041114.1240.039-E8-8
EM9	FLOPPINGACES_20041114.1240.039-E9-9
EM10	FLOPPINGACES_20041114.1240.039-E10-10
EM11	FLOPPINGACES_20041114.1240.039-E11-11
EM12	FLOPPINGACES_20041114.1240.039-E7-12
EM13	FLOPPINGACES_20041114.1240.039-E1-13
EM14	FLOPPINGACES_20041114.1240.039-E10-14
EM15	FLOPPINGACES_20041114.1240.039-E10-15
EM16	FLOPPINGACES_20041114.1240.039-E12-16
EM17	FLOPPINGACES_20041114.1240.039-E13-17
EM18	FLOPPINGACES_20041114.1240.039-E7-18
R2	FLOPPINGACES_20041114.1240.039-R1
R1	FLOPPINGACES_20041114.1240.039-R2
R3	FLOPPINGACES_20041114.1240.039-R3
R4	FLOPPINGACES_20041114.1240.039-R4
R5	FLOPPINGACES_20041114.1240.039-R5
RM2	FLOPPINGACES_20041114.1240.039-R1-1
RM1	FLOPPINGACES_20041114.1240.039-R2-1
RM3	FLOPPINGACES_20041114.1240.039-R3-1
RM4	FLOPPINGACES_20041114.1240.039-R4-1
RM5	FLOPPINGACES_20041114.1240.039-R5-1
V1	FLOPPINGACES_20041114.1240.039-EV1
V3	FLOPPINGACES_20041114.1240.039-EV2
V2	FLOPPINGACES_20041114.1240.039-EV3
VM1	FLOPPINGACES_20041114.1240.039-EV1-1
VM2	FLOPPINGACES_20041114.1240.039-EV3-1
VM3	FLOPPINGACES_20041114.1240.039-EV2-1
Q2	FLOPPINGACES_20041114.1240.039-T1
Q3	FLOPPINGACES_20041114.1240.039-T2
Q4	FLOPPINGACES_20041114.1240.039-T3
Q1	FLOPPINGACES_20041114.1240.039-T4
