CE17	MARKETVIEW_20041211.1845-CE1
CE16	MARKETVIEW_20041211.1845-CE2
CE19	MARKETVIEW_20041211.1845-CE3
CE18	MARKETVIEW_20041211.1845-CE4
CE23	MARKETVIEW_20041211.1845-CE5
CE24	MARKETVIEW_20041211.1845-CE6
CE25	MARKETVIEW_20041211.1845-CE7
CE26	MARKETVIEW_20041211.1845-CE8
CE27	MARKETVIEW_20041211.1845-CE9
CE28	MARKETVIEW_20041211.1845-CE10
CE30	MARKETVIEW_20041211.1845-CE11
CE32	MARKETVIEW_20041211.1845-CE12
CE33	MARKETVIEW_20041211.1845-CE13
CE34	MARKETVIEW_20041211.1845-CE14
CE35	MARKETVIEW_20041211.1845-CE15
CE37	MARKETVIEW_20041211.1845-CE16
CE38	MARKETVIEW_20041211.1845-CE17
CE40	MARKETVIEW_20041211.1845-CE18
CE5	MARKETVIEW_20041211.1845-CE19
CE7	MARKETVIEW_20041211.1845-CE20
CE9	MARKETVIEW_20041211.1845-CE21
CE13	MARKETVIEW_20041211.1845-CE22
CE20	MARKETVIEW_20041211.1845-CE23
CE21	MARKETVIEW_20041211.1845-CE24
CE22	MARKETVIEW_20041211.1845-CE25
CE29	MARKETVIEW_20041211.1845-CE26
CE39	MARKETVIEW_20041211.1845-CE27
CE15	MARKETVIEW_20041211.1845-CE28
CE2	MARKETVIEW_20041211.1845-CE29
CE14	MARKETVIEW_20041211.1845-CE30
CE1	MARKETVIEW_20041211.1845-CE31
CE3	MARKETVIEW_20041211.1845-CE32
CE4	MARKETVIEW_20041211.1845-CE33
CE36	MARKETVIEW_20041211.1845-CE34
CE6	MARKETVIEW_20041211.1845-CE35
CE8	MARKETVIEW_20041211.1845-CE36
CE10	MARKETVIEW_20041211.1845-CE37
CE11	MARKETVIEW_20041211.1845-CE38
CE12	MARKETVIEW_20041211.1845-CE39
E10	MARKETVIEW_20041211.1845-E1
E11	MARKETVIEW_20041211.1845-E2
E12	MARKETVIEW_20041211.1845-E3
E13	MARKETVIEW_20041211.1845-E4
E19	MARKETVIEW_20041211.1845-E5
E21	MARKETVIEW_20041211.1845-E6
E22	MARKETVIEW_20041211.1845-E7
E23	MARKETVIEW_20041211.1845-E8
E24	MARKETVIEW_20041211.1845-E9
E25	MARKETVIEW_20041211.1845-E10
E27	MARKETVIEW_20041211.1845-E11
E29	MARKETVIEW_20041211.1845-E12
E30	MARKETVIEW_20041211.1845-E13
E32	MARKETVIEW_20041211.1845-E14
E33	MARKETVIEW_20041211.1845-E15
E34	MARKETVIEW_20041211.1845-E16
E36	MARKETVIEW_20041211.1845-E17
E42	MARKETVIEW_20041211.1845-E18
E43	MARKETVIEW_20041211.1845-E19
E45	MARKETVIEW_20041211.1845-E20
E46	MARKETVIEW_20041211.1845-E21
E47	MARKETVIEW_20041211.1845-E22
E48	MARKETVIEW_20041211.1845-E23
E50	MARKETVIEW_20041211.1845-E24
E57	MARKETVIEW_20041211.1845-E25
E60	MARKETVIEW_20041211.1845-E26
E61	MARKETVIEW_20041211.1845-E27
E63	MARKETVIEW_20041211.1845-E28
E64	MARKETVIEW_20041211.1845-E29
E65	MARKETVIEW_20041211.1845-E30
E66	MARKETVIEW_20041211.1845-E31
E68	MARKETVIEW_20041211.1845-E32
E69	MARKETVIEW_20041211.1845-E33
E70	MARKETVIEW_20041211.1845-E34
E72	MARKETVIEW_20041211.1845-E35
E38	MARKETVIEW_20041211.1845-E36
E74	MARKETVIEW_20041211.1845-E37
E2	MARKETVIEW_20041211.1845-E38
E3	MARKETVIEW_20041211.1845-E39
E4	MARKETVIEW_20041211.1845-E40
E5	MARKETVIEW_20041211.1845-E41
E7	MARKETVIEW_20041211.1845-E42
E8	MARKETVIEW_20041211.1845-E43
E9	MARKETVIEW_20041211.1845-E44
EM62	MARKETVIEW_20041211.1845-E37-1
EM28	MARKETVIEW_20041211.1845-E1-2
EM27	MARKETVIEW_20041211.1845-E2-3
EM29	MARKETVIEW_20041211.1845-E1-4
EM31	MARKETVIEW_20041211.1845-E3-5
EM30	MARKETVIEW_20041211.1845-E4-6
EM39	MARKETVIEW_20041211.1845-E5-7
EM40	MARKETVIEW_20041211.1845-E5-8
EM41	MARKETVIEW_20041211.1845-E5-9
EM43	MARKETVIEW_20041211.1845-E2-10
EM45	MARKETVIEW_20041211.1845-E5-11
EM46	MARKETVIEW_20041211.1845-E2-12
EM52	MARKETVIEW_20041211.1845-E6-13
EM53	MARKETVIEW_20041211.1845-E7-14
EM54	MARKETVIEW_20041211.1845-E8-15
EM55	MARKETVIEW_20041211.1845-E9-16
EM56	MARKETVIEW_20041211.1845-E10-17
EM57	MARKETVIEW_20041211.1845-E10-18
EM59	MARKETVIEW_20041211.1845-E10-19
EM60	MARKETVIEW_20041211.1845-E11-20
EM61	MARKETVIEW_20041211.1845-E11-21
EM63	MARKETVIEW_20041211.1845-E40-22
EM64	MARKETVIEW_20041211.1845-E40-23
EM65	MARKETVIEW_20041211.1845-E12-24
EM66	MARKETVIEW_20041211.1845-E13-25
EM67	MARKETVIEW_20041211.1845-E12-26
EM68	MARKETVIEW_20041211.1845-E14-27
EM69	MARKETVIEW_20041211.1845-E15-28
EM70	MARKETVIEW_20041211.1845-E39-29
EM71	MARKETVIEW_20041211.1845-E38-30
EM72	MARKETVIEW_20041211.1845-E16-31
EM75	MARKETVIEW_20041211.1845-E16-32
EM77	MARKETVIEW_20041211.1845-E16-33
EM76	MARKETVIEW_20041211.1845-E16-34
EM79	MARKETVIEW_20041211.1845-E16-35
EM82	MARKETVIEW_20041211.1845-E16-36
EM81	MARKETVIEW_20041211.1845-E16-37
EM83	MARKETVIEW_20041211.1845-E16-38
EM84	MARKETVIEW_20041211.1845-E16-39
EM85	MARKETVIEW_20041211.1845-E16-40
EM80	MARKETVIEW_20041211.1845-E17-41
EM78	MARKETVIEW_20041211.1845-E10-42
EM7	MARKETVIEW_20041211.1845-E18-43
EM12	MARKETVIEW_20041211.1845-E19-44
EM17	MARKETVIEW_20041211.1845-E20-45
EM23	MARKETVIEW_20041211.1845-E21-46
EM32	MARKETVIEW_20041211.1845-E22-47
EM34	MARKETVIEW_20041211.1845-E23-48
EM38	MARKETVIEW_20041211.1845-E24-49
EM1	MARKETVIEW_20041211.1845-E36-50
EM58	MARKETVIEW_20041211.1845-E25-51
EM86	MARKETVIEW_20041211.1845-E26-52
EM8	MARKETVIEW_20041211.1845-E18-53
EM13	MARKETVIEW_20041211.1845-E19-54
EM24	MARKETVIEW_20041211.1845-E21-55
EM16	MARKETVIEW_20041211.1845-E19-56
EM26	MARKETVIEW_20041211.1845-E27-57
EM74	MARKETVIEW_20041211.1845-E39-58
EM14	MARKETVIEW_20041211.1845-E19-59
EM42	MARKETVIEW_20041211.1845-E38-60
EM47	MARKETVIEW_20041211.1845-E38-61
EM49	MARKETVIEW_20041211.1845-E38-62
EM50	MARKETVIEW_20041211.1845-E28-63
EM33	MARKETVIEW_20041211.1845-E29-64
EM44	MARKETVIEW_20041211.1845-E30-65
EM51	MARKETVIEW_20041211.1845-E2-66
EM87	MARKETVIEW_20041211.1845-E5-67
EM2	MARKETVIEW_20041211.1845-E31-68
EM3	MARKETVIEW_20041211.1845-E36-69
EM4	MARKETVIEW_20041211.1845-E36-70
EM5	MARKETVIEW_20041211.1845-E36-71
EM35	MARKETVIEW_20041211.1845-E36-72
EM48	MARKETVIEW_20041211.1845-E32-73
EM73	MARKETVIEW_20041211.1845-E33-74
EM18	MARKETVIEW_20041211.1845-E20-75
EM25	MARKETVIEW_20041211.1845-E34-76
EM37	MARKETVIEW_20041211.1845-E35-77
EM88	MARKETVIEW_20041211.1845-E16-78
EM6	MARKETVIEW_20041211.1845-E38-79
EM9	MARKETVIEW_20041211.1845-E38-80
EM10	MARKETVIEW_20041211.1845-E40-81
EM11	MARKETVIEW_20041211.1845-E40-82
EM15	MARKETVIEW_20041211.1845-E41-83
EM19	MARKETVIEW_20041211.1845-E42-84
EM20	MARKETVIEW_20041211.1845-E43-85
EM21	MARKETVIEW_20041211.1845-E44-86
EM22	MARKETVIEW_20041211.1845-E44-87
R1	MARKETVIEW_20041211.1845-R1
R2	MARKETVIEW_20041211.1845-R2
RM1	MARKETVIEW_20041211.1845-R1-1
RM2	MARKETVIEW_20041211.1845-R2-1
V1	MARKETVIEW_20041211.1845-EV1
V2	MARKETVIEW_20041211.1845-EV2
V3	MARKETVIEW_20041211.1845-EV3
VM1	MARKETVIEW_20041211.1845-EV1-1
VM2	MARKETVIEW_20041211.1845-EV2-1
VM3	MARKETVIEW_20041211.1845-EV3-1
Q1	MARKETVIEW_20041211.1845-T1
Q2	MARKETVIEW_20041211.1845-T2
Q3	MARKETVIEW_20041211.1845-V1
Q4	MARKETVIEW_20041211.1845-T3
Q5	MARKETVIEW_20041211.1845-T4
Q6	MARKETVIEW_20041211.1845-V2
Q7	MARKETVIEW_20041211.1845-V3
Q8	MARKETVIEW_20041211.1845-T5
Q9	MARKETVIEW_20041211.1845-T6
Q10	MARKETVIEW_20041211.1845-T7
Q11	MARKETVIEW_20041211.1845-T8
Q12	MARKETVIEW_20041211.1845-T9
Q13	MARKETVIEW_20041211.1845-T10
QM3	MARKETVIEW_20041211.1845-V1-1
QM6	MARKETVIEW_20041211.1845-V2-1
QM7	MARKETVIEW_20041211.1845-V3-1
