CE13	AGGRESSIVEVOICEDAILY_20050107.2012-CE1
CE14	AGGRESSIVEVOICEDAILY_20050107.2012-CE2
CE15	AGGRESSIVEVOICEDAILY_20050107.2012-CE3
CE16	AGGRESSIVEVOICEDAILY_20050107.2012-CE4
CE17	AGGRESSIVEVOICEDAILY_20050107.2012-CE5
CE1	AGGRESSIVEVOICEDAILY_20050107.2012-CE6
CE18	AGGRESSIVEVOICEDAILY_20050107.2012-CE7
CE19	AGGRESSIVEVOICEDAILY_20050107.2012-CE8
CE24	AGGRESSIVEVOICEDAILY_20050107.2012-CE9
CE2	AGGRESSIVEVOICEDAILY_20050107.2012-CE10
CE20	AGGRESSIVEVOICEDAILY_20050107.2012-CE11
CE21	AGGRESSIVEVOICEDAILY_20050107.2012-CE12
CE22	AGGRESSIVEVOICEDAILY_20050107.2012-CE13
CE23	AGGRESSIVEVOICEDAILY_20050107.2012-CE14
CE3	AGGRESSIVEVOICEDAILY_20050107.2012-CE15
CE4	AGGRESSIVEVOICEDAILY_20050107.2012-CE16
CE5	AGGRESSIVEVOICEDAILY_20050107.2012-CE17
CE6	AGGRESSIVEVOICEDAILY_20050107.2012-CE18
CE7	AGGRESSIVEVOICEDAILY_20050107.2012-CE19
CE8	AGGRESSIVEVOICEDAILY_20050107.2012-CE20
CE9	AGGRESSIVEVOICEDAILY_20050107.2012-CE21
CE10	AGGRESSIVEVOICEDAILY_20050107.2012-CE22
CE11	AGGRESSIVEVOICEDAILY_20050107.2012-CE23
CE12	AGGRESSIVEVOICEDAILY_20050107.2012-CE24
E14	AGGRESSIVEVOICEDAILY_20050107.2012-E1
E15	AGGRESSIVEVOICEDAILY_20050107.2012-E2
E16	AGGRESSIVEVOICEDAILY_20050107.2012-E3
E17	AGGRESSIVEVOICEDAILY_20050107.2012-E4
E19	AGGRESSIVEVOICEDAILY_20050107.2012-E5
E22	AGGRESSIVEVOICEDAILY_20050107.2012-E6
E39	AGGRESSIVEVOICEDAILY_20050107.2012-E7
E24	AGGRESSIVEVOICEDAILY_20050107.2012-E8
E26	AGGRESSIVEVOICEDAILY_20050107.2012-E9
E28	AGGRESSIVEVOICEDAILY_20050107.2012-E10
E29	AGGRESSIVEVOICEDAILY_20050107.2012-E11
E31	AGGRESSIVEVOICEDAILY_20050107.2012-E12
E1	AGGRESSIVEVOICEDAILY_20050107.2012-E13
E34	AGGRESSIVEVOICEDAILY_20050107.2012-E14
E35	AGGRESSIVEVOICEDAILY_20050107.2012-E15
E36	AGGRESSIVEVOICEDAILY_20050107.2012-E16
E37	AGGRESSIVEVOICEDAILY_20050107.2012-E17
E38	AGGRESSIVEVOICEDAILY_20050107.2012-E18
E3	AGGRESSIVEVOICEDAILY_20050107.2012-E19
E4	AGGRESSIVEVOICEDAILY_20050107.2012-E20
E5	AGGRESSIVEVOICEDAILY_20050107.2012-E21
E6	AGGRESSIVEVOICEDAILY_20050107.2012-E22
E7	AGGRESSIVEVOICEDAILY_20050107.2012-E23
E8	AGGRESSIVEVOICEDAILY_20050107.2012-E24
E10	AGGRESSIVEVOICEDAILY_20050107.2012-E25
E11	AGGRESSIVEVOICEDAILY_20050107.2012-E26
E12	AGGRESSIVEVOICEDAILY_20050107.2012-E27
E13	AGGRESSIVEVOICEDAILY_20050107.2012-E28
EM1	AGGRESSIVEVOICEDAILY_20050107.2012-E13-1
EM20	AGGRESSIVEVOICEDAILY_20050107.2012-E1-2
EM21	AGGRESSIVEVOICEDAILY_20050107.2012-E2-3
EM22	AGGRESSIVEVOICEDAILY_20050107.2012-E3-4
EM23	AGGRESSIVEVOICEDAILY_20050107.2012-E13-5
EM25	AGGRESSIVEVOICEDAILY_20050107.2012-E4-6
EM26	AGGRESSIVEVOICEDAILY_20050107.2012-E4-7
EM27	AGGRESSIVEVOICEDAILY_20050107.2012-E5-8
EM41	AGGRESSIVEVOICEDAILY_20050107.2012-E7-9
EM31	AGGRESSIVEVOICEDAILY_20050107.2012-E6-10
EM33	AGGRESSIVEVOICEDAILY_20050107.2012-E8-11
EM32	AGGRESSIVEVOICEDAILY_20050107.2012-E9-12
EM34	AGGRESSIVEVOICEDAILY_20050107.2012-E5-13
EM35	AGGRESSIVEVOICEDAILY_20050107.2012-E10-14
EM37	AGGRESSIVEVOICEDAILY_20050107.2012-E11-15
EM38	AGGRESSIVEVOICEDAILY_20050107.2012-E11-16
EM40	AGGRESSIVEVOICEDAILY_20050107.2012-E12-17
EM2	AGGRESSIVEVOICEDAILY_20050107.2012-E13-18
EM9	AGGRESSIVEVOICEDAILY_20050107.2012-E13-19
EM14	AGGRESSIVEVOICEDAILY_20050107.2012-E13-20
EM28	AGGRESSIVEVOICEDAILY_20050107.2012-E14-21
EM29	AGGRESSIVEVOICEDAILY_20050107.2012-E15-22
EM30	AGGRESSIVEVOICEDAILY_20050107.2012-E5-23
EM24	AGGRESSIVEVOICEDAILY_20050107.2012-E16-24
EM36	AGGRESSIVEVOICEDAILY_20050107.2012-E17-25
EM39	AGGRESSIVEVOICEDAILY_20050107.2012-E18-26
EM10	AGGRESSIVEVOICEDAILY_20050107.2012-E13-27
EM3	AGGRESSIVEVOICEDAILY_20050107.2012-E19-28
EM4	AGGRESSIVEVOICEDAILY_20050107.2012-E20-29
EM5	AGGRESSIVEVOICEDAILY_20050107.2012-E21-30
EM6	AGGRESSIVEVOICEDAILY_20050107.2012-E22-31
EM7	AGGRESSIVEVOICEDAILY_20050107.2012-E23-32
EM8	AGGRESSIVEVOICEDAILY_20050107.2012-E24-33
EM12	AGGRESSIVEVOICEDAILY_20050107.2012-E25-34
EM11	AGGRESSIVEVOICEDAILY_20050107.2012-E24-35
EM13	AGGRESSIVEVOICEDAILY_20050107.2012-E24-36
EM15	AGGRESSIVEVOICEDAILY_20050107.2012-E13-37
EM16	AGGRESSIVEVOICEDAILY_20050107.2012-E26-38
EM17	AGGRESSIVEVOICEDAILY_20050107.2012-E27-39
EM18	AGGRESSIVEVOICEDAILY_20050107.2012-E25-40
EM19	AGGRESSIVEVOICEDAILY_20050107.2012-E28-41
R3	AGGRESSIVEVOICEDAILY_20050107.2012-R1
R4	AGGRESSIVEVOICEDAILY_20050107.2012-R2
R7	AGGRESSIVEVOICEDAILY_20050107.2012-R3
R2	AGGRESSIVEVOICEDAILY_20050107.2012-R4
R1	AGGRESSIVEVOICEDAILY_20050107.2012-R5
R5	AGGRESSIVEVOICEDAILY_20050107.2012-R6
R6	AGGRESSIVEVOICEDAILY_20050107.2012-R7
RM3	AGGRESSIVEVOICEDAILY_20050107.2012-R1-1
RM4	AGGRESSIVEVOICEDAILY_20050107.2012-R2-1
RM7	AGGRESSIVEVOICEDAILY_20050107.2012-R3-1
RM2	AGGRESSIVEVOICEDAILY_20050107.2012-R4-1
RM1	AGGRESSIVEVOICEDAILY_20050107.2012-R5-1
RM5	AGGRESSIVEVOICEDAILY_20050107.2012-R6-1
RM6	AGGRESSIVEVOICEDAILY_20050107.2012-R7-1
V1	AGGRESSIVEVOICEDAILY_20050107.2012-EV1
V2	AGGRESSIVEVOICEDAILY_20050107.2012-EV2
V3	AGGRESSIVEVOICEDAILY_20050107.2012-EV3
V4	AGGRESSIVEVOICEDAILY_20050107.2012-EV4
V5	AGGRESSIVEVOICEDAILY_20050107.2012-EV5
VM1	AGGRESSIVEVOICEDAILY_20050107.2012-EV1-1
VM2	AGGRESSIVEVOICEDAILY_20050107.2012-EV2-1
VM3	AGGRESSIVEVOICEDAILY_20050107.2012-EV3-1
VM4	AGGRESSIVEVOICEDAILY_20050107.2012-EV4-1
VM5	AGGRESSIVEVOICEDAILY_20050107.2012-EV5-1
Q10	AGGRESSIVEVOICEDAILY_20050107.2012-T1
Q11	AGGRESSIVEVOICEDAILY_20050107.2012-T2
Q1	AGGRESSIVEVOICEDAILY_20050107.2012-T3
Q2	AGGRESSIVEVOICEDAILY_20050107.2012-T4
