CE9	MARKETVIEW_20050208.2059-CE1
CE10	MARKETVIEW_20050208.2059-CE2
CE11	MARKETVIEW_20050208.2059-CE3
CE12	MARKETVIEW_20050208.2059-CE4
CE7	MARKETVIEW_20050208.2059-CE5
CE1	MARKETVIEW_20050208.2059-CE6
CE2	MARKETVIEW_20050208.2059-CE7
CE13	MARKETVIEW_20050208.2059-CE8
CE3	MARKETVIEW_20050208.2059-CE9
CE4	MARKETVIEW_20050208.2059-CE10
CE5	MARKETVIEW_20050208.2059-CE11
CE6	MARKETVIEW_20050208.2059-CE12
CE8	MARKETVIEW_20050208.2059-CE13
E16	MARKETVIEW_20050208.2059-E1
E20	MARKETVIEW_20050208.2059-E2
E23	MARKETVIEW_20050208.2059-E3
E24	MARKETVIEW_20050208.2059-E4
E1	MARKETVIEW_20050208.2059-E5
E2	MARKETVIEW_20050208.2059-E6
E25	MARKETVIEW_20050208.2059-E7
E5	MARKETVIEW_20050208.2059-E8
E6	MARKETVIEW_20050208.2059-E9
E7	MARKETVIEW_20050208.2059-E10
E8	MARKETVIEW_20050208.2059-E11
E13	MARKETVIEW_20050208.2059-E12
E15	MARKETVIEW_20050208.2059-E13
EM1	MARKETVIEW_20050208.2059-E5-1
EM16	MARKETVIEW_20050208.2059-E1-2
EM20	MARKETVIEW_20050208.2059-E2-3
EM23	MARKETVIEW_20050208.2059-E3-4
EM3	MARKETVIEW_20050208.2059-E6-5
EM4	MARKETVIEW_20050208.2059-E6-6
EM9	MARKETVIEW_20050208.2059-E8-7
EM10	MARKETVIEW_20050208.2059-E8-8
EM11	MARKETVIEW_20050208.2059-E8-9
EM17	MARKETVIEW_20050208.2059-E6-10
EM18	MARKETVIEW_20050208.2059-E6-11
EM19	MARKETVIEW_20050208.2059-E6-12
EM22	MARKETVIEW_20050208.2059-E13-13
EM21	MARKETVIEW_20050208.2059-E13-14
EM12	MARKETVIEW_20050208.2059-E4-15
EM2	MARKETVIEW_20050208.2059-E6-16
EM24	MARKETVIEW_20050208.2059-E6-17
EM25	MARKETVIEW_20050208.2059-E7-18
EM5	MARKETVIEW_20050208.2059-E8-19
EM6	MARKETVIEW_20050208.2059-E9-20
EM7	MARKETVIEW_20050208.2059-E10-21
EM8	MARKETVIEW_20050208.2059-E11-22
EM26	MARKETVIEW_20050208.2059-E6-23
EM27	MARKETVIEW_20050208.2059-E4-24
EM28	MARKETVIEW_20050208.2059-E6-25
EM13	MARKETVIEW_20050208.2059-E12-26
EM14	MARKETVIEW_20050208.2059-E6-27
EM15	MARKETVIEW_20050208.2059-E13-28
Q1	MARKETVIEW_20050208.2059-T1
Q2	MARKETVIEW_20050208.2059-T2
Q3	MARKETVIEW_20050208.2059-T3
Q4	MARKETVIEW_20050208.2059-T4
Q7	MARKETVIEW_20050208.2059-T5
Q5	MARKETVIEW_20050208.2059-T6
Q6	MARKETVIEW_20050208.2059-T7
Q8	MARKETVIEW_20050208.2059-T8
Q9	MARKETVIEW_20050208.2059-T9
Q10	MARKETVIEW_20050208.2059-T10
Q11	MARKETVIEW_20050208.2059-T11
Q12	MARKETVIEW_20050208.2059-T12
