CE9	BACONSREBELLION_20050216.1536-CE1
CE10	BACONSREBELLION_20050216.1536-CE2
CE12	BACONSREBELLION_20050216.1536-CE3
CE13	BACONSREBELLION_20050216.1536-CE4
CE14	BACONSREBELLION_20050216.1536-CE5
CE15	BACONSREBELLION_20050216.1536-CE6
CE16	BACONSREBELLION_20050216.1536-CE7
CE17	BACONSREBELLION_20050216.1536-CE8
CE19	BACONSREBELLION_20050216.1536-CE9
CE20	BACONSREBELLION_20050216.1536-CE10
CE22	BACONSREBELLION_20050216.1536-CE11
CE23	BACONSREBELLION_20050216.1536-CE12
CE5	BACONSREBELLION_20050216.1536-CE13
CE6	BACONSREBELLION_20050216.1536-CE14
CE2	BACONSREBELLION_20050216.1536-CE15
CE11	BACONSREBELLION_20050216.1536-CE16
CE18	BACONSREBELLION_20050216.1536-CE17
CE4	BACONSREBELLION_20050216.1536-CE18
CE1	BACONSREBELLION_20050216.1536-CE19
CE7	BACONSREBELLION_20050216.1536-CE20
CE8	BACONSREBELLION_20050216.1536-CE21
CE3	BACONSREBELLION_20050216.1536-CE22
E18	BACONSREBELLION_20050216.1536-E1
E19	BACONSREBELLION_20050216.1536-E2
E20	BACONSREBELLION_20050216.1536-E3
E21	BACONSREBELLION_20050216.1536-E4
E22	BACONSREBELLION_20050216.1536-E5
E23	BACONSREBELLION_20050216.1536-E6
E24	BACONSREBELLION_20050216.1536-E7
E25	BACONSREBELLION_20050216.1536-E8
E26	BACONSREBELLION_20050216.1536-E9
E27	BACONSREBELLION_20050216.1536-E10
E28	BACONSREBELLION_20050216.1536-E11
E29	BACONSREBELLION_20050216.1536-E12
E30	BACONSREBELLION_20050216.1536-E13
E31	BACONSREBELLION_20050216.1536-E14
E1	BACONSREBELLION_20050216.1536-E15
E36	BACONSREBELLION_20050216.1536-E16
E37	BACONSREBELLION_20050216.1536-E17
E2	BACONSREBELLION_20050216.1536-E18
E4	BACONSREBELLION_20050216.1536-E19
E32	BACONSREBELLION_20050216.1536-E20
E33	BACONSREBELLION_20050216.1536-E21
E9	BACONSREBELLION_20050216.1536-E22
E34	BACONSREBELLION_20050216.1536-E23
E12	BACONSREBELLION_20050216.1536-E24
E13	BACONSREBELLION_20050216.1536-E25
E14	BACONSREBELLION_20050216.1536-E26
E15	BACONSREBELLION_20050216.1536-E27
E16	BACONSREBELLION_20050216.1536-E28
EM1	BACONSREBELLION_20050216.1536-E15-1
EM12	BACONSREBELLION_20050216.1536-E2-2
EM13	BACONSREBELLION_20050216.1536-E3-3
EM15	BACONSREBELLION_20050216.1536-E3-4
EM16	BACONSREBELLION_20050216.1536-E4-5
EM17	BACONSREBELLION_20050216.1536-E5-6
EM18	BACONSREBELLION_20050216.1536-E2-7
EM19	BACONSREBELLION_20050216.1536-E6-8
EM20	BACONSREBELLION_20050216.1536-E6-9
EM21	BACONSREBELLION_20050216.1536-E7-10
EM22	BACONSREBELLION_20050216.1536-E7-11
EM23	BACONSREBELLION_20050216.1536-E6-12
EM25	BACONSREBELLION_20050216.1536-E8-13
EM26	BACONSREBELLION_20050216.1536-E4-14
EM27	BACONSREBELLION_20050216.1536-E3-15
EM8	BACONSREBELLION_20050216.1536-E9-16
