CE11	MARKBACKER_20041202.0711-CE1
CE12	MARKBACKER_20041202.0711-CE2
CE13	MARKBACKER_20041202.0711-CE3
CE14	MARKBACKER_20041202.0711-CE4
CE15	MARKBACKER_20041202.0711-CE5
CE16	MARKBACKER_20041202.0711-CE6
CE17	MARKBACKER_20041202.0711-CE7
CE18	MARKBACKER_20041202.0711-CE8
CE19	MARKBACKER_20041202.0711-CE9
CE20	MARKBACKER_20041202.0711-CE10
CE21	MARKBACKER_20041202.0711-CE11
CE22	MARKBACKER_20041202.0711-CE12
CE23	MARKBACKER_20041202.0711-CE13
CE24	MARKBACKER_20041202.0711-CE14
CE25	MARKBACKER_20041202.0711-CE15
CE31	MARKBACKER_20041202.0711-CE16
CE1	MARKBACKER_20041202.0711-CE17
CE2	MARKBACKER_20041202.0711-CE18
CE26	MARKBACKER_20041202.0711-CE19
CE27	MARKBACKER_20041202.0711-CE20
CE28	MARKBACKER_20041202.0711-CE21
CE29	MARKBACKER_20041202.0711-CE22
CE32	MARKBACKER_20041202.0711-CE23
CE3	MARKBACKER_20041202.0711-CE24
CE33	MARKBACKER_20041202.0711-CE25
CE34	MARKBACKER_20041202.0711-CE26
CE30	MARKBACKER_20041202.0711-CE27
CE35	MARKBACKER_20041202.0711-CE28
CE4	MARKBACKER_20041202.0711-CE29
CE5	MARKBACKER_20041202.0711-CE30
CE6	MARKBACKER_20041202.0711-CE31
CE7	MARKBACKER_20041202.0711-CE32
CE8	MARKBACKER_20041202.0711-CE33
CE10	MARKBACKER_20041202.0711-CE34
CE9	MARKBACKER_20041202.0711-CE35
E14	MARKBACKER_20041202.0711-E1
E15	MARKBACKER_20041202.0711-E2
E16	MARKBACKER_20041202.0711-E3
E17	MARKBACKER_20041202.0711-E4
E18	MARKBACKER_20041202.0711-E5
E19	MARKBACKER_20041202.0711-E6
E20	MARKBACKER_20041202.0711-E7
E22	MARKBACKER_20041202.0711-E8
E23	MARKBACKER_20041202.0711-E9
E24	MARKBACKER_20041202.0711-E10
E25	MARKBACKER_20041202.0711-E11
E26	MARKBACKER_20041202.0711-E12
E27	MARKBACKER_20041202.0711-E13
E28	MARKBACKER_20041202.0711-E14
E29	MARKBACKER_20041202.0711-E15
E30	MARKBACKER_20041202.0711-E16
E31	MARKBACKER_20041202.0711-E17
E32	MARKBACKER_20041202.0711-E18
E1	MARKBACKER_20041202.0711-E19
E34	MARKBACKER_20041202.0711-E20
E36	MARKBACKER_20041202.0711-E21
E37	MARKBACKER_20041202.0711-E22
E38	MARKBACKER_20041202.0711-E23
E39	MARKBACKER_20041202.0711-E24
E40	MARKBACKER_20041202.0711-E25
E41	MARKBACKER_20041202.0711-E26
E42	MARKBACKER_20041202.0711-E27
E43	MARKBACKER_20041202.0711-E28
E44	MARKBACKER_20041202.0711-E29
E45	MARKBACKER_20041202.0711-E30
E46	MARKBACKER_20041202.0711-E31
E47	MARKBACKER_20041202.0711-E32
E49	MARKBACKER_20041202.0711-E33
E51	MARKBACKER_20041202.0711-E34
E52	MARKBACKER_20041202.0711-E35
E2	MARKBACKER_20041202.0711-E36
E3	MARKBACKER_20041202.0711-E37
E4	MARKBACKER_20041202.0711-E38
E5	MARKBACKER_20041202.0711-E39
E6	MARKBACKER_20041202.0711-E40
E7	MARKBACKER_20041202.0711-E41
E8	MARKBACKER_20041202.0711-E42
