CE12	AGGRESSIVEVOICEDAILY_20050106.1310-CE1
CE13	AGGRESSIVEVOICEDAILY_20050106.1310-CE2
CE14	AGGRESSIVEVOICEDAILY_20050106.1310-CE3
CE15	AGGRESSIVEVOICEDAILY_20050106.1310-CE4
CE16	AGGRESSIVEVOICEDAILY_20050106.1310-CE5
CE17	AGGRESSIVEVOICEDAILY_20050106.1310-CE6
CE7	AGGRESSIVEVOICEDAILY_20050106.1310-CE7
CE10	AGGRESSIVEVOICEDAILY_20050106.1310-CE8
CE1	AGGRESSIVEVOICEDAILY_20050106.1310-CE9
CE2	AGGRESSIVEVOICEDAILY_20050106.1310-CE10
CE3	AGGRESSIVEVOICEDAILY_20050106.1310-CE11
CE4	AGGRESSIVEVOICEDAILY_20050106.1310-CE12
CE6	AGGRESSIVEVOICEDAILY_20050106.1310-CE13
CE5	AGGRESSIVEVOICEDAILY_20050106.1310-CE14
CE8	AGGRESSIVEVOICEDAILY_20050106.1310-CE15
CE18	AGGRESSIVEVOICEDAILY_20050106.1310-CE16
CE9	AGGRESSIVEVOICEDAILY_20050106.1310-CE17
E16	AGGRESSIVEVOICEDAILY_20050106.1310-E1
E26	AGGRESSIVEVOICEDAILY_20050106.1310-E2
E19	AGGRESSIVEVOICEDAILY_20050106.1310-E3
E20	AGGRESSIVEVOICEDAILY_20050106.1310-E4
E22	AGGRESSIVEVOICEDAILY_20050106.1310-E5
E24	AGGRESSIVEVOICEDAILY_20050106.1310-E6
E27	AGGRESSIVEVOICEDAILY_20050106.1310-E7
E1	AGGRESSIVEVOICEDAILY_20050106.1310-E8
E29	AGGRESSIVEVOICEDAILY_20050106.1310-E9
E2	AGGRESSIVEVOICEDAILY_20050106.1310-E10
E3	AGGRESSIVEVOICEDAILY_20050106.1310-E11
E4	AGGRESSIVEVOICEDAILY_20050106.1310-E12
E6	AGGRESSIVEVOICEDAILY_20050106.1310-E13
E7	AGGRESSIVEVOICEDAILY_20050106.1310-E14
E8	AGGRESSIVEVOICEDAILY_20050106.1310-E15
E10	AGGRESSIVEVOICEDAILY_20050106.1310-E16
E11	AGGRESSIVEVOICEDAILY_20050106.1310-E17
E30	AGGRESSIVEVOICEDAILY_20050106.1310-E18
E13	AGGRESSIVEVOICEDAILY_20050106.1310-E19
E15	AGGRESSIVEVOICEDAILY_20050106.1310-E20
EM1	AGGRESSIVEVOICEDAILY_20050106.1310-E8-1
EM22	AGGRESSIVEVOICEDAILY_20050106.1310-E11-2
EM23	AGGRESSIVEVOICEDAILY_20050106.1310-E1-3
