CE13	MARKBACKER_20050105.1526-CE1
CE14	MARKBACKER_20050105.1526-CE2
CE16	MARKBACKER_20050105.1526-CE3
CE17	MARKBACKER_20050105.1526-CE4
CE18	MARKBACKER_20050105.1526-CE5
CE19	MARKBACKER_20050105.1526-CE6
CE20	MARKBACKER_20050105.1526-CE7
CE21	MARKBACKER_20050105.1526-CE8
CE2	MARKBACKER_20050105.1526-CE9
CE22	MARKBACKER_20050105.1526-CE10
CE23	MARKBACKER_20050105.1526-CE11
CE24	MARKBACKER_20050105.1526-CE12
CE25	MARKBACKER_20050105.1526-CE13
CE1	MARKBACKER_20050105.1526-CE14
CE26	MARKBACKER_20050105.1526-CE15
CE27	MARKBACKER_20050105.1526-CE16
CE29	MARKBACKER_20050105.1526-CE17
CE30	MARKBACKER_20050105.1526-CE18
CE31	MARKBACKER_20050105.1526-CE19
CE35	MARKBACKER_20050105.1526-CE20
CE32	MARKBACKER_20050105.1526-CE21
CE33	MARKBACKER_20050105.1526-CE22
CE4	MARKBACKER_20050105.1526-CE23
CE37	MARKBACKER_20050105.1526-CE24
CE38	MARKBACKER_20050105.1526-CE25
CE39	MARKBACKER_20050105.1526-CE26
CE40	MARKBACKER_20050105.1526-CE27
CE41	MARKBACKER_20050105.1526-CE28
CE42	MARKBACKER_20050105.1526-CE29
CE43	MARKBACKER_20050105.1526-CE30
CE44	MARKBACKER_20050105.1526-CE31
CE45	MARKBACKER_20050105.1526-CE32
CE46	MARKBACKER_20050105.1526-CE33
CE47	MARKBACKER_20050105.1526-CE34
CE48	MARKBACKER_20050105.1526-CE35
CE15	MARKBACKER_20050105.1526-CE36
CE28	MARKBACKER_20050105.1526-CE37
CE34	MARKBACKER_20050105.1526-CE38
CE36	MARKBACKER_20050105.1526-CE39
CE3	MARKBACKER_20050105.1526-CE40
CE5	MARKBACKER_20050105.1526-CE41
CE6	MARKBACKER_20050105.1526-CE42
CE7	MARKBACKER_20050105.1526-CE43
CE8	MARKBACKER_20050105.1526-CE44
CE9	MARKBACKER_20050105.1526-CE45
CE10	MARKBACKER_20050105.1526-CE46
CE11	MARKBACKER_20050105.1526-CE47
CE12	MARKBACKER_20050105.1526-CE48
E12	MARKBACKER_20050105.1526-E1
E13	MARKBACKER_20050105.1526-E2
E14	MARKBACKER_20050105.1526-E3
E17	MARKBACKER_20050105.1526-E4
E18	MARKBACKER_20050105.1526-E5
E21	MARKBACKER_20050105.1526-E6
E22	MARKBACKER_20050105.1526-E7
E24	MARKBACKER_20050105.1526-E8
E25	MARKBACKER_20050105.1526-E9
E27	MARKBACKER_20050105.1526-E10
E28	MARKBACKER_20050105.1526-E11
E29	MARKBACKER_20050105.1526-E12
E30	MARKBACKER_20050105.1526-E13
E31	MARKBACKER_20050105.1526-E14
E33	MARKBACKER_20050105.1526-E15
E34	MARKBACKER_20050105.1526-E16
E35	MARKBACKER_20050105.1526-E17
E36	MARKBACKER_20050105.1526-E18
E37	MARKBACKER_20050105.1526-E19
E39	MARKBACKER_20050105.1526-E20
E40	MARKBACKER_20050105.1526-E21
E41	MARKBACKER_20050105.1526-E22
E42	MARKBACKER_20050105.1526-E23
E43	MARKBACKER_20050105.1526-E24
E44	MARKBACKER_20050105.1526-E25
E45	MARKBACKER_20050105.1526-E26
E46	MARKBACKER_20050105.1526-E27
E47	MARKBACKER_20050105.1526-E28
E48	MARKBACKER_20050105.1526-E29
E50	MARKBACKER_20050105.1526-E30
E51	MARKBACKER_20050105.1526-E31
E52	MARKBACKER_20050105.1526-E32
E2	MARKBACKER_20050105.1526-E33
E53	MARKBACKER_20050105.1526-E34
E54	MARKBACKER_20050105.1526-E35
E55	MARKBACKER_20050105.1526-E36
E59	MARKBACKER_20050105.1526-E37
E61	MARKBACKER_20050105.1526-E38
E62	MARKBACKER_20050105.1526-E39
E63	MARKBACKER_20050105.1526-E40
E64	MARKBACKER_20050105.1526-E41
E65	MARKBACKER_20050105.1526-E42
E66	MARKBACKER_20050105.1526-E43
E69	MARKBACKER_20050105.1526-E44
E3	MARKBACKER_20050105.1526-E45
E70	MARKBACKER_20050105.1526-E46
E71	MARKBACKER_20050105.1526-E47
E72	MARKBACKER_20050105.1526-E48
E75	MARKBACKER_20050105.1526-E49
E76	MARKBACKER_20050105.1526-E50
E77	MARKBACKER_20050105.1526-E51
E4	MARKBACKER_20050105.1526-E52
E5	MARKBACKER_20050105.1526-E53
E6	MARKBACKER_20050105.1526-E54
E7	MARKBACKER_20050105.1526-E55
E9	MARKBACKER_20050105.1526-E56
E10	MARKBACKER_20050105.1526-E57
E11	MARKBACKER_20050105.1526-E58
EM1	MARKBACKER_20050105.1526-E33-1
EM20	MARKBACKER_20050105.1526-E1-2
EM21	MARKBACKER_20050105.1526-E55-3
EM22	MARKBACKER_20050105.1526-E2-4
EM23	MARKBACKER_20050105.1526-E58-5
EM24	MARKBACKER_20050105.1526-E58-6
EM25	MARKBACKER_20050105.1526-E45-7
EM125	MARKBACKER_20050105.1526-E45-8
EM29	MARKBACKER_20050105.1526-E45-9
EM31	MARKBACKER_20050105.1526-E45-10
EM32	MARKBACKER_20050105.1526-E52-11
EM33	MARKBACKER_20050105.1526-E52-12
EM35	MARKBACKER_20050105.1526-E52-13
EM34	MARKBACKER_20050105.1526-E4-14
EM36	MARKBACKER_20050105.1526-E52-15
EM37	MARKBACKER_20050105.1526-E5-16
EM38	MARKBACKER_20050105.1526-E6-17
EM39	MARKBACKER_20050105.1526-E55-18
EM40	MARKBACKER_20050105.1526-E7-19
EM42	MARKBACKER_20050105.1526-E7-20
EM43	MARKBACKER_20050105.1526-E8-21
EM44	MARKBACKER_20050105.1526-E55-22
EM45	MARKBACKER_20050105.1526-E9-23
EM46	MARKBACKER_20050105.1526-E10-24
EM47	MARKBACKER_20050105.1526-E45-25
EM48	MARKBACKER_20050105.1526-E45-26
EM49	MARKBACKER_20050105.1526-E11-27
EM50	MARKBACKER_20050105.1526-E12-28
EM51	MARKBACKER_20050105.1526-E13-29
EM52	MARKBACKER_20050105.1526-E14-30
EM53	MARKBACKER_20050105.1526-E15-31
EM54	MARKBACKER_20050105.1526-E16-32
EM55	MARKBACKER_20050105.1526-E17-33
EM57	MARKBACKER_20050105.1526-E11-34
EM58	MARKBACKER_20050105.1526-E11-35
EM59	MARKBACKER_20050105.1526-E11-36
EM60	MARKBACKER_20050105.1526-E18-37
EM61	MARKBACKER_20050105.1526-E19-38
EM62	MARKBACKER_20050105.1526-E11-39
EM64	MARKBACKER_20050105.1526-E11-40
EM66	MARKBACKER_20050105.1526-E11-41
EM67	MARKBACKER_20050105.1526-E45-42
EM68	MARKBACKER_20050105.1526-E11-43
EM70	MARKBACKER_20050105.1526-E11-44
