CE9	MARKETVIEW_20050105.1901-CE1
CE10	MARKETVIEW_20050105.1901-CE2
CE12	MARKETVIEW_20050105.1901-CE3
CE13	MARKETVIEW_20050105.1901-CE4
CE14	MARKETVIEW_20050105.1901-CE5
CE15	MARKETVIEW_20050105.1901-CE6
CE16	MARKETVIEW_20050105.1901-CE7
CE17	MARKETVIEW_20050105.1901-CE8
CE1	MARKETVIEW_20050105.1901-CE9
CE2	MARKETVIEW_20050105.1901-CE10
CE3	MARKETVIEW_20050105.1901-CE11
CE4	MARKETVIEW_20050105.1901-CE12
CE5	MARKETVIEW_20050105.1901-CE13
CE6	MARKETVIEW_20050105.1901-CE14
CE11	MARKETVIEW_20050105.1901-CE15
CE7	MARKETVIEW_20050105.1901-CE16
CE8	MARKETVIEW_20050105.1901-CE17
E13	MARKETVIEW_20050105.1901-E1
E14	MARKETVIEW_20050105.1901-E2
E15	MARKETVIEW_20050105.1901-E3
E16	MARKETVIEW_20050105.1901-E4
E17	MARKETVIEW_20050105.1901-E5
E18	MARKETVIEW_20050105.1901-E6
E19	MARKETVIEW_20050105.1901-E7
E20	MARKETVIEW_20050105.1901-E8
E21	MARKETVIEW_20050105.1901-E9
E28	MARKETVIEW_20050105.1901-E10
E24	MARKETVIEW_20050105.1901-E11
E26	MARKETVIEW_20050105.1901-E12
E1	MARKETVIEW_20050105.1901-E13
E2	MARKETVIEW_20050105.1901-E14
E3	MARKETVIEW_20050105.1901-E15
E6	MARKETVIEW_20050105.1901-E16
E7	MARKETVIEW_20050105.1901-E17
E8	MARKETVIEW_20050105.1901-E18
E27	MARKETVIEW_20050105.1901-E19
E11	MARKETVIEW_20050105.1901-E20
E12	MARKETVIEW_20050105.1901-E21
EM14	MARKETVIEW_20050105.1901-E1-1
EM15	MARKETVIEW_20050105.1901-E2-2
EM17	MARKETVIEW_20050105.1901-E3-3
EM18	MARKETVIEW_20050105.1901-E16-4
EM19	MARKETVIEW_20050105.1901-E4-5
EM20	MARKETVIEW_20050105.1901-E5-6
EM21	MARKETVIEW_20050105.1901-E5-7
EM22	MARKETVIEW_20050105.1901-E6-8
EM23	MARKETVIEW_20050105.1901-E20-9
EM24	MARKETVIEW_20050105.1901-E16-10
EM25	MARKETVIEW_20050105.1901-E7-11
EM26	MARKETVIEW_20050105.1901-E8-12
EM27	MARKETVIEW_20050105.1901-E16-13
EM28	MARKETVIEW_20050105.1901-E16-14
EM29	MARKETVIEW_20050105.1901-E9-15
EM7	MARKETVIEW_20050105.1901-E14-16
EM6	MARKETVIEW_20050105.1901-E10-17
EM30	MARKETVIEW_20050105.1901-E13-18
EM31	MARKETVIEW_20050105.1901-E13-19
EM32	MARKETVIEW_20050105.1901-E11-20
EM33	MARKETVIEW_20050105.1901-E16-21
EM34	MARKETVIEW_20050105.1901-E14-22
EM35	MARKETVIEW_20050105.1901-E20-23
EM36	MARKETVIEW_20050105.1901-E12-24
EM1	MARKETVIEW_20050105.1901-E13-25
EM2	MARKETVIEW_20050105.1901-E13-26
EM3	MARKETVIEW_20050105.1901-E14-27
EM4	MARKETVIEW_20050105.1901-E14-28
EM5	MARKETVIEW_20050105.1901-E15-29
EM37	MARKETVIEW_20050105.1901-E20-30
EM8	MARKETVIEW_20050105.1901-E17-31
EM9	MARKETVIEW_20050105.1901-E18-32
EM16	MARKETVIEW_20050105.1901-E19-33
EM10	MARKETVIEW_20050105.1901-E20-34
EM11	MARKETVIEW_20050105.1901-E20-35
EM12	MARKETVIEW_20050105.1901-E21-36
EM13	MARKETVIEW_20050105.1901-E1-37
R1	MARKETVIEW_20050105.1901-R1
RM1	MARKETVIEW_20050105.1901-R1-1
Q1	MARKETVIEW_20050105.1901-T1
Q2	MARKETVIEW_20050105.1901-T2
Q3	MARKETVIEW_20050105.1901-T3
Q4	MARKETVIEW_20050105.1901-T4
Q5	MARKETVIEW_20050105.1901-T5
